Polling Station No.,Building,Polling Areas
86,"K.A.R.M Geroge Middle School, East Room,","1.Kadamboor (S.P) Bharathiveethiward 1 , 2.Kadamboor (S.P) Bharathiveethi sandu 1 ward 1 , 3.Kadamboor (S.P) Bharathiveethi sand 2 ward 1 , 4.Kadamboor (S.P) Bharathiveethi sandu 4 ward 1 , 5.Kadamboor (S.P) Bharathiveethi sandu 3 ward 1 , 6.Kadamboor (S.P) Bharathiveethi sandu5 ward 1 , 7.Kadamboor (S.P) Bharathiveethi sandu 6 ward 1 , 8.Kadamboor (S.P) Kumaran Veethi ward 2 , 9.Kadamboor (S.P) Thangammalpuram ward 2 , 10.Kadamboor (S.P) Kaliamman KovilStreet ward 3 , 11.Kadamboor (S.P) Kaliamman KOvil Street 3 Ward 2 , 12.Kadamboor (S.P) Kaliamman Kovil Street 4 Ward 4 , 13.Kadamboor (S.P) Kaliamman Kovil Street 5 ward 4 , 14.Kadamboor (S.P) Kaliamman Kovil Street 6 ward 4 , 15.Kadamboor (S.P) Kaliamman Kovil Sandu 1 ward 3 , 16.Kadamboor (S.P) Kaliamman kovil sandu 2 ward 3 , 17.Kadamboor (S.P) Keelarathaveethi ward 3 , 18.Kadamboor (S.P) Keelarathaveethi sandu 1 ward 3 , 19.Kadamboor (S.P) Keelarathaveethi sand 2 ward 3 , 20.Kadamboor (S.P) Railway Station Road - ÔÚÏè½Ý 4 , 21.Kadamboor (S.P) Vadakku bazar ward 4 , 22.Kadamboor (S.P) Vadakkurathaveethi ward 4 , 23.Kadamboor (S.P) Central bazhar ward 5 , 24.Kadamboor (S.P) Sekkaditheru ward 5 , 25.Kadamboor (S.P) Keelarathavethei , 26.Kadamboor (S.P) Mariamman Kovil Nadutheru ward 5 , 27.Kadamboor (S.P) Keelarathaveethi sandu ward 5 , 28.Kadamboor (T) Periyandawar Koviltheru ward 5 , 29.Kadamboor (s.p) Kayathar road ward 7 , 30.Kadamboor (S.P) Garvei Road ward 7 , 31.Kadamboor (S.P) Subregister OfficeStreet ward 7 , 99.OVERSEAS"
87,"K.A.R.M Geroge Middle School, Central Room,","1.Kadamboor (S.P) South Bazhar Ward 6 , 2.Kadamboor (S.P) Therkurathaveethi ward 6 , 3.Kadamboor (S.P) Valluvar Street Ward 6 , 4.Kadamboor (S.P) NarayanasamyKovil Street Ward 6 , 5.Kadamboor (S.P) Kettaingei Street Ward 6 , 6.Kadamboor (S.P) ManthiraMoorthiKovil Street ward 10 , 7.Kadamboor (S.P) Vellar Street Ward 8 , 8.Kadamboor (S.P) Karuppasamy Kovil Street ward 9 , 9.Kadamboor (S.P) AranmanaiStreet ward 9 , 10.Kadamboor (S.P) Agragaram Road ward 9 , 11.Kadamboor (S.P) MissonKovil Street Ward 10 , 12.Kadamboor (S.P) Nadutheru ward 10 , 13.Kadamboor (S.P) Southustreet ward 10 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
88,"Hindu Nadar Hr. Sec School, North Building East Side","1.Kadamboor (S.P) Kattabommanveethi Ward 11 , 2.Kadamboor (S.P) V.O.C ward 11 , 3.Kadamboor (S.P) ThilagarVethi Ward 11 , 4.Kadamboor (S.P) Nehru Veethi Ward 12 , 5.Kadamboor (S.P) Bharathiveethi Ward 12 , 6.Kadamboor (S.P) Gandhi Veethi Ward 12 , 7.Kadamboor (S.P) Sankaraperi Kalani Ward 12 , 8.Kadamboor (S.P) Arumuganagar Kalani Ward 12 , 9.Kadamboor (S.P) Sankaraperi Pudhukalani Ward 12 , 10.Kadamboor (S.P) Perumal Kovil Street Ward 12 , 99.OVERSEAS ELECTORS"
89,"Panchayat Union Primary School, Main Building,","1.Kuppanapuram (R.V) And (P) Kuppanapuram Block 1 , 2.Kuppanapuram (R.V) And (P) Kuppanapuram Block 2 , 3.Kuppanapuram (R.V) And (P) Chokkalingapuram Block 5 , 99.OVERSEAS ELECTORS"
90,Panchayat Union Primary School Complex Anganvadi Centre,"1.Kuppanapuram (R.V) And (P) Ottudanpatti Block 4 , 2.Kuppanapuram (R.V) And(P) Mummalaipatti Block 3 , 99.OVERSEAS ELECTORS"
91,Panchayat Union Primary School.,"1.Kurumalai (R.V) And (P) Kalukasapuram Block 9 , 2.Kurumalai (R.V) And (P) Kalukasapuram (Kelur) Block 10 , 3.Kurumalai (R.V) And (P) Ketcilapuram Keelapudhur Block 11 , 4.Kurumalai (R.V) And (P) Ketchilapuram Melapudhur Block 12 , 5.Kurumalai (R.V) And (P) Ketchilapuram Block 13 , 6.Kurumalai (R.V) And (P) Melaparapatti Block 14 , 7.Kurumalai (R.V) And (P) Keelaparaipatti Block 15 , 99.OVERSEAS ELECTORS"
92,Panchayat Union Middle School.,"1.Venkateswarapuram (R.V) And (P) Kurumalai Block 1 , 2.Venkateswarapuram (R.V) And (P) Kurumalai (V.P.Singh Nagar) Block 2 , 3.Venkateswarapuram (R.V) And (P) Kurumalai (Arunthathiyer Colony) Block 3 , 4.Venkateswarapuram (R.V) And (P) Venkateswarapuram Block 4 , 5.Venkateswarapuram (R.V) And (P) Venkateswarapuram (North Street) Block 5 , 6.Venkateswarapuram (R.V) And (P) Venkateswarapuram Colony Block 6 , 7.Venkateswarapuram (R.V) And (P) K.Sundaraeshwarapuram Block 7 , 8.Venkateswarapuram (R.V) And (P) Kammapatti Block 8 , 99.OVERSEAS ELECTORS"
93,"Panchayat Union Primary School, North Building,","1.Villichery (R.V) And (P) Perumal Kovil Street Block 1 , 2.Villichery(R.V) And (P) Muthalammankovil Street Block2 , 3.Villichery (R.V) And (P) PathirakaliammankovilStreetBlock2 , 99.OVERSEAS ELECTORS"
94,Panchayat Union Primary School. Middle Building,"1.Villichery (R.V) And (P) EX,VM,OTH,STREETBlock3 , 2.Villichery (R.V) And (P) Eaststreet Block4 , 3.Villichery(R.V) And (P) PalpannaiStreetBlock4 , 4.Villichery (R.V) And (P) East Pudhu Street Block4 , 99.OVERSEAS ELECTORS"
95,"Panchayat Union Primary School, South Building,","1.Villichery (R.V) And (P) R.C. Street Block 5 , 2.Villichery (R.V) And (P) East Colony Block 5 , 3.Villichery (R.V) And (P) Middle Colony Block 5 , 4.Villichery (R.V) And (P) West Colony Block 5 , 5.Villichery (R.V) And (P) Meithalaivanpatti Block 6 , 99.OVERSEAS ELECTORS"
96,"Panchayat Union Primary School,","1.Sathirapatti (R.V) And (P) East Street Block 1 , 2.Sathira Patti (R.V) And (P) Middle Street Block 1 , 3.Sathira Patti (R.V) And (P) West Street Block 2 , 4.Sathira Patti (R.V) And (P) Colony Street Block 2 , 99.OVERSEAS ELECTORS"
97,Panchayat Union Middle School,"1.Idaiseval (R.V) And (P) Idaiseval Block 1 , 2.Idaiseval (R.V) And (P) Adhi Diravidar Colony Block 1 , 3.Idaiseval (R.V) And (P) Parvathy Amman Kovil Street Block 3 , 99.OVERSEAS ELECTORS"
98,Panchayat Union Middle School North Side,"1.Idaiseval (R.V) And (P) Kaliamman Kovil Street Block 2 , 2.Idaiseval (R.V) And (P) Karthikaipatti Block 4 , 3.Idaiseval (R.V) And (P) Nachiarpuram Block 5 , 99.OVERSEAS ELECTORS"
99,Govt High School Southern West Building,"1.Uoothupatti (R.V) And (P) Uoothupatti East Street Ward 1 , 2.Uoothupatti (R.V) And (P) Uoothupatti North Street Ward 2 , 99.OVERSEAS ELECTORS"
100,Panchayat Union Primary school East Building uthupatti,"1.Uoothupatti (R.V) And (P) Uoothupatti Middle Street Ward 3 , 2.Uoothupatti (R.V) And (P) Uoothupatti West Street Ward 4 , 3.Uoothupatti (R.V) And (P) North Kumarapuram Ward 5 , 4.Uoothupatti (R.V) And (P) South Kumarapuram Ward 6 , 99.OVERSEAS ELECTORS"
101,"Tamil Baptist Primary School, North side","1.Manthithoppu(R.V) And (P) Manthithoppu block 1 , 2.Manthithoppu(R.V) And (P) Manthithoppu Block 3 , 99.OVERSEAS ELECTORS"
102,"Tamil Baptist Primary School, South Portion","1.Manthithoppu(R.V) And (P) Manthithoppu Block 2 , 2.Manthithoppu(R.V) And (P) Manthithoppu Block 4 , 3.Manthithoppu(R.V) And (P) Manthithoppu Block 5 , 99.OVERSEAS ELECTORS"
103,"Tamil Baptist Primary School ,South Side of the Panchayat Office","1.Manthithoppu (R,V) And (P) Manthithoppu (narikkuravar utpada) , 99.OVERSEAS ELECTORS"
104,"Tamil Baptist Primary School , South separate building Manthithoppu","1.Manthithoppu (R,V) And (P) Manthithoppu (narikkuravar utpada) , 99.OVERSEAS ELECTORS"
105,"Gomathi Hindu Primary School, North Building, West Facing Ist Room,","1.Manthithoppu (R,V) And (P) Manthithoppu (narikkuravar utpada) (Part 1) (Door No, 1 to 611) 99.OVERSEAS ELECTORS"
106,"Gomathi Hindu Primary School, North Building, West Facing 2nd Room,","1.Manthithoppu (R,V) And (P) Manthithoppu (narikkuravar utpada) (Part 2) (Door No. 611 from) , 99.OVERSEAS ELECTORS"
107,Anganvadi Centre,"1.Mudukkumendan patti (R.V) And (P) Mudukkumendanpatti ward 1 , 2.Mudukkumendan patti (R.V) And (P) Gopalapuram Ward 4 , 99.OVERSEAS ELECTORS"
108,"Panchyat Union office,Mudukkumeendanpatti","1.Mudukkumendan patti (R.V) And (P) Mudukkumendanpatti Ward 2 , 2.Mudukkumendan patti (R.V) And (P) M.Duraisamypuram Ward 3 , 99.OVERSEAS ELECTORS"
109,"Panchyat Union Primary School, North Building","1.Naleattenputhdur (R.V) And (P) Naleattenputhdur , 99.OVERSEAS ELECTORS"
110,"Panchayat Union Primary School, West Building","1.Naleattenputhdur (R.V) And (P) Naleattenputhdur , 99.OVERSEAS ELECTORS"
111,"Panchyat Union Primary School,East Building,","1.Naleattenputhdur(R.V) And (P) Naleattenputhdur Block 3 , 99.OVERSEAS ELECTORS"
112,"Panchyat Union Primary School,west Building,","1.Naleattenputhdur(R.V) And (P) Naleattenputhdur block 3 , 99.OVERSEAS ELECTORS"
113,"Panchayat Union Primary School, East Building, (Computer Room)","1.Naleattenputhdur (R.V) And (P) V.P. Chittan Nagar , 99.OVERSEAS ELECTORS"
114,Tamil Baptist Primary School,"1.Thonnukal (R.V) And (P) Keela street block 1 , 2.Thonugal (R.V) And (P) Padarindhapuli Block 3 , 99.OVERSEAS ELECTORS"
115,Community Hall,"1.Thonugal (R.V) And (P) Mela Street Block 2 , 99.OVERSEAS ELECTORS"
116,T.D.T.A Primary School,"1.Innam maniachi (R.V) And (P) Vinayaga nagar , 2.Innam maniachi (R.V) And (P) Meenachi Nagar , 3.Innam maniachi (R.V) And (P) E.B.Colony , 99.OVERSEAS ELECTORS"
117,"Noon Meal Centre New building, Alampatti","1.Innam maniachi (R.V) And (P) Alampatti , 99.OVERSEAS ELECTORS"
118,Community Hall Alampatti,"1.Innam maniachi (R.V) And (P) Salaiputhur , 2.Thunukal (R.V) And(P) Kangan kulam , 99.OVERSEAS ELECTORS"
119,"Govt. Arts and Science College, Annexure Building, Class No.21","1.Innam maniachi (R.V) And (P) Tamilnadu Housing Board ,"
120,"Panchayat Union Primary School, North Building West side","1.Innam maniachi (R.V) And (P) Seenivasa Nagar North Block 6 , 99.OVERSEAS ELECTORS"
121,Panchayat Union Primary School,"1.Innam maniachi (R.V) And (P) Seenivasanagar south block 6 , 99.OVERSEAS ELECTORS"
122,"Panchayat Union Primary School, North Building East side","1.Innam maniachi (R.V) And (P) Athaikondon North Block 6 , (Part 1) (Door No 1 to 2103D) 99.OVERSEAS ELECTORS"
123,Panchyat Union Primary School. North Building west Portion North Room,"1.Innam maniachi (R.V) And (P) Athaikondon North Block 6 , (Part 1) (Door No 2104 from) 2.Innam maniachi (R.V) And (P) Athaikondan Block 6 , 3.Innam maniachi (R.V) And (P) Srinivasa Nagar Street 4 Block 6 , 4.Innam maniachi (R.V) And (P) Srinivasa Nagar Street 5 Block 6 , 99.OVERSEAS ELECTORS"
124,"Panchayat Union Primary School, South Building South room","1.Innam maniachi (R.V) And (P) Srinivasa Nagar Street 1 Block 6 , 2.Innam maniachi (R.V) And (P) Srinivasa Nagar Street 2 Block 6 , 3.Innam maniachi (R.V) And (P) Srinivasa Nagar Street 3 Block 6 , 99.OVERSEAS ELECTORS"
125,"Besent L.V.R. Teacher Training School, Staff Room","1.Innam maniachi (R.V) And (P) Indira nagar first main road , 99.OVERSEAS ELECTORS"
126,Besent L.V.R. Teacher Training School Western Side Staff Room (1st Floor Central Room),"1.Innam maniachi (R.V) And (P) IndiraNagar SecondMain Road , 2.Innam maniachi (R.V) And (P) IndiraNagar Vettrivinayagar Kovil Road , 3.Innam maniachi (R.V) And (P) IndiraNagar Third Mainl Road , 99.OVERSEAS ELECTORS"
127,Besent L.V.R. Teacher Training School,"1.Innam maniachi (R.V) And (P) Indira Nagar 2nd Street Block 6 , 2.Innam maniachi (R.V) And (P) Indira Nagar West Street Block 6 , 99.OVERSEAS ELECTORS"
128,"Besent L.V.R. Teacher Training School Staff Room Eastern Side,","1.Innam maniachi (R.V) And (P) Athaigondan indira nagar 12th street block 6 , 2.Innam maniachi (R.V) And (P) Indira Nagar South Street Block 6 , 99.OVERSEAS ELECTORS"
129,"Bharathi Primary school, North Side","1.Innammaniachi (R.V) And (P) West street , 2.Innammaniachi (R.V) And (P) Middle Street , 99.OVERSEAS ELECTORS"
130,Anganwadi Center South Building,"1.Innammaniachi (R.V) And (P) East Street , 2.Innammaniachi (R.V) And (P) North Street , 99.OVERSEAS ELECTORS"
131,"Bharathi Primary school, South Side, Inammaniachi","1.Innammaniachi(R.V) And (P) Middle Street Block 3 , 2.Innammaniachi(R.V) And (P) Seenivasa Nagar 2 Block 3 , 3.Innammaniachi(R.V) And (P) Seenivasa Nagar3 Block 3 , 99.OVERSEAS ELECTORS"
132,Anganwadi Center North Building,"1.Innammaniachi(R.V) And (P) Main road block 3 , 2.Innammaniachi(R.V) And (P) ByPass Road MalePuram Block 3 , 3.Innammaniachi(R.V) And (P) ByPass Road KeelPuramBlock 3 , 4.Innammaniachi(R.V) And (P) Seenivasa Nagar 1 Block 3 , 99.OVERSEAS ELECTORS"
133,"Lakshmi Mills Nursery and Primary School, West Building, 2nd Room From East","1.Innammaniachi (R.V) And (P) Lakshmi mill colony Block 4 , 2.Innammaniachi (R.V) And (P) Arsutha Nagar(Kathiraesan Kovil Lower) Block 4 , 99. OVERSEAS ELECTORS"
134,"Lakshmi Mills Nursery and Primary School, West Building, 4th Room From East","1.Innammaniachi (R.V) And (P) North Gangankulam Main Street Block 4 , 2.Innammaniachi (R.V) And (P) North Indra nagar Main Street , 3.Innammaniachi (R.V) And (P) North Indra nagar Atthaikondan Road , 99.OVERSEAS ELECTORS"
135,Panchayat Union Primary School,"1.Avalnatham (R.V) And (P) North street block 1 , 2.Avalnatham (R.V) And (P) Mela Street Block 2 , 3.Avalnatham (R.V) And (P) Avalnatham Block 3 , 4.Avalnatham (R.V) And (P) NaaranaPuram Block 4 , 5.Avalnatham (R.V) And (P) Sundaralingapuram Block 5 , 99.OVERSEAS ELECTORS"
136,A.D Primary School,"1.Moopanpatti (A.V) And (P) Moopanpatti Block 1 , 2.Moopanpatti (A.V) And (P) Velankanei nagar Block 1 , 3.Moopanpatti (A.V) And (P) Pasumpon nagar Block 1 , 4.Moopanpatti (A.V) And (P) Moopanpatti Block 2 , 99.OVERSEAS ELECTORS"
137,Parvathi High School west Building,"1.Elupaiyurani (A.V) And (P) Elupaiyurani block 1 , 99.OVERSEAS ELECTORS"
138,Parvathi High School East Building,"1.Elupaiyurani (A.V) And (P) Elupaiyurani block 1 , 99.OVERSEAS ELECTORS"
139,Parvathi High School Main Bulding west Side,"1.Elupaiyurani (A.V) And (P) Chinthamani Nagar Block 1 , 99.OVERSEAS ELECTORS"
140,Parvathi High School Main Bulding East Side,"1.Elupaiyurani (A.V) And (P) Chinthamani Nagar Block 1 , 99.OVERSEAS ELECTORS"
141,Parvathi High School Main Bulding Middle Room,"1.Elupaiyurani (A.V) And (P) Maravar Colony Block 1 , 2.Elupaiyurani (A.V) And (P) Pasumpon Nagar Block 1 , 99.OVERSEAS ELECTORS"
142,"Tamil Baptist Primary School, New Building, East Portion","1.Elupaiyurani (A.V) And (P) Kaliyamman kovil street block 2 , 2.Elupaiyurani (A.V) And (P) East Street Block 2 , 99.OVERSEAS ELECTORS"
143,Syamala Hr. sec. School Room 1 (Class 12 th ),"1.Elupaiyurani (A.V) And (P) North Street Block 2 , 2.Elupaiyurani (A.V) And (P) West Street Block 2 , 3.Elupaiyurani (A.V) And (P) South Street Block 2 , 99.OVERSEAS ELECTORS"
144,"Tamil Baptist Primary School , Old Building South Portion","1.Elupaiyurani (R.V) And (P) Elupaiyurani block 2 , 99.OVERSEAS ELECTORS"
145,"Tamil Baptist Primary School , Old Building North Portion","1.Elupaiyurani (R.V) And (P) Elupaiyurani block 2 , 99.OVERSEAS ELECTORS"
146,"T.D.T.A Primary School, North Side","1.Elupaiyurani (R.V) And (P) Coosalipatti Block 3 , 99.OVERSEAS ELECTORS"
147,"Community Hall, Mettu Street,","1.Elupaiyurani (R.V) And (P) Coosalipatti Block 3 , 99.OVERSEAS ELECTORS"
148,"T.D.T.A. Primary School, South Side","1.Elupaiyurani (R.V) And (P) Coosalipatti Block 3 , 99.OVERSEAS ELECTORS"
149,"Anganwadi Centre,Poosaripatti,","1.Elupaiyurani (R.V) And (P) Coosalipatti Block 3(Part) , 2.Elupaiyurani (R.V) And (P) Poosaripatti Block 4 , 99.OVERSEAS ELECTORS"
150,"R.C.High School, Main Bulding Centre Portion ,","1.Lingampatti (R.V) And (P) North Street Block 1 , 2.Lingampatti (R.V) And (P) MelaStreet Block 2 , 3.Lingampatti (R.V) And (P) KeelaStreet Block 2 , 4.Lingampatti (R.V) And (P) Samathuva puram Block 2 , 99.OVERSEAS ELECTORS"
151,R.C.High School Main Building South Side,"1.Lingampatti (R.V) And (P) Mettu Street Block 2 , 99.OVERSEAS ELECTORS"
152,"Panchayat Union Primary School, new Building ,South West Portion South Building","1.Lingampatti(R.V),Kulasekarapuram (p) Kulasekarapuram mettu street block 1 , 2.Lingampatti(R.V),Chedamparapuram (P) Kulasekarapuram East Street Block 1 , 3.Lingampatti(R.V),Chedamparapuram (P) Kulasekarapuram West Street Block 1 , 99.OVERSEAS ELECTORS"
153,"Panchayat Union primary School, West Portion south Building Second class room Loyal Mill Colony,","1.Elupaiurani (R.V) And (P) Loyal mill colony block 5 , 99.OVERSEAS ELECTORS"
154,"Government High School, Second building from east west portion. Loyal Mill Colony, Illuppaiyurani","1.Elupaiurani (R.V) And (P) Loyal mill colony block 5 , 99.OVERSEAS ELECTORS"
155,"Panchayat Union primary School, West Portion North Building 4th class room, Loyal Mill Colony,","1.Elupaiurani (R.V) And (P) Loyal Mill Colony Block 5 , 2.Iilluppaiyurani (R.V) And (P) Thangappan Nagar Block 5 , 99.OVERSEAS ELECTORS"
156,"Panchayat Union Primary School, West portion North Building 5th class room, Loyal Mill Colony,","1.Iilluppaiyurani (R.V) And (P) Poornammal Colony Block 5 , 2.Iilluppaiyurani (R.V) And (P) Mookaraipillaiyar Kovil Street Block 5 , 99.OVERSEAS ELECTORS"
157,"Government High School, East portion west building 10th class room,Loyal Mill Colony,","1.Elupaiurani (A.V) And (P) Shanmuga nagar block 5 (Part) , 99.OVERSEAS ELECTORS"
158,"Government High School, East portion Office room,Loyal Mill Colony,","1.Elupaiurani (A.V) And (P) Shanmuga nagar block 5 , 99.OVERSEAS ELECTORS"
159,"Government High School, East portion 9th class room, East Side Building, Loyal Mill Colony,","1.Elupaiurani (R.V) And (P) Mukarpillairkovil Street Block 5 , 99.OVERSEAS ELECTORS"
160,"Panchayat Union Middle School, South Building, Western Portion","1.Thittankulam(R.V) And (p) Muthuramalingathevar colony block 1 , 99.OVERSEAS ELECTORS"
161,"Community Hall, Shanmuga Nagar","1.Thittankulam (R.V)And (P) Thozhil Pettai Block 1 , 2.Thittankulam (R.V)And (P) Shanmuga Nagar block 1 , 99.OVERSEAS ELECTORS"
162,Panchyat Union Library Building Shanmuga Nagar,"1.Thittankulam (R.V) And (P) Muthu Nagar Block 1 , 2.Thittankulam (R.V) And (P) John Nagar Block 1 , 99.OVERSEAS ELECTORS"
163,"Panchayat Union Middle School, Southern Building, Eastern Portion,","1.Thittankulam(R.V) And(P) MariappaNadar Colony Block 1 , 2.Thittankulam(R.V) And (P) Poondhthota Colony Block 1 , 99.OVERSEAS ELECTORS"
164,"Panchayat Union Middle School, East Building,","1.Thittankulam (R.V) And (P) North Thittankulam Block 1 , 2.Thittankulam (R.V) And (P) North Thittankulam Block 2 , 99.OVERSEAS ELECTORS"
165,"Panchayat Union Middle School, North East Building, 3rd Room from East","1.Thittankulam (R.V) And (P) Perumal Kovil Street Block 2 , 2.Thittankulam (R.V) And (P) MainRoad Street Block 2 , 3.Thittankulam (R.V) And (P) Thevar statue Backside Block 2 , 4.Thittankulam (R.V) And(P) Nayakkamar Street Block 2 , 5.Thittankulam (R.V) And (P) North Street Block 2 , 99.OVERSEAS ELECTORS"
166,"Aadi Dravita Primary School, East Building","1.Thittankulam (R.V) And (P) South thittankulam melastreet block 3 , 2.Thitankulam (R.V) And (P) SouthThitankualm NorthStreet Block 3 , 3.Thitankulam (R.V) And (P) SouthThitankualm KeelaStreet Block 3 , 4.Thitankulam (R.V) And (P) SouthThitankualm South Street Block 3 , 99.OVERSEAS ELECTORS"
167,"Aadi Dravita Primary School, West Building","1.Souththittankulam(R.V) And (P) South street block 3 , 2.SouthThittankulam Street (R.V) And (P) Mela Street Block 3 , 99.OVERSEAS ELECTORS"
168,"Adi Dravider Primary School, East Building","1.SouthThittankulam Street (R.V) And (P) Kaliammmankovil Street Block 3 , 2.SouthThittankulam Street (R.V) And (P) NehrujiColony Block 3 , 3.SouthThittankulam Street (R.V) And (P) Mela Colony (New Colony)Block 3 , 99.OVERSEAS ELECTORS"
169,"Municipal Primary School Old Building, North Side Gandhi Nagar","1.Kovilpatti (M) Gandhi Nagar Street No1,Ward 2 , 2.Kovilpatti (M) Muthuramalingar Street Ward 1 , 99.OVERSEAS ELECTORS"
170,Municipal Primary School Old Building South Side Gandhi Nagar,"1.Kovilpatti (m) Atthaikondan road ward 2 , 2.Kovilpatti (M) Gandhi Nagar 2nd Street Ward 2 , 3.Kovilpatti (M) JhawarlalNehru Street Ward 1 , 99.OVERSEAS ELECTORS"
171,"Municipal Primary School, Gandhi Nagar","1.Kovilpatti (m) Atthaikondan road ward 2 , 2.Kovilpatti (M) Kasthuribai Street No1 Ward 1 , 3.Kovilpatti (M) Kasthuribai Street No2 Ward1 , 99.OVERSEAS ELECTORS"
172,Anganwadi Center,"1.Kovilpatti (M) Ramasami Street Ward 1 , 2.Kovilpatti (M) Periyar Street Ward 23 , 99.OVERSEAS ELECTORS"
173,Poovalingam Chettiar Primary School North Side Building,"1.Kovilpatti (M) Natarajapuram Street Ward3 , 99.OVERSEAS ELECTORS"
174,Poovalingam Chettiar Primary School South portion,"1.Kovilpatti (M) Natarajapuram Street Ward3 , 99.OVERSEAS ELECTORS"
175,"R.,C.Hr Sec School, North Side Main Road","1.Kovilpatti (M) Gopal Street Ward 2 , 2.Kovilpatti (M) Elaiyarasanandal Road Ward 24 , 3.Kovilpatti (M) Sathiram North Street Ward4 , 4.Kovilpatti (M) Main Road Ward 4 , 5.Kovilpatti (M) Sathiram East Street Ward 4 , 6.Kovilpatti (M) Krishnankovil Street Ward 4 , 7.Kovilpatti (M Ramalingar Street Ward 4 , 8.Kovilpatti (M) Pannai Thottam Road Ward 4 , 9.Kovilpatti (M) Saramariamman Kovil Street No 1 Ward 23 , 99.OVERSEAS ELECTORS"
176,"Sankarakumar Primary School, West Side","1.Kovilpatti (M) Sankaralingapuram South Street 1 Ward 5 , 2.Kovilpatti (M) Sankaralingapuram Nadu Street Ward 5 , 3.Kovilpatti (M) Main Road Ward 5 , 4.Kovilpatti (M) Oodai East Street Ward 5 , 5.Kovilpatti(M) Sankaralingapuram South street 2 ward 5 , 99.OVERSEAS ELECTORS"
177,R.C.Hr. Sec. School Century Memorial Thiruvalluvar Arangam West Side,"1.Kovilpatti (M) SaramariammanKovil Street No 2 Ward 4 , 2.Kovilpatti (M) Jameenpettai Street Ward 23 , 3.Kovilpatti (M) Periyar Street Ward 23 , 99.OVERSEAS ELECTORS"
178,"Sankarakumar Primary School, Middle Side","1.Kovilpatti (M) Sankaralingapuram East Street Ward 5 , 2.Kovilpatti (M) Sankaralingapuram East Street No 2 Ward 5 , 3.Kovilpatti (M) Thari Office Street Ward 5 , 4.Kovilpatti (M) Gopalapuram Street Ward5 , 99.OVERSEAS ELECTORS"
179,"Sankarakumar Primary School, Centre Side","1.Kovilpatti (m) Sankaralingapuram North Street Ward 5 , 99.OVERSEAS ELECTORS"
180,"E.V.A. Vallimuthu Primary School, East Side","1.Kovilpatti (m) Velayuthapuram melastreet ward 6 , 2.Kovilpatti (M) Mayanam Street Ward 6 , 3.Kovilpatti (M) Velayuthapuram Street No 4 Ward 6 , 4.Kovilpatti (M) Velayuthapuram Street No5 Ward6 , 99.OVERSEAS ELECTORS"
181,"E.V.A. Vallimuthu Primary School, West Side","1.Kovilpatti (M) Velayuthapuram Nadu Street Ward 6 , 2.Kovilpatti (M) Velayuthapuram 3rdStreet Ward 6 , 3.Kovilpatti (M) Main Road Ward 6 , 4.Kovilpatti (M) Agriculture Form Ward 6 , 5.Kovilpatti (M) Velayuthapuram 6th Street Ward 6 , 99.OVERSEAS ELECTORS"
182,"Regulating Market Western Side, 1st Building","1.Kovilpatti (M) Street No2 Loyal Mill NorthLine Ward 13 , 2.Kovilpatti (M) Main Raod Ward 6 , 3.Kovilpatti (M) Mohamad Saliyapuram Masque Street No1 Ward 13 , 4.Kovilpatti (M) Mohamad Saliyapuram Masque Street No2 Ward 13 , 99.OVERSEAS ELECTORS"
183,"Regulating Market Western Side, North Western Side (Farmers RestRoom) Puthukirammam","1.Kovilpatti (M) LoyalMill Colony Bagalaw Street Ward 6 , 2.Kovilpatti (M) Mill Street Ward 12 , 3.Kovilpatti (M) Bangalaw Street Ward 12 , 4.Kovilpatti (M) North New Village Street4 Ward 7 , 99.OVERSEAS ELECTORS"
184,"Regulating Market East Side, 1st Building Pudugramam","1.Kovilpatti (m) North newvillage street ward13 , 99.OVERSEAS ELECTORS"
185,"Regulating Market Building, Farmer's rest room east side portion. Pudugramam Kovilpatti","1.Kovilpatti (M) North New Village Street No2 Ward13 , 2.Kovilpatti (M) North New Village Street No3 Ward No 7 , 99.OVERSEAS ELECTORS"
186,Illathar Middle School Southern Building Pudugramam,"1.Kovilpatti (m) Thiruvalluvar nagar street1 ward 9 , 99.OVERSEAS ELECTORS"
187,Illathar Middle School North Side Western Portion,"1.Kovilpatti (m) Thiruvalluvar nagar street 2 ward 9 , 2.Kovilpatti (M) Thiruvalluvar Nagar 3rd Street ward 9 , 3.Kovilpatti (M) North New Village Street5 Ward 7 , 4.Kovilpatti (M) North New Village Street 6 Ward 7 , 99.OVERSEAS ELECTORS"
188,"Municiple Library main road, pudhugrammam,","1.Kovilpatti (m) New village main road ward 7 , 99.OVERSEAS ELECTORS"
189,"Anganvadi Centre Kovilpatti, Pudugrammam","1.Kovilpatti (m) New village main road ward 7 , 99.OVERSEAS ELECTORS"
190,"Illatthar Middle School, North Side South Pudugiramam","1.Kovilpatti (m) Oodai street ward 8 , 2.Kovilpatti (M) South New Village Street No1 Ward 8 , 99.OVERSEAS ELECTORS"
191,"Illatthar Middle School, South Side South Pudugiramam","1.Kovilpatti (M) Oodai Street Ward 8 , 2.Kovilpatti (M) South New Village Street No2 Ward8 , 3.Kovilpatti (M) South New Village Street 3 Ward 12 , 99.OVERSEAS ELECTORS"
