Sl. No,Polling Station No,emaN Thozhilalarkal Katchi,Party Indiar Naam NTK,srotcelE Makkal Amma S AMMK,OT Needhi Kazagam Makkal MNM,EHT MNM,EVITALSIGEL rudnehcuriT... IND,R IND,IND,.... P.S.J IND,IND,IND,S IND,Total Valid Votes,Rejected Votes,NOTA,Total Votes,Tendered Votes
60,46,232,274,74,1,0,13,7,1,0,2,0,0,0,0,3,607,0,7,614,0
61,47,217,282,35,1,0,5,3,0,0,0,0,0,0,1,0,544,0,1,545,0
62,48,152,144,49,0,0,49,11,0,0,0,0,0,1,0,0,406,0,2,408,0
63,48(A),198,132,30,1,1,52,7,1,0,0,1,0,0,0,3,426,0,1,427,0
64,49,266,176,138,0,2,12,2,0,0,0,1,0,2,0,1,600,0,0,600,0
65,50,249,283,84,2,3,24,3,1,0,0,1,1,10,1,1,663,0,2,665,0
66,51,224,168,69,1,1,59,2,0,0,0,1,1,0,0,1,527,0,1,528,0
67,52,222,114,49,0,2,4,0,1,0,0,0,0,0,0,0,392,0,2,394,0
68,53,234,62,131,0,2,4,9,0,0,0,0,0,1,0,0,443,0,0,443,0
69,54,274,110,115,0,0,1,4,0,0,0,0,1,0,0,0,505,0,2,507,0
70,55,205,324,219,0,1,1,9,0,0,1,0,0,0,0,1,761,0,1,762,0
71,56,191,102,99,1,0,2,10,0,0,0,0,0,0,1,1,407,0,0,407,0
72,56(A),220,130,116,0,1,1,8,0,0,0,0,0,0,0,0,476,0,1,477,0
73,57,320,95,136,1,1,1,8,0,0,0,0,0,0,0,0,562,0,0,562,0
74,58,195,100,101,0,0,2,1,0,0,0,0,0,0,0,0,399,0,1,400,0
75,58(A),205,119,133,0,1,3,0,0,0,0,2,0,1,0,0,464,0,1,465,0
76,59,213,119,165,0,2,1,2,0,1,0,1,0,0,0,0,504,0,3,507,0
77,60,277,84,120,0,2,3,4,0,1,0,0,0,0,0,1,492,0,0,492,0
78,61,187,316,77,0,2,8,1,0,0,1,2,0,0,2,0,596,0,7,603,0
79,62,300,398,86,3,0,4,8,0,0,0,0,1,1,0,3,804,0,1,805,0
80,63,301,299,29,0,0,5,10,1,0,0,1,1,1,0,0,648,0,7,655,0
81,64,236,345,52,1,1,22,11,0,0,1,1,0,1,0,1,672,0,2,674,0
82,65,207,120,57,0,2,7,4,0,0,0,0,1,1,0,0,399,0,3,402,0
83,65(A),243,157,34,1,0,1,5,1,0,0,1,0,0,0,1,444,0,3,447,0
84,66,199,228,39,5,2,16,12,0,3,0,0,0,0,0,0,504,0,5,509,0
85,67,289,83,44,2,0,5,4,0,0,0,1,0,0,0,0,428,0,3,431,0
86,68,242,179,48,0,1,22,9,1,0,0,0,0,2,1,3,508,0,3,511,0
87,69,255,154,32,0,2,10,3,1,0,0,0,0,0,0,1,458,0,1,459,0
88,70,256,166,44,0,3,5,7,0,0,0,0,0,0,0,0,481,0,1,482,0
89,71,218,205,55,0,1,12,3,0,1,0,1,0,0,0,0,496,0,8,504,0
90,72,271,322,39,0,1,9,13,0,0,0,2,0,1,0,0,658,0,2,660,0
91,73,58,154,20,0,0,38,4,1,0,0,0,0,1,0,1,277,0,0,277,0
92,74,374,248,66,0,0,71,9,1,0,0,2,1,1,0,1,774,0,6,780,0
93,75,206,196,32,1,0,49,6,0,0,0,0,0,0,0,0,490,0,3,493,0
94,75(A),200,232,24,0,2,29,5,0,0,0,1,0,1,0,0,494,0,1,495,0
95,76,188,236,43,0,1,1,9,0,0,0,2,0,0,0,2,482,0,5,487,0
96,77,196,139,38,1,0,3,2,0,0,0,1,0,0,0,0,380,0,1,381,0
97,78,333,262,48,0,0,6,4,0,0,0,2,0,2,0,1,658,0,5,663,0
98,79,293,118,23,0,1,7,5,1,0,0,1,0,0,0,1,450,0,3,453,0
99,80,234,419,44,0,3,7,4,1,0,6,2,3,0,0,5,728,0,1,729,0
100,81,301,350,56,2,2,4,14,0,1,0,0,0,0,0,0,730,0,5,735,0
101,82,111,210,39,0,1,13,1,0,1,0,0,0,0,0,1,377,0,6,383,0
102,82(A),104,225,26,1,0,9,2,0,0,0,1,2,0,1,2,373,0,4,377,0
103,83,224,211,63,1,0,33,3,0,0,1,0,1,0,0,2,539,0,4,543,0
104,83(A),241,239,29,1,1,25,4,2,1,0,1,3,0,0,3,550,0,7,557,0
105,84,217,423,50,1,0,12,18,0,2,0,1,1,0,0,0,725,0,1,726,0
106,85,129,206,49,1,1,8,8,0,0,0,2,0,0,0,0,404,0,2,406,0
107,85(A),144,276,30,0,0,10,9,0,0,0,0,0,0,0,1,470,0,3,473,0
108,86,187,392,46,0,0,9,12,0,1,1,0,1,0,1,1,651,0,2,653,0
109,87,343,267,59,0,1,2,6,0,1,1,0,1,0,0,0,681,0,4,685,0
110,88,232,235,38,1,1,24,9,1,0,0,1,0,0,2,1,545,0,13,558,0
111,89,284,428,49,0,2,16,10,1,0,0,1,0,0,0,1,792,0,10,802,0
112,90,152,214,22,0,1,0,4,0,0,0,0,0,0,0,0,393,0,5,398,0
113,90(A),132,268,13,0,1,0,6,0,0,0,0,0,0,0,0,420,0,6,426,0
114,91,222,223,31,0,1,28,7,0,0,0,0,1,0,0,1,514,0,6,520,0
115,92,138,245,36,0,0,7,9,1,1,0,0,1,0,0,0,438,0,3,441,0
116,92(A),125,213,32,0,0,6,9,1,0,0,0,0,0,0,1,387,0,1,388,0
117,93,189,144,34,0,2,7,6,0,0,0,0,0,0,0,0,382,0,3,385,0
118,93(A),223,134,19,0,0,5,6,0,0,0,0,1,0,0,0,388,0,2,390,0
119,94,164,210,46,1,0,5,1,0,0,0,0,0,0,0,1,428,0,4,432,0
120,94(A),185,206,30,0,1,1,3,1,0,0,1,0,0,0,0,428,0,1,429,0
121,95,202,253,67,0,1,5,3,0,0,0,0,1,0,1,1,534,0,4,538,0
122,96,172,308,63,0,0,7,6,1,2,0,0,1,0,1,1,562,0,7,569,0
123,97,179,227,74,1,2,4,6,1,1,0,0,0,2,0,0,497,0,0,497,0
124,97(A),198,266,67,0,1,11,3,1,0,0,1,2,0,2,4,556,0,3,559,0
125,98,185,338,37,0,2,16,6,0,0,0,3,0,0,0,0,587,0,6,593,0
126,99,371,168,139,2,0,6,4,1,0,0,1,0,0,0,0,692,0,1,693,0
