Sl. No,Polling Station No,"SELVAPERUNTHAGAI, K NATIONAL CONGRESS INDIAN","E VINOTH, SAMAJ BAHUJAN PARTY","M THANIGAIVEL, NEEDHI MAKKAL MAIAM","D PUSHPARAJ, TAMILAR KATCHI NAAM","E LOKESH, MAKKAL KATCHI SAKTHI DESIYA","S SAROJA, INDEPENDENT","P SUDHAKAR, INDEPENDENT","K DEVARAJAN, INDEPENDENT","M PARTHIBAN, INDEPENDENT","V LEENA, INDEPENDENT","E VASANTHI, INDEPENDENT","R VEDHAGIRI, INDEPENDENT","D VAIRAMUTHU, INDEPENDENT",Votes,Total Valid Votes,Rejected Votes,NOTA,Total Votes,Tendered Votes
161,123 M,156,164,1,38,57,2,0,1,0,0,0,0,0,1,13,6,439,0,439,0
162,123 A(W),152,175,1,29,27,1,0,2,0,0,1,0,1,0,15,4,408,0,408,0
163,124,191,182,3,33,61,5,0,4,1,0,1,0,1,0,35,3,520,0,520,0
164,125,191,146,3,12,33,2,0,2,1,0,0,0,0,1,45,2,438,0,438,0
165,126,274,299,0,22,48,8,0,1,0,0,0,0,1,0,9,6,668,0,668,0
166,127,185,122,4,9,56,10,1,1,0,1,1,0,0,1,30,4,425,0,425,0
167,128 M,155,155,1,19,54,5,1,0,0,0,0,0,0,0,21,4,415,0,415,0
168,128 A(W),152,184,2,16,41,1,1,0,0,0,0,0,0,1,17,1,416,0,416,0
169,129,237,231,3,6,42,18,0,5,0,0,0,1,0,0,65,5,613,0,613,0
170,130,246,299,11,3,26,11,0,5,0,0,0,0,0,0,122,1,724,0,724,0
171,131,216,269,1,12,33,0,0,4,0,0,0,0,0,2,52,6,595,0,595,0
172,132,240,387,2,9,41,1,0,0,0,0,0,0,1,0,15,2,698,0,698,0
173,133,288,334,0,30,65,4,0,1,0,0,0,0,0,0,21,6,749,0,749,0
174,134,277,314,0,5,43,3,0,0,1,0,0,0,0,1,20,5,669,0,669,0
175,135,287,313,2,5,33,3,0,0,0,0,0,0,0,0,34,2,679,0,679,0
176,136 M,157,172,0,17,57,1,1,0,0,0,1,0,0,0,13,7,426,0,426,0
177,136 A(W),151,202,1,18,21,2,0,0,2,1,0,0,0,0,6,4,408,0,408,0
178,137 M,188,188,0,21,69,5,0,3,0,0,0,0,0,0,41,4,519,0,519,0
179,137 A(W),178,219,3,31,33,7,0,2,0,0,0,0,0,0,29,8,510,0,510,0
180,138 M,206,166,0,19,41,11,0,2,0,0,0,0,0,0,66,6,517,0,517,0
181,138 A(W),226,186,3,10,30,7,0,2,0,0,0,0,0,1,44,4,513,0,513,0
182,139M,330,52,1,13,47,8,0,0,1,0,0,0,0,0,1,4,457,0,457,0
183,139A(W),337,59,2,13,29,3,0,0,0,0,0,0,1,0,2,6,452,0,452,0
184,140,351,148,1,76,54,4,0,0,0,0,0,0,0,0,1,4,639,0,639,0
185,141,297,315,1,53,50,5,0,0,0,0,0,1,0,0,3,10,735,0,735,0
186,142,241,175,1,57,50,5,0,0,0,0,1,0,0,0,2,6,538,0,538,0
187,143,194,149,2,58,43,7,0,1,1,1,0,1,0,0,0,5,462,0,462,0
188,144 M,196,139,1,37,36,6,0,0,0,0,0,0,0,0,0,7,422,0,422,0
189,144 A(W),198,146,2,42,21,3,0,0,0,0,0,1,0,0,0,5,418,0,418,0
190,145 M,251,98,0,16,39,5,0,0,0,0,0,0,0,0,22,4,435,0,435,0
191,145 A(W),229,91,0,21,19,1,1,0,0,0,0,0,0,0,8,2,372,0,372,0
192,146 M,171,142,0,41,66,6,1,0,0,1,0,0,0,0,1,7,436,0,436,0
193,146 A(W),171,158,0,31,31,5,0,0,0,0,0,0,0,0,0,2,398,0,398,0
194,147 M,201,176,0,59,71,7,3,0,0,0,0,0,2,0,0,9,528,0,528,0
195,147 A(W),206,153,1,57,32,5,0,0,0,0,0,2,1,1,1,4,463,0,463,0
196,148 M,180,157,3,49,82,3,1,0,1,0,0,0,0,1,2,6,485,0,485,0
197,148 A(W),176,180,0,55,39,4,0,0,0,1,0,0,0,0,3,8,466,0,466,0
198,149 M,262,183,1,24,54,8,0,0,0,0,0,0,0,1,6,3,542,0,542,0
199,149 A(W),239,215,4,25,35,7,2,0,0,0,2,0,0,0,3,2,534,0,534,0
200,150 M,140,211,0,26,44,2,0,0,0,0,0,0,0,0,1,3,427,0,427,0
201,150 A(W),116,215,1,24,25,1,0,0,0,0,0,0,0,0,1,4,387,0,387,0
202,151 M,124,165,0,24,35,3,0,0,0,0,0,0,0,0,0,4,355,0,355,0
203,151 A(W),159,254,2,32,33,5,0,0,1,0,0,0,0,0,0,7,493,0,493,0
204,152,142,239,1,21,51,6,1,0,0,0,0,0,1,0,2,1,465,0,465,0
205,153 M,139,142,0,32,28,9,0,0,0,0,0,0,0,0,0,3,353,0,353,0
206,153A(W),141,124,1,32,15,5,0,0,0,1,0,0,1,0,0,7,327,0,327,0
207,154,328,197,4,60,69,6,0,0,0,1,0,0,0,1,2,8,676,0,676,0
208,155 M,187,146,2,25,50,6,0,0,0,0,0,0,0,0,0,5,421,0,421,0
209,155 A(W),173,132,1,18,30,2,1,0,0,0,0,1,0,0,0,6,364,0,364,0
210,156,282,214,1,44,66,10,0,0,0,1,0,1,0,0,6,7,632,0,632,0
211,157 M,238,107,0,30,45,8,2,0,0,0,0,0,0,0,14,3,447,0,447,0
212,157 A(W),222,134,1,36,32,8,0,0,0,1,0,0,0,0,3,1,438,0,438,0
213,158 M,231,143,1,41,50,6,1,0,0,0,1,0,0,0,12,3,489,0,489,0
214,158 A(W),224,144,0,45,25,3,0,0,0,0,0,0,0,0,5,3,449,0,449,0
215,159,341,198,0,65,50,7,0,0,0,0,0,0,0,1,2,3,667,0,667,0
216,160 M,247,159,2,12,43,1,0,0,0,0,0,1,0,0,3,3,471,0,471,0
217,160 A(W),242,188,2,7,27,7,0,0,0,0,0,0,0,0,2,2,477,0,477,0
218,161 M,229,101,0,10,41,1,0,0,0,0,1,1,0,0,33,3,420,0,420,0
219,161 A(W),261,133,0,6,23,0,1,3,0,1,0,0,0,1,21,6,456,0,456,0
220,162,347,184,2,12,60,8,0,1,0,0,0,2,0,0,27,6,649,0,649,0
221,163,262,133,1,6,25,3,0,1,0,1,0,0,1,0,28,4,465,0,465,0
222,164,300,204,2,30,42,5,0,0,0,0,0,0,1,0,33,2,619,0,619,0
223,165 M,300,56,0,7,26,3,0,0,0,0,0,0,0,0,0,3,395,0,395,0
224,165 A(W),308,57,1,8,21,1,1,0,0,0,0,0,0,0,2,2,401,0,401,0
225,166 M,319,55,0,9,26,2,0,0,2,0,0,0,0,0,1,1,415,0,415,0
226,166 A(W),352,50,0,10,18,0,0,0,0,0,0,0,1,1,1,5,438,0,438,0
227,167 M,280,114,1,1,27,5,0,1,0,0,0,0,0,0,0,8,437,0,437,0
228,167 A(W),304,117,0,6,13,2,0,1,0,0,0,0,0,0,11,2,456,0,456,0
229,168 M,221,132,0,19,92,4,1,0,0,1,0,1,0,0,3,4,478,0,478,0
230,168 A(W),215,144,0,11,57,2,0,2,0,1,0,1,1,2,0,3,439,0,439,0
231,169 M,326,38,0,8,19,2,0,0,0,0,0,1,0,0,1,0,395,0,395,0
232,169 A(W),352,45,1,5,8,2,0,0,0,0,0,0,0,0,1,2,416,0,416,0
233,170 M,170,181,0,13,30,4,0,0,0,0,0,0,0,1,1,5,405,0,405,0
234,170 A(W),178,193,1,6,13,2,0,1,0,0,0,0,1,0,5,6,406,0,406,0
235,171 M,229,198,1,16,63,4,0,0,1,1,0,0,1,1,6,9,530,0,530,0
236,171 A(W),206,212,1,11,27,1,0,0,0,0,0,0,0,0,5,3,466,0,466,0
237,172,180,222,1,17,62,1,0,1,0,0,0,0,0,0,14,2,500,0,500,0
238,173,252,254,1,40,56,15,0,1,0,0,0,0,0,0,3,7,629,0,629,0
239,174 M,201,147,2,45,70,6,1,1,0,1,0,0,2,0,4,5,485,0,485,0
240,174 A(W),192,194,1,43,37,3,0,1,0,0,0,1,0,0,3,10,485,0,485,0
241,175 M,184,148,1,39,75,5,0,0,0,0,0,0,0,0,8,4,464,0,464,0
242,175 A(W),161,144,0,46,41,1,0,0,0,0,0,0,0,0,7,0,400,0,400,0
243,176,213,324,2,20,62,3,0,0,1,0,0,0,0,0,7,3,635,0,635,0
244,177 M,141,243,0,8,60,4,0,0,0,0,0,0,0,0,12,7,475,0,475,0
245,177 A(W),155,247,3,12,18,5,0,0,0,0,0,0,0,1,13,1,455,0,455,0
246,178 M,206,210,0,9,60,3,0,4,0,0,0,1,0,0,72,6,571,0,571,0
247,178 A(W),233,212,2,17,33,2,0,5,0,0,0,0,0,1,40,0,545,0,545,0
248,179 M,206,158,0,11,55,6,1,0,0,0,0,0,0,0,40,1,478,0,478,0
249,179 A(W),242,173,0,8,19,2,0,1,0,0,0,1,0,0,11,4,461,0,461,0
250,180 M,235,161,0,74,67,7,0,0,0,0,0,0,0,0,7,6,557,0,557,0
251,180 A(W),235,178,1,76,32,4,0,0,0,0,0,2,0,0,2,8,538,0,538,0
252,181 M,131,141,0,45,40,1,0,0,1,0,0,0,0,0,0,6,365,0,365,0
253,181 A(W),153,136,0,42,31,5,0,0,0,0,0,0,0,0,3,5,375,0,375,0
254,182 M,160,148,0,51,61,4,0,0,0,0,0,1,0,1,2,8,436,0,436,0
255,182 A(W),141,162,1,53,36,1,1,0,0,0,0,1,1,0,1,4,402,0,402,0
256,183 M,134,212,2,28,36,3,0,1,1,0,0,0,0,0,4,2,423,0,423,0
257,183 A(W),113,235,0,23,21,2,0,0,0,0,0,1,0,1,3,2,401,0,401,0
258,184 M,154,125,0,40,61,5,0,0,0,0,1,0,0,0,3,4,393,0,393,0
259,184 A(W),140,151,2,24,36,7,0,1,0,1,0,1,0,0,0,2,365,0,365,0
260,185,94,109,1,25,35,2,0,0,0,0,0,0,0,1,4,4,275,0,275,0
261,186 M,170,151,0,42,56,4,0,0,0,0,0,0,1,0,5,5,434,0,434,0
262,186 A(W),142,192,0,64,30,7,0,0,0,0,0,1,0,0,0,4,440,0,440,0
263,187,302,277,0,33,91,2,0,0,0,1,0,0,1,0,8,4,719,0,719,0
264,188,239,329,2,29,68,4,1,0,2,0,0,1,1,0,3,11,690,0,690,0
265,189,271,239,3,40,55,2,0,0,0,1,0,0,0,0,5,6,622,0,622,0
266,190 M,160,170,2,26,32,5,1,1,0,0,0,0,0,0,7,3,407,0,407,0
267,190 A(W),167,190,0,18,18,7,1,1,0,0,0,0,1,0,4,2,409,0,409,0
268,191 M,164,221,3,18,48,2,0,0,0,0,0,1,0,0,12,3,472,0,472,0
269,191 A(W),183,211,0,12,36,2,1,2,0,0,0,1,0,0,4,5,457,0,457,0
270,192,184,250,1,47,91,2,0,1,0,0,0,1,0,0,12,8,597,0,597,1
271,193,185,234,2,48,69,2,0,0,0,0,0,2,0,1,4,4,551,0,551,0
272,194M,237,110,6,11,41,7,0,1,1,0,0,2,0,0,16,3,435,0,435,0
273,194 A(W),207,128,4,17,21,4,0,1,0,0,0,1,0,0,6,4,393,0,393,0
274,195 M,126,113,0,42,52,6,0,1,0,0,0,0,0,0,3,6,349,0,349,0
275,195 A(W),138,131,0,32,27,2,0,0,0,0,0,1,0,0,2,2,335,0,335,0
276,196 M,191,155,0,20,30,2,0,0,0,0,0,0,0,0,8,4,410,0,410,0
277,196 A(W),192,151,1,30,22,4,1,0,1,0,1,0,1,0,2,0,406,0,406,0
278,197,249,146,0,40,52,4,0,1,0,0,0,0,0,0,4,5,501,0,501,0
279,198 M,161,125,0,21,36,3,0,0,0,0,0,0,0,0,2,3,351,0,351,0
280,198 A(W),149,147,1,30,33,0,0,1,0,0,1,0,0,0,3,6,371,0,371,0
281,199,280,217,0,35,66,10,1,1,1,1,0,0,0,0,6,11,629,0,629,0
282,200,293,202,0,57,66,9,0,0,0,0,0,0,0,0,10,3,640,0,640,0
283,201 M,151,180,2,36,63,6,0,0,1,0,0,0,1,0,6,7,453,0,453,0
284,201 A(W),143,185,0,32,32,3,0,1,0,0,1,1,0,0,3,5,406,0,406,0
285,202,365,228,2,48,67,0,1,0,0,0,0,0,0,0,5,2,718,0,718,0
286,203 M,145,132,1,14,50,3,0,0,0,0,0,0,0,0,6,4,355,0,355,0
287,203 A(W),140,159,1,12,18,0,0,0,0,0,0,0,0,0,2,3,335,0,335,0
288,204,328,241,3,38,64,2,0,0,0,0,0,1,1,2,8,11,699,0,699,0
289,205,279,168,0,20,49,4,0,0,0,0,0,0,0,0,15,4,539,0,539,0
290,206 M,150,169,1,16,30,4,0,2,0,0,0,0,0,0,21,1,394,0,394,0
291,206 A(W),158,205,3,25,17,2,0,4,0,0,1,0,1,0,9,2,427,0,427,0
292,207 M,153,151,0,17,44,3,0,2,0,0,0,0,0,0,19,4,393,0,393,0
293,207 A(W),143,173,3,11,23,3,0,0,3,0,0,1,1,0,12,2,375,0,375,0
294,208 M,171,165,3,16,39,5,0,0,0,0,0,0,0,0,27,0,426,0,426,0
295,208 A(W),181,196,0,10,20,4,0,0,0,0,0,0,0,0,2,1,414,0,414,0
296,209 M,203,244,0,9,37,6,0,0,0,0,0,0,0,0,31,1,531,0,531,0
297,209 A(W),202,217,2,9,17,5,0,2,0,0,0,0,0,0,9,1,464,0,464,0
298,210,208,216,0,16,58,1,1,0,0,0,0,1,0,0,4,3,508,0,508,0
299,211 M,148,167,0,20,73,3,0,1,1,0,0,0,0,0,2,3,418,0,418,0
300,211 A(W),134,212,1,15,32,6,0,0,1,1,1,0,0,0,0,2,405,0,405,0
301,212 M,184,125,0,12,46,7,0,0,0,0,0,0,1,0,3,2,380,0,380,0
302,212 A(W),182,149,2,15,26,1,0,0,0,0,0,0,0,0,1,3,379,0,379,0
303,213 M,151,137,2,10,66,3,0,0,0,0,0,0,0,0,4,3,376,0,376,0
304,213 A(W),153,155,1,14,28,4,0,0,0,0,1,1,0,0,6,4,367,0,367,0
305,214,306,234,2,38,63,2,1,0,0,0,0,0,0,0,5,6,657,0,657,0
306,215,295,238,1,37,65,17,1,1,0,1,0,0,2,0,4,8,670,0,670,0
307,216 M,163,108,0,36,49,2,0,0,2,0,0,1,0,0,1,1,363,0,363,0
308,216 A(W),172,127,0,30,20,1,0,1,0,0,0,0,0,0,1,2,354,0,354,0
309,217 M,218,101,1,18,41,1,1,0,0,0,0,0,0,0,2,5,388,0,388,0
310,217 A(W),217,131,1,30,27,1,0,0,0,1,0,0,0,0,5,3,416,0,416,0
311,218 M,182,112,0,20,77,9,1,0,0,0,0,0,0,1,7,4,413,0,413,0
312,218 A(W),178,136,0,27,28,7,0,1,0,1,1,1,0,1,2,2,385,0,385,0
313,219 M,197,140,0,17,35,5,0,0,1,2,0,0,0,0,7,3,407,0,407,0
314,219 A(W),181,158,1,18,20,0,0,1,0,0,0,0,0,0,2,1,382,0,382,0
315,220 M,308,190,3,26,39,7,0,0,0,1,0,0,0,0,16,2,592,0,592,0
316,220 A(W),311,170,0,22,34,7,0,1,1,0,0,0,0,2,7,2,557,0,557,0
317,221,373,251,2,23,46,9,0,0,0,0,0,2,1,0,24,1,732,0,732,0
318,222 M,238,158,1,8,29,18,0,0,0,0,0,1,0,0,16,4,473,0,473,0
319,222 A(W),247,191,1,11,18,9,0,0,0,0,0,2,0,1,10,9,499,0,499,0
320,223,207,281,2,12,47,8,0,0,0,0,0,1,0,0,7,6,571,0,571,0
321,224,184,276,0,16,26,8,0,0,0,0,0,0,0,1,7,4,522,0,522,0
322,225 M,221,162,0,8,60,7,0,0,0,0,0,0,0,0,3,3,464,0,464,0
323,225 A(W),220,181,1,7,30,4,1,0,1,0,0,0,0,0,4,4,453,0,453,0
324,226 M,258,146,0,6,59,4,0,0,0,0,0,0,1,0,7,2,483,0,483,0
325,226 A(W),253,164,3,5,22,2,0,0,0,0,1,2,0,1,4,8,465,0,465,0
326,227,277,256,2,2,52,0,0,0,0,1,1,0,0,0,6,2,599,0,599,0
327,228,459,282,2,2,94,3,0,0,1,0,0,0,0,0,7,1,851,0,851,0
328,229 M,148,195,1,7,47,5,0,0,0,0,1,0,1,1,59,2,467,0,467,0
329,229 A(W),138,238,1,7,24,11,0,4,0,0,0,0,1,0,33,3,460,0,460,0
330,230 M,175,195,1,7,55,4,0,1,0,0,0,1,0,0,28,8,475,0,475,0
331,230 A(W),164,246,0,5,26,1,0,5,0,0,0,0,0,1,24,2,474,0,474,0
332,231,280,326,1,6,51,1,0,2,0,1,0,0,0,0,27,5,700,0,700,0
333,232,246,281,1,14,57,1,1,1,0,0,0,0,0,0,33,8,643,0,643,0
334,233 M,143,155,2,14,38,6,0,1,0,0,0,0,0,0,19,1,379,0,379,0
335,233A(W)',150,170,0,17,32,0,0,1,0,0,0,0,1,0,19,3,393,0,393,0
336,234 M,154,203,1,11,48,2,0,0,0,0,0,0,0,1,38,2,460,0,460,0
337,234 A(W),182,217,1,4,36,1,0,4,0,0,1,0,0,0,29,5,480,0,480,0
338,235,303,326,2,19,36,6,0,0,0,1,0,0,0,0,16,5,714,0,714,0
339,236,170,181,1,5,57,6,0,0,0,0,0,0,0,0,16,3,439,0,439,0
340,237 M,153,190,0,8,38,9,0,0,0,0,0,0,0,0,9,2,409,0,409,0
341,237 A(W),162,255,1,8,18,2,0,2,1,0,0,0,0,0,1,0,450,0,450,0
342,238 M,173,173,0,13,62,6,0,0,0,0,0,0,0,0,10,4,441,0,441,0
343,238 A(W),199,194,0,14,29,2,1,0,0,0,0,0,0,0,6,6,451,0,451,0
344,239 M,169,145,0,9,33,7,0,1,0,0,0,0,1,0,6,1,372,0,372,0
345,239 A(W),147,192,2,7,19,5,0,0,0,1,0,0,0,0,5,4,382,0,382,0
346,240 M,264,113,0,7,47,5,0,0,0,0,1,0,0,0,7,5,449,0,449,0
347,240 A(W),279,131,0,8,27,4,0,0,1,0,0,0,0,0,3,1,454,0,454,0
348,241 M,254,145,0,2,40,13,0,1,0,0,0,0,0,0,13,4,472,0,472,0
349,241 A(W),269,159,0,5,26,10,0,0,0,0,0,1,0,0,7,3,480,0,480,0
350,242 M,253,98,1,6,48,8,0,0,0,0,0,0,0,0,3,3,420,0,420,0
351,242 A(W),278,132,0,5,33,3,0,1,1,0,0,1,0,0,8,5,467,0,467,0
352,243,200,287,1,3,23,6,0,1,0,0,0,0,0,0,5,4,530,0,530,0
353,244 M,222,110,1,3,40,8,0,0,1,0,0,0,0,0,2,2,389,0,389,0
354,244 A(W),244,113,0,5,10,4,0,0,0,0,0,0,0,0,2,1,379,0,379,0
355,245 M,293,125,1,20,38,6,0,1,1,0,0,2,1,1,6,4,499,0,499,0
356,245 A(W),304,151,1,13,30,5,0,0,0,0,0,0,0,1,2,5,512,0,512,0
357,246,332,184,0,38,60,48,2,0,0,0,0,0,0,0,1,9,674,0,674,0
358,247,171,185,0,37,28,15,0,0,0,0,0,0,0,0,1,2,439,0,439,0
359,248 M,165,117,0,36,42,5,1,0,1,0,0,1,2,0,2,8,380,0,380,0
360,248 A(W),145,148,2,39,30,2,0,1,1,0,0,0,0,0,0,8,376,0,376,0
361,249,215,110,2,43,64,0,0,2,0,1,0,0,0,0,0,6,443,0,443,0
362,250 M,269,203,0,20,34,2,1,0,0,0,0,0,0,0,5,3,537,0,537,0
363,250 A(W),269,201,0,21,27,1,0,0,1,0,0,0,0,0,1,1,522,0,522,0
364,251,142,91,0,49,29,0,0,0,0,0,0,0,0,0,0,5,316,0,316,0
365,252 M,171,124,0,58,46,6,0,0,0,0,0,0,0,0,0,1,406,0,406,0
366,252 A(W),164,111,0,38,38,6,0,0,0,1,0,0,0,0,0,3,361,0,361,0
367,253,320,165,1,53,56,2,1,0,0,0,0,0,1,0,0,9,608,0,608,0
368,254 M,183,151,0,23,52,4,1,0,0,0,0,0,0,0,1,7,422,0,422,0
369,254 A(W),169,171,0,24,35,3,0,0,1,0,0,0,1,0,0,2,406,0,406,0
370,255 M,139,116,1,19,42,8,1,0,0,0,0,0,0,0,0,2,328,0,328,0
371,255 A(W),145,119,0,26,24,2,0,1,0,0,0,0,0,0,0,4,321,0,321,0
372,256,194,139,0,12,35,0,0,0,0,0,0,1,0,0,0,3,384,0,384,0
373,257 M,211,164,1,19,73,6,0,1,0,0,0,0,0,0,0,5,480,0,480,0
374,257 A(W),225,170,1,23,25,4,0,0,0,0,0,0,0,0,1,1,450,0,450,0
375,258 M,203,147,0,16,40,3,0,0,0,0,0,1,0,1,1,3,415,0,415,0
376,258 A(W),234,193,0,11,33,5,0,0,0,0,0,0,0,0,2,3,481,0,481,0
377,259 M,144,163,0,14,46,8,0,1,0,0,0,0,0,0,0,4,380,0,380,0
378,259 A(W),200,215,2,17,19,9,1,0,0,0,0,0,0,0,0,5,468,0,468,0
379,260,230,190,0,22,41,5,1,0,0,0,0,0,0,0,0,4,493,0,493,0
380,261,274,262,2,14,42,8,0,0,0,0,0,1,2,0,1,9,615,0,615,0
381,262 M,184,292,0,18,68,6,0,0,0,0,0,0,0,0,1,10,579,0,579,0
382,262 A(W),218,325,2,16,36,6,0,1,0,1,0,0,0,0,0,7,612,0,612,0
383,263,276,196,0,15,78,3,0,0,0,0,0,0,0,0,2,6,576,0,576,0
384,264,329,155,0,15,63,10,1,0,0,0,0,2,0,1,1,4,581,0,581,0
385,265,527,120,0,3,42,15,0,0,0,0,1,0,0,0,5,5,718,0,718,0
386,266 M,335,154,1,11,46,5,0,0,0,0,0,0,0,1,3,2,558,0,558,0
387,266 A(W),335,142,0,15,21,3,0,1,0,0,0,0,1,1,2,5,526,0,526,0
388,267,228,436,1,16,37,21,0,0,0,0,0,0,0,0,7,3,749,0,749,0
389,268,195,453,1,12,58,9,1,0,0,0,1,1,1,1,2,4,739,0,739,0
390,269 M,203,175,1,4,39,7,10,0,0,0,0,0,1,0,12,1,453,0,453,0
391,269 A(W),200,207,4,8,16,6,7,1,0,0,2,0,1,2,13,6,473,0,473,0
392,270,414,339,2,4,55,5,0,2,0,0,0,0,0,1,3,3,828,0,828,0
393,271,286,319,0,9,47,7,0,0,0,0,0,0,0,0,60,1,729,0,729,0
394,272,173,265,1,2,37,2,0,2,0,1,1,0,0,2,24,2,512,0,512,0
395,273,257,223,0,8,47,7,0,0,0,0,0,0,0,0,6,7,555,0,555,0
396,274,314,241,2,15,68,4,1,0,0,0,0,1,0,0,5,7,658,0,658,0
397,275,210,250,2,5,38,3,0,0,0,0,0,0,0,0,6,1,515,0,515,0
398,276 M,233,188,0,4,34,3,1,0,0,0,0,0,1,0,7,4,475,0,475,0
399,276 A(W),258,171,1,1,11,3,0,0,0,0,0,0,0,0,4,3,452,0,452,0
400,277,388,232,2,6,35,2,0,0,0,0,0,0,0,0,2,7,674,0,674,0
401,278 M,239,192,0,0,53,9,0,0,1,0,1,0,3,0,4,2,504,0,504,0
402,278 A(W),259,215,1,2,26,6,0,0,0,0,0,0,0,0,2,3,514,0,514,0
403,279,257,198,1,10,56,6,1,1,1,0,0,0,0,0,5,8,544,0,544,0
