Sl. No,Polling Station No,SELVARAJ.V Jananayaga Katchi Indiya,ROHINI.T Katchi Tamilar Naam,SANKAR.P Independent,CHANDRASEKARAN. C Independent,THIYAGARAJAN.C Independent,DINESH.C Independent,DURAIRAJ.S Independent,PRASATH.S Independent,MUTHUSAMY.C Independent,RANCHITH.C Independent,RAMESH.R Independent,RAMASAMY.K.V Independent,Total Valid Votes,Rejected Votes,NOTA,Total Votes,Tendered Votes
236,195,161,283,3,2,42,0,43,1,0,0,0,0,0,1,0,536,0,5,541,0
237,196M,154,257,5,0,47,0,24,0,0,0,1,2,0,0,0,490,0,1,491,0
238,196A(W),198,188,3,1,31,2,27,0,0,0,0,1,1,2,1,455,0,12,467,0
239,197,275,246,2,1,31,0,26,0,0,0,2,0,1,2,0,586,0,4,590,0
240,198,296,284,2,0,48,0,20,0,1,0,1,1,0,0,2,655,0,7,662,0
241,199,333,289,0,0,15,1,11,0,0,0,0,0,1,0,0,650,0,3,653,0
242,200,368,231,8,0,36,1,5,0,0,0,0,1,0,0,6,656,0,11,667,0
243,201,340,204,5,1,66,1,25,0,0,0,1,0,1,2,3,649,0,7,656,0
244,202,280,349,2,6,35,2,14,0,0,1,0,1,0,0,0,690,0,14,704,0
245,203,158,95,0,1,21,0,3,0,0,0,0,0,0,1,1,280,0,5,285,0
246,204M,153,200,1,0,42,0,5,0,0,0,0,0,0,0,0,401,0,1,402,0
247,204A(W),203,196,2,0,21,0,8,0,0,0,0,1,0,0,5,436,0,2,438,0
248,205,188,155,1,0,26,0,1,0,0,0,0,0,1,0,0,372,0,2,374,0
249,206,221,352,4,9,74,2,40,0,0,0,0,1,2,1,3,709,0,9,718,0
250,207,96,155,1,2,15,0,15,0,0,0,0,0,1,0,0,285,0,1,286,0
251,208,356,296,1,0,47,0,9,0,0,0,0,1,0,1,1,712,0,7,719,0
252,209,236,310,4,0,55,2,15,0,0,0,0,0,0,0,0,622,0,7,629,0
253,210,258,310,0,5,64,1,12,0,0,0,0,1,1,2,1,655,0,6,661,0
254,211,203,240,4,2,47,0,9,0,0,0,0,0,0,0,0,505,0,2,507,0
255,212,339,281,4,1,58,1,43,0,2,0,0,2,0,3,2,736,0,9,745,0
256,213,332,175,1,2,48,0,13,0,0,0,0,0,0,0,1,572,0,5,577,0
257,214,177,277,2,3,22,0,13,0,0,0,0,0,0,0,1,495,0,1,496,0
258,215,284,291,4,3,73,0,45,0,0,0,0,0,0,1,0,701,0,5,706,0
259,216,205,216,0,2,82,1,41,1,0,0,0,0,0,0,1,549,0,6,555,0
260,217,100,301,1,0,35,0,29,1,0,0,1,0,0,0,1,469,0,4,473,0
261,218M,142,306,1,1,62,0,12,0,0,0,1,0,0,0,0,525,0,3,528,0
262,218A(W),140,374,0,0,33,0,5,0,0,0,0,0,0,0,3,555,0,4,559,0
263,219M,239,175,0,1,68,0,20,0,0,0,0,0,1,0,0,504,0,5,509,0
264,219A(W),293,182,1,0,31,0,21,1,2,4,0,1,1,1,4,542,0,6,548,0
265,220M,161,193,4,0,42,0,7,0,0,0,0,1,2,1,1,412,0,9,421,0
266,220A(W),216,185,1,0,23,0,4,2,0,0,1,0,0,0,2,434,0,11,445,0
267,221,286,419,4,2,54,0,9,0,0,0,0,0,0,0,3,777,0,10,787,0
268,222M,126,251,0,1,18,1,7,1,0,0,0,0,1,0,1,407,0,2,409,0
269,222A(W),167,318,0,0,17,0,6,0,0,0,1,0,0,0,2,511,0,4,515,0
270,223M,136,232,1,0,49,1,11,0,0,0,0,0,0,0,1,431,0,1,432,0
271,223A(W),176,262,1,0,38,0,17,0,0,0,1,0,1,0,0,496,0,1,497,0
272,224M,144,240,0,0,48,0,5,0,0,0,0,0,0,0,4,441,0,3,444,0
273,224A(W),175,273,4,0,32,1,4,0,1,0,1,0,0,1,5,497,0,7,504,0
274,225,279,357,4,3,41,0,4,0,1,0,1,0,2,0,2,694,0,6,700,0
275,226M,164,230,1,0,54,1,19,2,1,0,0,1,0,0,0,473,0,2,475,0
276,226A(W),202,217,2,1,24,1,19,1,1,0,0,0,1,0,0,469,0,3,472,0
277,227M,159,215,2,1,40,0,1,0,0,0,0,0,0,0,1,419,0,7,426,0
278,227A(W),198,219,3,1,26,1,3,0,0,0,1,0,2,0,6,460,0,14,474,0
279,228,188,304,0,1,32,1,2,0,0,0,0,0,0,0,0,528,0,1,529,0
280,229M,206,191,1,0,62,2,25,1,0,0,0,0,2,0,1,491,0,4,495,0
281,229A(W),233,186,3,3,21,1,23,0,0,0,0,0,0,3,4,477,0,5,482,0
282,230,160,186,1,0,32,0,18,0,0,0,0,0,1,0,1,399,0,3,402,0
283,231,158,212,3,1,28,3,10,0,0,0,0,1,1,0,2,419,0,2,421,0
284,232,173,241,0,1,34,0,6,1,0,0,0,0,0,0,0,456,0,6,462,0
285,233,307,387,1,3,76,1,4,0,1,0,0,0,1,1,3,785,0,10,795,0
286,234,261,256,2,5,32,0,7,0,1,1,0,1,1,1,0,568,0,5,573,0
