Sl. No,Polling Station No,C Raghu Party Samaj Bahujan,Hussain H Bakshq Abid of (Athawale) Party Republican India,L M Ravi Katchi Makkal Sakthi Desiya,A V A Kassali Makkal Katchi Paatali,Tabrez Party Sultan Tipu,K Idris Mohammed Jananayaka Katchi Indiya,Rioz Mohamed Katchi Makkal Arasiyal Anaithu,M S Jayasimmaraja Katchi Tamilar Naam,K Anandan Independent,C Kannan Independent,P Ganesan Independent,S Krishnadasan Independent,S Chandranathan Independent,Srinivasan Independent,H Kumar Senthil Independent,P Dilliraj Independent,Nagarajan Independent,K Balaji Independent,C Balaji Independent,E Manikandan Independent,T Gopal Madhana Independent,Hussain Mohammed Independent,Muniyandi Independent,E Ravi Independent,Total Valid Votes,Rejected Votes,NOTA,Total Votes,Tendered Votes
105,65,183,1,0,0,6,48,1,12,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,5,279,0
106,65A,180,1,0,0,1,49,0,9,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,250,0,8,258,0
107,66,194,2,0,0,2,102,1,17,1,19,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,343,0,9,352,0
108,66A,181,1,1,0,2,73,0,28,0,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,302,0,6,308,0
109,67,286,0,0,0,2,43,0,12,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,359,0,6,365,0
110,67A,250,2,0,0,0,35,1,8,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,307,0,4,311,0
111,68,305,4,0,0,8,136,0,11,0,14,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,482,0,8,490,0
112,69,321,1,0,0,6,25,0,10,0,21,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,386,0,4,390,0
113,69A,341,1,0,0,2,26,0,5,0,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,386,0,5,391,0
114,70,248,1,1,0,1,40,0,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,321,0,1,322,0
115,70A,248,2,0,0,2,41,1,6,1,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,313,0,5,318,0
116,71,196,3,0,0,10,124,0,12,1,26,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,377,0,13,390,0
117,71A,195,5,0,0,11,118,0,10,1,22,0,0,2,0,1,0,1,0,1,1,1,0,2,0,1,2,374,0,11,385,0
119,73,198,2,0,0,2,83,0,11,0,24,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,323,0,6,329,0
120,73A,200,0,1,0,4,61,1,9,0,13,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,291,0,5,296,0
121,74,198,4,0,0,7,73,0,21,0,26,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,335,0,6,341,0
122,74A,194,2,2,0,6,70,3,16,0,11,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,308,0,2,310,0
123,75,227,2,0,0,7,56,2,12,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,350,0,10,360,0
124,75A,213,2,0,0,6,41,0,12,0,18,2,0,0,0,0,1,3,1,0,0,0,0,0,0,4,1,304,0,7,311,0
125,76,222,0,0,0,4,74,0,20,1,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,352,0,7,359,0
126,76A,234,2,1,0,3,59,0,21,0,18,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,342,0,3,345,0
127,77,270,1,0,0,8,62,1,17,0,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,394,0,5,399,0
128,78,282,0,1,0,6,48,0,7,0,43,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,391,0,8,399,0
129,78A,269,0,0,0,8,48,0,7,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,0,6,354,0
130,79,297,2,0,0,1,63,1,7,0,29,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,402,0,4,406,0
131,80,226,1,0,0,3,47,2,8,0,28,1,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,321,0,7,328,0
132,80A,203,2,0,0,5,47,0,10,0,14,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,284,0,3,287,0
113333,8811,226688,11,00,00,1100,5544,00,1199,00,4477,00,33,00,00,00,11,00,00,22,00,00,00,00,00,44,00,440099,00,99,441188,00
134,81A,264,0,0,0,6,44,0,22,0,25,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,2,369,0,5,374,0
135,82,287,0,0,0,9,77,1,11,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,7,442,0
136,82A,364,3,1,0,6,63,0,11,0,28,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,482,0,3,485,0
137,83,482,4,0,0,13,89,1,9,0,50,1,0,1,0,1,0,1,0,1,0,1,0,0,0,2,0,656,0,1,657,0
138,84,410,2,3,0,6,74,0,23,0,43,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,564,0,7,571,0
