Polling Station No.,Building,Polling Areas
63,"PUNCHAYAT UNION PRIMAY SCHOOL, EASTERN PORTION, VEILAN COLONY, BRAMMADESAM","1.Brahmadesam (R.V), Brahmadesam (P) Veilan Colony , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
64,"HINDU MIDDLE SCHOOLWESTERN PORTION, VAGAIKULAM","1.Vagaikulam (R.V), Vagaikulam (P) Vagaikulam Block No 1 , 2.Vagaikulam (R.V),Vagaikulam (P) Block No 2 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
65,"HINDU MIDDLE SCHOOLEASTERN CENTRAL PORTION, ADAYAKARUNKULAM","1.Vagaikulam (R.V), Vagaikulam (P) Block No 3 , 2.Vagaikulam (R.V),Vagaikulam (P) Block No 4 , 3.Vagaikulam (R.V), Vagaikulam (P) Block No 5 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
66,"GRAMA SEVAI CENTRE, SATTUPATHU","1.Sattupathu (R.V), Sattupathu (P) Block No 1,2 Ayan Sattupathu , 2.Sattupathu (R.V), Sattupathu (P) Block No 3 Ayan Sattuputhu , 3.Sattupathu (R.V), Sattupathu (P) Block No 4 Ayansattupathu , 4.Sattupathu (R.V), Sattupathu (P) Block No 5 Ayan sattuputhu , 5.Sattupathu (R.V), Sattupathu (P) Block No 6 Ayan Sattupathu , 6.Sattupathu (R.V), Sattupathu (P) Block No 7 Ayan Sattupathu , 7.Sattupathu (R.V),Sattupathu (P) Block No 8 Ayan Sattupathu , 8.Sattupathu (R.V), Sattupathu (P) Block No 9 Ayan Sattupathu , 9.Sattupathu (R.V), Sattupathu (P) Block No 10 Jameen Sattupathu , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
67,"Womens Community Hall, Adayakankulam","1.Adaiyakarunkulam (R.V), Adaiyakarunkulam (P) Block No 1 Adaiyakarunkulam , 2.Adayakarunkulam (R.V), Adayakarunkulam (P) Pillaiyarkovil Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
68,LIBRARY NEW BUILDINGADAIYAKARUNKUL AM,"1.Adaiyakarunkulam (R.V), Adaiyakarunkulam (P) Block No3 Arumugampatti, Agasthiyarpatti , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
69,"ANGANWADI BUILDINGCENTRE NO 35, ADAYAKARUNKULAM","1.Adaiyakarunkulam (R.V), Adaiyakarunkulam (P) Block No 3, Middle Thirattu Colony Adaiyakarunkulam , 2.Adaiyakarunkulam (R.V), Adaiyakarunkulam (P) Block No 2 , 3.Adaiyakarunkulam (R.V), Adaiyakarunkulam (P) Ariyapattar Colony Block No 4,5,6 Siva Sakthi Nagar , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
70,"Village Panchayat Service CentreEastern Building, Adaiyakarunkulam","1.AdaIyakarunkulam (R.V), AdaIyakarunkulam (P) Block No 2 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
71,Village Panchayat Service CenterADAYAKARUNKULAM,"1.AdaIyakarunkulam (R.V), AdaIyakarunkulam (P) Block No 2 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
72,"CAMBRIDGE MATRICULATION HIGHER SECONDARY SCHOOLSOUTHERN PORTION, AGASTHIYARPATTI","1.Sivanthipuram (R.V), Sivanthipuram (P) Block No 3 Agasthiyarpatti Door No 1- 400 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
73,CAMBRIDGE MATRICULATION HIGHER SECONDARY SCHOOLNORTHERN EAST PORTION AGASTHIYARPATTI,"1.Sivanthipuram (R.V), Sivanthipuram (P) Block No 3 Agasthiyarpatti Door No 401- , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
74,"CAMBRIDGE MATRICULATION HIGHER SECONDARY SCHOOLWESTERN BLOCK, AGASTHIYARPATTI","1.Sivanthipuram (R.V), Sivanthipuram (P) Block No 3 Agasthiyarpatti door no 816 above , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
75,"T.D.T.A.MIDDLE SCHOOLGOLDEN JUBLEE BUILDING WEST PORTION, KEELA SIVANTHIPURAM","1.Sivanthipuram (R.V), Sivanthipuram (P) Sivanthipuram , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
76,"T.D.T.A.MIDDLE SCHOOLGOLDEN JUBLEE BUILDING EAST PORTION, KEELA SIVANTHIPURAM","1.Sivanthipuram (R.V), Sivanthipuram (P) Block No 5 Uthiramuthanpatti , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
77,T.D.T.A.MIDDLE SCHOOLNORTHERN BUILDING WEST SIDE KELA SIVANTHIPURAM,"1.Sivanthipuram (R.V), Sivanthipuram (P) Block No 5 Uthiramuthanpatti , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
78,ANGANVADI BUILDINGCENTRE NO 42 UTHIRAMUTHANPATTI NEAR KAMALA NEHRU MAKALIR MANDRAM PANCHAYAT OFFICE BUILDING SIVANTHIPURAM,"1.Sivanthipuram (R.V), Sivanthipuram (P) Block No 4 Uthiramuthanpatti , 2.Sivanthipuram (R.V), Sivanthipuram (P) Block No 6 , 3.Sivanthipuram (R.V),Sivanthipuram (P) Block No 13 Ambalavanapuram , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
79,"GOPALAN PRIMARY SCHOOL,NORTHERN BUILDING, EAST BLOCK, ARUMUGAMPATTI, SIVANTHIPURAM","1.Sivanthipuram (R.V), Sivanthipuram (P) Block No 2 Arumugampatti , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
80,"GOPALAN PRIMARY SCHOOL,WESTERN BLOCK SOUTH BUILDING ARUMUGAMPATTI SIVANTHIPURAM","1.Sivanthipuram (R.V), Sivanthipuram (P) Block No 2 Arumugampatti , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
81,"GOPALAN PRIMARY SCHOOL,WEST BLOCK, NORTHERN BUILDING, ARUMUGAMPATTI, SIVANTHIPURAM","1.Sivanthipuram (R.V),Sivanthipuram (P) Block No 3 Gopalan Palli Street, Sivathipuram , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
82,"Kamarajar Middle School,Western Portion. Sivanthipuram","1.Sivanthipuram (R.V), Sivanthipuram (P) Block No 4 Uthiramuthanpatti , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
83,Kamarajar Middle SchoolWestern BUILDING SIVANTHIPURAM,"1.Sivanthipuram (R.V), Sivanthipuram (P) Block No 4 Uthiramuthanpatti , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
84,T.D.T.A MIDDLE SCHOOLWEST BLOCK NORTHERN BUILDING SIVANTHIPURAM,"1.Sivanthipuram (R.V), Sivanthipuram (P) Block No 6 Kamarajar Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
85,T.D.T.A.MIDDLE SCHOOLSOUTHERN BUILIDING KEELA SIVANTHIPURAM,"1.Sivanthipuram (R.V), Sivanthipuram (M) Block No 7 Sivandhipuram , 2.Sivanthipuram (R.V), Sivanthipuram (P) Block No 8 Pulavanpatti , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
86,"T.D.T.A.MIDDLE SCHOOLNORTHERN BUILDING, CENTRE PORTION, KEELA SIVANTHIPURAM","1.Sivanthipuram (R.V), Sivanthipuram (P) Block No 9 Sivanthipuram , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
87,T.D.T.A PRIMARY SCHOOLEASTERN PORTION MELA SIVANTHIPURAM,"1.Sivanthipuram (R.V), Sivanthipuram (P) Block No 10 Veilumuthanpatti , 2.Sivanthipuram (R.V), Sivanthipuram (P) Block No 11 Pulavanpatti , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
88,T.D.T.A PRIMARY SCHOOLWESTERN PORTION MELA SIVANTHIPURAM,"1.Sivanthipuram (R.V), Sivanthipuram (P) Block No 12 Pulavanpatti , 2.Sivanthipuram(R.V),Sivathipuram (P) Water Tanke Street, Sivathipuram Kovil Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
89,COMMITTEE HINDU PRIMARY SCHOOLKODARANKULAM,"1.Kodarankulam(R.V),Kodarankulam(P) Kodarankulam north street , 2.Kodarankulam (R.V), Kodarankulam (P) Manjal Kundu Street , 3.Kodarankulam (R.V) Kodarankulam (P) Block No 2 Kodarankulam , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
90,COMMITTEE HINDU PRIMARY SCHOOLSOUTH EAST BUILDING KODARANKULAM,"1.Kodarankulam (R.V), Kodarankulam (P) Block No 3 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
91,Panchayat Union Middle SchoolKODARANKULAM,"1.Kodarankulam (R.V), Kodarankulam (P) Block No 4 , 2.Kodarankulam(R.V),Kodarankulam (P) Block No 5 Vebbankulam Colony , 3.Kodarankulam (R.V),Kodarankulam (P) Block No 6 Egambarapuram , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
92,MURUGADASA PRIMARY SCHOOLEAST BLOCK KELA ERMALPURAM,"1.Manimuthar (T.P) Mela Eruammalpuram , 2.Manimutharu (M) Keela Eerumalpuram , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
93,MURUGADASA PRIMARY SCHOOLWESTERN PORTION KEELA ERMALPURAM,"1.Manimuthar (T.P) Eruammalppuram , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
94,SARASWATHI ISAAC PRIMARY SCHOOLSOUTH BUILDING NEW BUILDING CASHKEEPER THOPPU ALADIYUR,"1.Manimutharu (M) Block No 8 Adivaram Cash Keeper Thoppu , 2.Manimutharu (M) Block No 10 Adiyamadai Thirupathiyapuram , 3.Manimuthar (T.P) Block No 11 Koraiyarkulam, Vembaiyapuram. , 4.Manimuthar (T.P) Block No 10 Adaiyamadai, Thirupathiyapuram , 5.Manimutharu (M) Block No 10 Adaiyamadai Thirupathiyapuram , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
95,HINDU PRIMARY SCHOOLWESTERN PORTION ALADIYUR,"1.Manimuthar (T.P) Block no 12 Chettimettu Street , 2.Manimuthar (T.P) Block No 13 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
96,HINDU PRIMARY SCHOOLEASTERN PORTION ALADIYUR,"1.Manimutharu (M) Block no 14 Aladiyoor , 2.Manimuthar (T.P) Block No 15 Aladiyoor , 3.Manimutharu (M) East Street , 4.Manimutharu (M) South Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
97,PANCHAYAT UNION PRIMARY SCHOOLEASTERN BLOCK SOUTHERN PORTION MANIMUTHAR,"1.Manimuthar (T.P) Block No 1 Manimuthar , 2.Manimuthar (T.P) Block No 2 Annanagar , 3.Manimuthar (T.P) Block No 3 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
98,B.B.T.C.PRIMARY SCHOOLEAST PORTION WEST SIDE MANJOLAI,"1.Manimutharu (M) Block No 4 Manjolai , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
99,B.B.T.C PRIMARY SCHOOLWESTERN PORTION NALUMUKKU,"1.Manimuthar (T.P) Block No 5 Kakkachi , 2.Manimuthar (T.P) Block No 6 Nalumukku , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
100,"B.B.T.C PRIMARY SCHOOLEASTERN PORTION, NALUMUKKU","1.Manimuthar (T.P) Block No 6 Nallumukku , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
101,B.B.T.C.PRIMARY SCHOOLOOTHU,"1.Manimuthar (T.P) Block No 7 Utthu , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
102,B.B.T.C.PRIMARY SCHOOLKUTHIRAIVETTI,"1.Manimuthar (M) Block No 8 Kuthiraivetti , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
103,"KING GEORGE PRIMARY SCHOOLMAIN BUILDING, SOUTHERN PORTION, ZAMIN SINGAMPATTI","1.Zamin Singampatti (R.V), Zamin Singampatti (P) Block No 1 Zamin Singampatti , 2.Jamin Singampatti (R.V), Jamin Singampatti (P) Block No 1 Utchimettu Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
104,"KING GEORGE PRIMARY SCHOOLEAST BUILDING, ZAMIN SINGAMPATTI","1.Jamin Singampatti (R.V), Jamin Singampatti (P) Block No 2 Asarimar Street , 2.Zamin Singampatti (R.V), Zamin Singampatti (P) Block No 3 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
105,PANCHAYAT UNION PRIMARY SCHOOLNORTHERN PORTION AYAN SINGAMPATTI,"1.Ayan Singampatti (R.V), Ayan Singampatti (P) Block No 1 Ayan Singampatti , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
106,"PANCHAYAT UNION PRIMARY SCHOOLWESTERN BUILDING, NORTH SIDE, (SSA BUILDING) AYAN SINGAMPATTI","1.Ayan Singampatti (R.V), Ayan Singampatti (P) Block No 2 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
107,"PANCHAYAT UNION PRIMARY SCHOOLWESTERN BUILDING, NORTH SIDE, (SSA BUILDING) AYAN SINGAMPATTI","1.Ayan Singampatti (R.V), Ayan Singampatti (P) Samathuvapuram , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
108,"PANCHAYAT UNION PRIMARY SCHOOLWESTERN BUILDING, SOUTH SIDE, (SSA BUILDING) AYAN SINGAMPATTI","1.Ayan Singampatti (R.V), Ayan Singampatti (P) Block No 3 Ayan Singampatti , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
109,"BHARATHI HARIJAN PRIMARY SCHOOL, NEW BUILDING, WESTERN PORTION, AYAN SINGAMPATTI","1.Ayan Singampatti (R.V), Ayan Singampatti (P) Block No 4 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
110,"R.C. MARAVAR SPECIAL SCHOOLEASTERN PORTION, VAIRAVIKULAM","1.Vairavikulam (R.V), Vairavikulam (P) Block No 2 Vairavikulam , 2.Vairavikulam (R.V), Vairavikulam (P) Block No 2 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
111,R.C. MARAVAR SPECIAL SCHOOLWEST PORTION VAIRAVIKULAM,"1.Vairavikulam (R.V), Vairavikulam (P) Block No 3 , 2.A A , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
112,INTER SPORTS HALLVAIRAVIKULAM,"1.Vairavikulam (R.V),Vairavikulam (P) Block No 5 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
113,VILLAGE PANCHAYAT OFFICETHERKKU PAPPANKULAM,"1.Therkku Pappankulam (R.V), Therkku Pappankulam (P) Block No 1 Therkku Pappankulam , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
114,T.D.T.A PRIMARY SCHOOLTHERKKU PAPPANKULAM,"1.Therkku Pappankulam (R.V), Therkku Pappankulam (P) Block No 2 , 2.Therkku Pappankulam (R.V),Therkku Pappankulam (P) Block No 3 , 3.Therkku Pappankulam (R.V),Therkku Pappankulam (P) Maharajapuram Indira Colony , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
115,"A.V.R.M.V. GOVT.GIRLS HR.SEC. SCHOOLGOLDEN JUBLIE BUILDING, ROOM NO. 29, EASTERN PORTION, AMBASAMUDRAM","1.Ambasamudram (M) R.S. New Colony , 2.Ambasamudram (M) Gandhinagar , 3.Ambasamudram (M) Thilagarpuram Main Road , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
116,A.V.R.M.V. GOVT.GIRLS HR.SEC. SCHOOLS.S.A BUILDING BLOCK NO.1 CENTRAL PORTION AMBASAMUDRAM,"1.Ambasamudram (M) Subramaniapuram , 2.Ambasamudram (M) Thilagarpuram South Street , 3.Ambasamudram (M) Thilagarpuram Street , 4.Ambasamudram (M) Panchayat Board Colony, Rehuman Colony, Sakkilier Street. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
117,"A.V.R.M.V. GOVT.GIRLS HR.SEC. SCHOOLGOLDEN JUBLIE BUILDING, ROOM NO.31, WESTERN PORTION, AMBASAMUDRAM","1.Ambasamudram (M) Railway feeder Road , 2.Ambasamudram (M) Uthiramuthanpatti Nambi Iyer Compound, Railway Feeder Road , 3.Ambasamudram (M) Railway Feeder Road , 4.Ambasamuthiram (M) Santhai Bazaar , 5.Ambasamudram (M) Manalodai Street , 6.Ambasamudram (M) Velalar Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
118,A.V.R.M.V. GOVT.GIRLS HR.SEC. SCHOOLEASTERN BUILDING CENTRAL PORTION AMBASAMUDRAM,"1.Ambasamudram (M) Papanasam Road, New Colony , 2.Ambasamudram (M) Railway Station Road , 3.Ambasamudram (M) Thiruvalluvar Nagar, Tenkasi Road. , 4.Ambasamudram (M) Subramaniapuram Pothai , 5.Ambasamudram (M) R.S. New Colony , 6.Ambasamudram (M) Rehuman Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
119,"A.V.R.M.V. GOVT.GIRLS HR.SEC. SCHOOLOLD LABORATORY BUILDING, AMBASAMUDRAM.","1.Ambasamudram (M) Subramaniapuram Pothai door no 1-269 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
120,A.V.R.M.V. GOVT.GIRLS HR.SEC. SCHOOLOLD EASTERN BUILDING SOUTHERN PORTION AMBASAMUDRAM,"1.Ambasamudram (M) Subramaniapuram Pothai door no 270 above , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
121,"MOHEIDEEN FATHIMA MIDDLE SCHOOL, NEW BUILDING, GOLDEN JUBLIE SPORTS GROUND, SOUTHERN PORTION AMBASAMUDRAM","1.Ambasamudram (M) Santhai Madam Street , 2.Ambasamudram (M) Santhai Madam Middle Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
122,"MOHEIDEEN FATHIMA MIDDLE SCHOOLROOM NO.(IV&Vth - STD) GOLDEN JUBLIE SPORT GROUND, SOUTH SIDE, AMBASAMUDRAM.","1.Ambasamudram (M) Santhai Madam South Street , 2.Ambasamudram (M) Thevamar Amman Kovil Street , 3.Ambasamudram (M) Pallivasal Street , 4.Ambasamudram (M) Santhaimadam Senaier Street , 5.Ambasamudram (M) Pattaniyer Street , 6.Ambasamudram (M) Vannakudi Street , 7.Ambasamudram (M) Maruthuvar Street , 8.Ambasamudram (M) Mellapalayam Mogamadhiyer Street , 9.Ambasamudram (M) Santhai Madam Vellar Street , 10.Ambasamudram (M) Mogamadhiyer Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
123,"ST.JOSEPHS PRIMARY SCHOOLEASTERN BUILDING, NORTH PORTION AMBASAMUDRAM","1.Ambasamudram (M) Santhaimadam North Street , 2.Ambasamudram (M) Mella Puthu Street , 3.Ambasamudram (M) Madhakovil Street , 4.Ambasamudram (M) Illathar South Street , 5.Ambasamuthiram (M) Illathar North Street, Keela Puthu Street. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
124,"ST.JOSEPHS HIGH SCHOOLNORTHERN BUILDING, CENTRAL HALL, WESTERN PORTION, AMBASAMUDRAM","1.Ambasamuthiram (M) Periyakulam Colony North Street , 2.Ambasamudram (M) Periyakulam Colony Middle Street , 3.Ambasamuthiram (M) Periyakulam Colony South Street , 4.Ambasamuthiram (M) Sudalaimadasamy Kovil Street , 5.Ambasumudram (M) Periyakulam Colony , 6.Ambasamudram (M) Periyakulam Pacheri , 7.Ambasamuthiram (M) Periyakulam Middle Street , 8.Ambasamuthiram (M) Mathankovil Street , 9.Ambasamuthiram (M) Apper Street, College Road. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
125,"ST.JOSEPH HIGH SCHOOLNORTHERN BUILDING, CENTRAL PORTION, EASTERN SIDE, AMBASAMUDRAM","1.Ambasamudram (M) Veduvar Street , 2.Ambasamudram (M) Santhai Bazaar , 3.Ambasamudram (M) Iyanar Kulam South Street , 4.Ambasamuthiram (M) Iyanarkulam North Street , 5.Ambasamudram (M) Vinayagar Kovil Street , 6.Ambasamudram (M) Puthugramam Street , 7.Ambasamudram (M)) North Puthumanai Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
126,SIVASUBRAMANIYN PRIMARY SCHOOLAMBASAMUDRAM,"1.Ambasamudram (M) Melapalayam Thevamar Street , 2.Ambasamudram (M) Melapalayam Mela Street , 3.Ambasamudram (M) Melapalayam West Car Street , 4.Ambasamudram (M) Melapalayam Kanni Vinayagar Kovil Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
127,"COMMUNITY HALL10th WARD, MELAPALAYAM STREET, AMBASAMUDRAM.","1.Ambasamudram (M) Melapalayam North Car Street , 2.Ambasamudram (M) Melapalayam South Street , 3.Ambasamudram (M) Thirumanjana Road , 4.Ambasamudram (M) Melapalayam Middle Street , 5.Ambasamudram (M) East Car Street , 6.Ambasamudram (M) Subramaniasamy Kovil Street , 7.Ambasamudram (M) Melapalayam East Car Street , 8.Ambasamudram (M) Melapalayam South Car Street, Melapalayam West Car Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
128,"PANCHAYAT UNION MIDDLE SCHOOL, SOUTHERN BUILDING AMBASAMUDRAM","1.Ambasamudram (M) Sengunther South Street , 2.Ambasamudram (M) Sekkaladi Street , 3.Ambasamudram (M) Nagaladi Street , 4.Ambasamudram (M) Pullanguth Street , 5.Ambasamudram (M) Thirumanjana Road , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
129,"PANCHAYAT UNION MIDDLE SCHOOLMIDDLE PORTION, CENTRAL BUILDING, AMBASAMUDRAM","1.Ambasamudram (M) Adappu Mudukku Street , 2.Ambasamudram (M) Agasthier West Car Street , 3.Ambasamudram (M) Agasthier Sannathi Street , 4.Ambasamudram (M) Perumal North Street , 5.Ambasamudram (M) Mettu Street , 6.Ambasamudram (M) Sankarar Street , 7.Ambasamudram (M) Agasthier East Car Street , 8.Ambasamudram (M) Sankar Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
130,"PANCHAYAT UNION MIDDLE SCHOOL, WESTERN CONCRETE BUILDING, AMBASAMUDRAM","1.Ambasamudram (M) Adaviyar Street , 2.Ambasamudram (M) Santhaimadam Road, South Street , 3.Ambasamudram (M) Nettapuli South Street, North Street , 4.Ambasamudram (M) Main Road, Mettu Street , 5.Ambasamuthiram (M) South Puthumanai Street , 6.Ambasamuthiram(M) North Puthumanai St , 7.Ambasamuthiram(M) Adappu St, Kasinathar Kovil St, Sankar St , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
131,"ST.JOSEPH HIGH SCHOOLNORTHERN BUILDING, EASTERN PORTION, AMBASAMUDRAM","1.Ambasamudram (M) Nettapuli North Street , 2.Ambasamudram (M) Main Road , 3.Ambasamudram (M) Nettapuli East Street , 4.Ambasamudram (M) Senkunthar keela Street , 5.Ambasamudram (M) Sengundher North Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
132,"ST.JOSEPH HIGH SCHOOLWESTERN PORTION, NORTHERN BUILDING, AMBASAMUDRAM","1.Ambasamudram (M) Kelaputhu Street , 2.Ambasamudram (M) Kamatchi Amman Kovil Street , 3.Ambasamudram (M) Puthuamman Kovil Street , 4.Ambasamudram (M) South Thoppu Street , 5.Ambasamudram (M) North Thoppu Street, Elangathamman Kovil Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
133,"STC BRANCH MIDDLE SCHOOLSOUTHERN BUILDING, WESTERN PORTION, AMBASAMUDRAM","1.Ambasamudram (M) Ramalinger Street , 2.Ambasamudram (M) Marugal Street , 3.Ambasamudram (M) Sengundher East Street , 4.Ambasamudram (M) Vanuvar Street , 5.Ambasamudram (M) Mohmadhiyar Street , 6.Ambasamudram (M) Vanniyer Street , 7.Ambasamuthiram(M) Maruthuvar St , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
134,"MUNICIPAL OFFICESOUTHERN BUILDING, WESTERN PORTION AMBASAMUDRAM","1.Ambasamudram (M) Main Road , 2.Ambasamudram (M) Puthugramam Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
135,"MUNICIPAL OFFICEBILL COLLECTOR ROOM, AMBASAMUDRAM","1.Ambasamudram (M) Senaier Street , 2.Ambasamudram (M) Panchayat Board Street , 3.Ambasamudram (M) Puthugramam Senaiar Street , 4.Ambasamudram (M) Senaiar Mayandi Kovil Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
136,HINDU PRIMARY SCHOOLSOUTH BUILDING WESTERN PORTION AMBASAMUDRAM,"1.Ambasamudram (M) Yadhavar Mela Street , 2.Ambasamudram (M) Yadhavar East Street , 3.Ambasamudram (M) Kammalar West Street , 4.Ambasamudram (M) Bajanai Madam Street , 5.Ambasamudram (M) Ramasamy Kovil Street , 6.Ambasamudram (M) East Car Street , 7.Ambasamudram (M) Main Road , 8.Ambasamudram (M) Yadhavar Keela Mela Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
137,HINDU PRIMARY SCHOOLSOUTHERN BUILDING AMBASAMUDRAM,"1.Ambasamudram (M) Mela Radha Veethi , 2.Ambasamudram (M) North Car Street , 3.Ambasamudram (M) South Mada Veethi , 4.Ambasamudram (M) Sivan Kovil Street , 5.Ambasamudram (M) Arch Palathadi Street , 6.Ambasamudram (M) Ammaiapper Sannathi Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
138,"HINDU PRIMARY SCHOOLNORTHERN BUILDING, AMBASAMUDRAM","1.Ambasamudram (M) Kacheri Street , 2.Ambasamudram (M) Mutharamman Kovil Mudukku , 3.Ambasamudram (M) Kammalar Middle Street , 4.Ambasamudram (M) C.M.S. Church North Street , 5.Ambasamudram (M) Kammalar Kela Street , 6.Ambasamudram (M) Apper Street , 7.Ambasamudram (M) Sambandher Street , 8.Ambasamudram (M) Kasinathasamy Kovil Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
139,S.T.C.BRANCH MIDDLE SCHOOLSOUTH BUILDING EASTERN PORTION AMBASAMUDRAM,"1.Ambasamudram (M) South Car Street , 2.Ambasamudram (M) Arch Palathadi Road , 3.Ambasamudram (M) Krishnan Kovil Street , 4.Ambasamudram (M) Kasinathasamy Kovil Street , 5.Ambasamudram (M) Theppakula Street , 6.Ambasamudram (M) Solaipuram Mela Street , 7.Ambasamudram (M) Solaipuram South Street , 8.Ambasamudram (M) Solaipuram North Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
140,THEERTHAPATHI HR.SEC.SCHOOLSTAFF ROOM GOLDEN JUBLEE BUILDING AMBASAMUDRAM,"1.Ambasamudram (M) Mudapalam South Street , 2.Ambasamudram (M) Mudapalam Puthu Colony East Street , 3.Ambasamudram (M) Mudapalam North Street , 4.Ambasamudram (M) Mudapalam 1st Street , 5.Ambasamudram (M) Mudapalam Middle Street , 6.Ambasamudram (M) Teachers Colony , 7.Ambasamudram (M) Teachers Colony 3rd Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
141,"THEERTHAPATHI HR.SEC. SCHOOL, ROOM NO.15 AMBASAMUDRAM.","1.Ambasamudram (M) Kovilkulam Road , 2.Ambasamudram (M) Teachers Colony 1st Street , 3.Ambasamudram (M) Teachers Colony 2nd Street , 4.Ambasamudram (M) Teachers Colony 5th Street , 5.Ambasamudram (M) Annanagar , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
