Sl. No,Polling Station No,K VIJAYA Samaj Party Bahujan,ARULMOZHIDEVA .P N Makkal Thannurimai Katchi Tamilaga,R RAMKUMAR Jananayaga Katchi Indiya,K SILAMBARASI Katchi Tamilar Naam,P CHINNUSAMY Of Party India Ganasangam,M JAYANTHI of party India Ambedkarite,P SEERANGAN Independent,S PALANIVEL Independent,S POONGODI Independent,A MANIVANNAN Independent,D MADHIYAZHAGAN Independent,M MUNIYAPPAN Independent,Total Valid Votes,Rejected Votes,NOTA,Total Votes,Tendered Votes
1,,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
278,215A(W),254,191,1,0,0,2,8,0,0,1,2,0,0,0,2,461,0,5,466,0
279,216M,276,188,0,0,3,1,29,0,0,0,0,0,0,0,0,497,0,2,499,0
280,216A(W),315,185,0,0,1,1,8,2,0,0,0,0,1,0,2,515,0,5,520,0
281,217,394,177,1,0,1,1,29,0,2,0,0,0,0,0,0,605,0,5,610,0
282,218,345,126,0,0,0,0,12,0,1,0,0,1,0,1,0,486,0,1,487,0
283,219,540,274,2,2,2,1,40,0,1,0,0,2,0,0,1,865,0,11,876,0
284,220,298,306,1,0,2,2,21,0,0,0,0,0,0,0,2,632,0,2,634,0
285,221,247,196,1,1,3,1,24,0,0,0,0,0,0,0,0,473,0,6,479,0
286,222,396,225,1,0,1,8,35,0,1,0,0,0,0,0,1,668,0,4,672,0
287,223,394,235,0,1,2,5,25,0,1,0,0,0,0,1,1,665,0,6,671,0
288,224M,298,115,0,1,1,0,16,0,0,0,0,0,0,1,0,432,0,4,436,0
289,224A(W),341,108,0,1,3,1,5,0,0,0,0,0,0,0,0,459,0,1,460,0
290,225M,320,135,0,0,4,0,33,0,0,0,0,0,1,0,1,494,0,6,500,0
291,225A(W),407,102,1,1,0,0,15,1,0,1,0,0,0,0,0,528,0,6,534,0
292,226,404,268,0,1,0,0,18,0,0,0,0,0,0,0,1,692,0,2,694,0
293,227,528,232,1,0,1,0,31,0,0,0,0,0,1,0,2,796,0,4,800,0
294,228,425,199,0,0,2,0,20,1,2,0,1,0,0,0,1,651,0,9,660,0
295,229,170,373,0,0,5,5,28,1,1,0,0,0,0,0,4,587,0,3,590,0
296,230,172,331,1,2,1,0,26,0,0,1,1,0,1,1,1,538,0,2,540,0
297,231,345,403,2,0,4,3,34,1,0,0,1,0,0,0,2,795,0,9,804,0
298,232,393,355,4,0,8,4,33,1,0,0,0,0,0,0,0,798,0,10,808,0
299,233,229,241,1,0,1,0,42,0,0,0,1,0,0,0,0,515,0,6,521,0
300,234,224,210,0,0,7,3,21,0,0,0,0,0,0,1,1,467,0,6,473,0
301,235M,239,196,0,0,2,1,24,0,0,0,0,0,0,0,2,464,0,9,473,0
302,235A(W),251,197,1,1,1,3,18,2,2,0,0,0,0,0,1,477,0,6,483,0
303,236,202,255,1,0,2,1,27,1,0,0,0,1,0,0,1,491,0,3,494,0
304,237,393,196,0,0,1,0,44,1,0,0,0,0,0,0,1,636,0,7,643,0
305,238,242,220,1,1,1,0,31,0,0,0,2,0,0,0,0,498,0,2,500,0
306,239,276,251,1,0,0,3,42,0,0,1,1,0,1,0,2,578,0,13,591,0
307,240,403,338,0,0,9,2,35,1,2,0,0,0,0,1,5,796,0,4,800,0
308,241M,242,189,2,1,2,0,30,0,0,0,1,0,0,0,3,470,0,7,477,0
309,241A(W),259,184,1,1,2,0,10,0,1,0,0,0,0,1,1,460,0,4,464,0
310,242,303,399,0,3,2,1,31,0,3,0,0,0,1,1,1,745,0,9,754,0
311,243,372,303,1,1,4,0,16,1,1,0,0,0,2,0,4,705,0,3,708,0
312,244M,269,191,0,1,3,0,22,0,0,0,0,0,0,0,0,486,0,1,487,0
313,244A(W),294,171,0,0,0,1,4,0,0,0,0,0,0,1,2,473,0,1,474,0
314,245,278,317,1,0,2,3,53,0,0,0,0,0,0,0,3,657,0,6,663,0
315,246,351,297,1,0,3,3,41,2,0,1,1,0,1,3,1,705,0,4,709,0
316,247,324,267,1,1,4,5,13,0,2,0,0,1,2,0,0,620,0,4,624,0
317,248,325,313,3,1,0,0,36,3,0,0,0,0,0,1,3,685,0,3,688,0
318,249,218,190,1,1,4,1,36,2,0,0,2,0,0,1,2,458,0,4,462,0
319,250,253,314,0,1,3,0,46,0,0,0,0,0,0,0,1,618,0,4,622,0
320,251M,180,211,0,0,1,1,30,0,0,0,1,0,0,0,1,425,0,11,436,0
321,251A(W),243,183,0,1,1,0,17,0,0,0,0,0,1,1,3,450,0,6,456,0
322,252,296,320,1,0,6,7,24,0,0,0,0,0,0,0,1,655,0,7,662,0
323,253M,194,281,0,1,4,0,18,1,1,0,1,1,0,0,2,504,0,1,505,0
324,253A(W),198,256,0,2,3,3,3,0,2,0,2,1,1,2,5,478,0,4,482,0
325,254,304,446,2,2,1,0,33,2,0,0,1,0,0,0,0,791,0,7,798,0
326,255M,197,267,0,0,1,0,37,1,0,0,0,0,0,0,0,503,0,2,505,0
327,255A(W),221,248,2,1,1,0,16,0,2,1,1,1,0,0,4,498,0,4,502,0
328,256,196,265,4,2,2,1,32,0,1,0,0,2,0,0,0,505,0,6,511,0
329,257,351,422,3,3,4,3,46,0,0,1,2,0,2,0,10,847,0,11,858,0
330,258,362,404,0,2,0,2,34,0,0,0,0,0,1,0,2,807,0,3,810,0
331,259M,154,238,0,1,2,1,54,1,0,0,0,0,0,1,3,455,0,4,459,0
332,259A(W),162,284,5,0,3,1,16,0,0,0,2,1,2,4,8,488,0,5,493,0
