Sl. No,Polling Station No,A. GOMATHI Party Samaj Bahujan,P. KABILARASAN Maiam Needhi Makkal,N. THIYAGASUNDARAM Ilangyar Nadu Katchi Tamil,M. THIYAGARAJAN Tamilagam Puthiya,M.A. BANU NASEEMA Democratic India of Party Social,R. VINOTHINI Katchi Tamilar Naam,R.S.A. AMANULLAH Independent,T. ANBAZHAGAN Independent,J. PANNEERSELVAM Independent,A. HALITH MOHAMED Independent,S. MUTHARASAN Independent,Total Valid Votes,Rejected Votes,NOTA,Total Votes,Tendered Votes
252,196,369,0,113,30,12,0,28,61,0,0,0,0,0,613,0,8,621,0
253,197,207,1,75,17,9,0,12,37,1,0,1,0,0,360,0,2,362,0
254,197(A),257,0,84,20,2,0,8,24,0,0,0,1,0,396,0,3,399,0
255,198,180,0,113,15,12,0,6,69,1,1,2,0,1,400,0,4,404,0
256,198(A),195,0,145,26,5,1,6,32,0,0,2,0,1,413,0,10,423,0
257,199,283,1,177,27,11,0,11,75,0,0,2,2,0,589,0,3,592,0
258,200,236,1,126,10,1,0,10,90,1,0,2,0,1,478,0,6,484,0
259,201,257,2,157,5,1,0,5,76,1,1,1,0,0,506,0,2,508,0
260,202,320,3,230,13,6,1,9,102,4,0,0,1,0,689,0,3,692,0
261,203,360,2,221,9,5,0,26,99,0,0,4,1,2,729,0,6,735,0
262,204,189,1,136,2,1,0,11,59,0,0,1,0,0,400,0,5,405,0
263,204(A),198,0,165,3,2,1,9,52,0,0,0,0,0,430,0,3,433,0
264,205,267,1,194,2,2,0,7,48,1,1,0,0,1,524,0,7,531,0
265,206,211,1,106,12,3,1,7,87,0,0,2,0,0,430,0,3,433,0
266,206(A),246,0,130,14,3,0,4,44,0,0,2,0,1,444,0,4,448,0
267,207,310,3,181,2,4,1,7,113,1,1,3,0,0,626,0,5,631,0
268,208,397,7,226,7,0,0,11,178,0,0,3,0,1,830,0,3,833,0
269,209,230,1,138,2,1,1,6,82,0,1,1,0,0,463,0,1,464,0
270,209(A),258,1,144,6,2,1,3,52,1,0,2,1,1,472,0,2,474,0
271,210,197,1,153,15,3,17,3,63,0,1,2,0,0,455,0,3,458,0
272,211,208,1,240,19,8,0,5,57,0,0,0,0,0,538,0,12,550,0
273,212,404,1,269,12,2,5,13,62,1,0,1,1,1,772,0,5,777,0
274,213,353,3,237,5,1,0,5,69,0,0,1,1,0,675,0,1,676,0
275,214,346,4,150,4,1,0,26,93,0,0,0,1,1,626,0,7,633,0
276,215,230,1,78,9,1,1,5,100,0,0,0,0,0,425,0,6,431,0
277,215(A),253,1,116,7,1,0,2,70,2,0,1,0,0,453,0,6,459,0
278,216,380,4,307,10,2,3,11,121,0,0,0,1,0,839,0,5,844,0
279,217,320,2,234,13,2,0,11,108,0,0,0,0,1,691,0,5,696,0
280,218,291,2,271,7,0,1,6,51,0,1,1,4,0,635,0,13,648,0
281,219,237,3,302,4,1,1,3,50,0,0,1,1,1,604,0,8,612,0
282,220,334,3,208,6,1,0,18,49,0,0,2,2,0,623,0,4,627,0
283,221,288,0,185,9,2,0,7,80,0,0,1,0,0,572,0,3,575,0
284,222,257,2,164,9,4,0,5,85,0,0,0,0,0,526,0,3,529,0
285,223,273,1,310,13,3,2,13,65,0,0,2,5,0,687,0,5,692,0
286,224,221,1,196,6,0,3,3,61,1,0,1,1,0,494,0,2,496,0
287,225,290,2,162,18,3,1,21,60,0,0,0,0,0,557,0,1,558,0
288,226,368,5,214,1,1,2,3,86,0,0,0,1,0,681,0,5,686,0
289,227,345,1,173,3,2,1,14,87,1,1,0,0,0,628,0,4,632,0
290,228,379,5,288,2,0,2,41,115,0,0,3,1,0,836,0,4,840,0
291,229,350,3,155,3,3,0,12,98,0,1,2,3,3,633,0,8,641,0
292,230,362,1,165,5,3,7,16,76,0,0,0,0,1,636,0,3,639,0
293,231,385,9,269,6,1,0,8,42,2,0,1,1,2,726,0,4,730,0
294,232,246,3,332,8,2,0,7,61,0,0,0,0,0,659,0,9,668,0
295,233,234,2,94,1,2,0,11,128,0,0,2,0,1,475,0,1,476,0
296,233(A),286,0,117,2,2,0,9,57,0,0,4,0,0,477,0,0,477,0
297,234,332,2,257,7,3,1,5,135,0,1,0,1,1,745,0,8,753,0
298,235,196,0,134,10,1,0,6,69,0,1,0,0,0,417,0,0,417,0
299,235(A),222,2,144,7,0,1,6,45,0,2,0,2,2,433,0,5,438,0
300,236,187,2,164,1,0,1,12,118,0,0,5,1,2,493,0,4,497,0
301,237,202,1,138,8,0,3,16,95,0,0,0,1,0,464,0,3,467,0
302,237(A),284,5,152,14,1,0,10,74,1,0,1,1,3,546,0,7,553,0
303,238,423,2,64,8,0,1,64,30,0,0,0,0,0,592,0,2,594,0
304,239,256,0,111,14,0,0,12,53,0,0,1,0,1,448,0,3,451,0
305,240,320,2,151,5,0,1,27,116,1,1,1,6,2,633,0,2,635,0
306,241,124,1,97,1,0,0,26,51,0,0,0,0,0,300,0,4,304,0
307,241(A),195,2,90,7,0,0,23,23,0,0,0,3,1,344,0,5,349,0
308,242,256,3,54,2,0,0,47,39,0,0,0,0,0,401,0,3,404,0
309,242(A),351,1,64,5,0,0,66,31,0,0,0,1,0,519,0,4,523,0
310,243,196,1,46,3,0,0,31,33,0,0,0,0,0,310,0,3,313,0
311,243(A),274,3,66,8,0,0,23,30,0,0,2,1,0,407,0,3,410,0
312,244,316,7,171,6,1,2,26,119,1,0,2,1,1,653,0,5,658,0
313,245,148,0,92,6,0,1,22,47,0,0,0,0,0,316,0,7,323,0
314,245(A),204,1,110,13,0,0,19,30,0,0,2,3,0,382,0,7,389,0
315,246,322,0,223,21,0,0,30,89,0,1,2,1,1,690,0,8,698,0
316,247,185,5,4,1,0,0,45,11,0,0,0,0,0,251,0,3,254,0
317,247(A),288,0,8,5,0,0,52,7,0,0,0,1,0,361,0,4,365,0
318,248,195,1,52,0,0,0,20,36,0,0,0,0,0,304,0,3,307,0
319,249,208,3,4,4,0,0,41,11,0,0,1,0,1,273,0,1,274,0
320,249(A),335,0,6,1,0,0,38,11,1,0,1,0,0,393,0,2,395,0
321,250,242,2,107,2,0,2,27,44,0,2,0,1,0,429,0,2,431,0
322,251,336,0,99,7,0,0,36,32,1,0,0,0,0,511,0,2,513,0
323,252,380,2,135,6,0,0,31,71,0,0,0,1,0,626,0,1,627,0
324,253,417,4,104,4,0,0,38,66,1,1,1,0,1,637,0,4,641,0
325,254,361,2,6,0,1,0,38,15,0,0,0,1,1,425,0,1,426,0
326,255,461,0,12,4,0,0,116,24,1,0,0,0,1,619,0,2,621,0
327,256,182,0,16,0,0,0,42,9,0,0,0,1,0,250,0,2,252,0
