Sl. No,Polling Station No,C RAVIKUMAR. Samaj Party Bahujan,SELVAM P. VINOJ. Janatha Party Bharatiya,M FAZIL. AHAMED Tamilar Katchi Naam,A RAMESH. Neethi Maiam Makkal,T.K ANANDRAJ. Independent,V UDHAYAKUMAR. Independent,S GANESH. Independent,Independent .LAMAK J,G KRISHNAKUMAR. Independent,A SHANKAR. Independent,R CHANDRAN. Independent,G SIVARAMAN. Independent,M ZIONRAJ. Independent,R SURESH. Independent,P SELVAM. Independent,R SELVAKUMAR. Independent,S SELVARAJ. Independent,A.G DAMODHARAN. Independent,S NAGARAJ. Independent,P PUGALENTHI. Independent,D MAHALINGAM. Independent,K RAGHUNATH. Independent,D RAMESH. Independent,P RAMKI. Independent,A RAM. VIVEK Independent,P SRINIVASAN. Independent,Total Valid Votes,Rejected Votes,NOTA,Total Votes,Tendered Votes
117,79,227,0,73,20,2,31,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,3,0,364,0,2,366,0
118,80,258,1,34,12,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,5,323,0
119,80A,246,2,31,8,1,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,301,0,5,306,0
120,81,187,0,61,20,3,7,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,284,0,2,286,0
121,81A,186,1,55,8,0,17,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,5,275,0
122,82,363,0,42,24,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,0,0,446,0
123,82A,409,0,42,18,5,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,496,0,1,497,0
124,83,245,1,72,19,9,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,0,4,363,0
125,83A,244,3,76,10,15,8,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,363,0,6,369,0
126,84,259,7,94,35,7,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,420,0,0,420,0
127,84A,342,0,78,23,1,13,0,0,0,0,0,0,0,1,0,2,6,0,1,1,0,0,0,0,0,0,4,0,472,0,0,472,0
128,85,309,1,52,26,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,4,409,0
129,85A,295,0,50,12,2,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,375,0,2,377,0
130,86,271,1,80,32,5,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,410,0,8,418,0
131,86A,254,1,68,11,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,358,0,6,364,0
132,87,262,0,62,22,0,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,357,0,2,359,0
133,87A,221,0,52,11,1,14,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,301,0,0,301,0
134,88,297,1,135,26,0,28,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,493,0,7,500,0
135,89,245,1,83,20,10,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,383,0,8,391,0
136,90,231,0,73,18,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,7,353,0
137,91,313,2,91,29,7,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,470,0,10,480,0
138,92,353,1,25,20,2,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0,1,417,0
139,93,235,0,121,17,3,24,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,403,0,7,410,0
140,94,212,1,137,9,3,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,389,0,4,393,0
141,95,331,0,101,16,2,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,484,0,6,490,0
142,96,395,3,128,34,3,66,0,0,2,0,0,0,0,0,0,2,6,3,0,0,0,0,0,0,0,1,0,0,643,0,9,652,0
143,97,297,4,92,6,4,9,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,418,0,3,421,0
144,98,170,2,77,14,2,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,297,0,2,299,0
145,98A,152,0,57,13,2,26,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,3,1,1,259,0,4,263,0
146,99,286,1,85,16,7,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,416,0,1,417,0
147,99A,369,1,79,7,3,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,482,0,0,482,0
148,100,294,2,58,9,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,0,0,376,0
149,100A,310,3,57,7,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,390,0,0,390,0
150,101,264,0,60,13,3,25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,367,0,3,370,0
151,101A,240,1,43,10,1,33,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,333,0,4,337,0
152,102,350,0,21,17,3,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,402,0,0,402,0
153,102A,291,0,11,7,1,6,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,323,0,2,325,0
154,103,334,2,52,21,6,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,439,0,1,440,0
155,103A,302,2,36,8,2,19,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,0,0,0,376,0,2,378,0
156,104,364,1,36,14,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,431,0
157,104A,360,3,17,11,1,8,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,405,0,2,407,0
158,105,327,1,2,8,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,2,349,0
159,105A,297,1,10,4,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,318,0,1,319,0
160,106,354,0,28,15,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,405,0,2,407,0
161,106A,324,0,23,6,4,7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,369,0,0,369,0
162,107,335,8,37,25,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,418,0,3,421,0
163,107A,318,11,23,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,371,0,1,372,0
164,108,283,2,23,7,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,323,0,2,325,0
165,108A,255,2,16,1,1,3,1,0,1,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,3,0,289,0,1,290,0
166,109,522,2,19,18,9,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,579,0,0,579,0
167,110,419,2,12,9,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,449,0,1,450,0
168,111,213,0,98,42,1,5,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,363,0,0,363,0
169,111A,275,1,129,15,5,10,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,440,0,0,440,0
170,112,238,2,91,18,2,33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,4,390,0
171,113,255,1,38,11,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,1,321,0
172,113A,217,0,18,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,249,0,2,251,0
173,114,275,1,47,14,1,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,353,0,4,357,0
174,114A,232,0,42,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,3,307,0
175,115,208,3,95,18,13,5,1,0,1,0,0,1,0,1,0,2,2,0,0,0,1,0,0,0,0,0,1,0,352,0,4,356,0
176,115A,280,3,91,7,13,2,0,0,1,0,2,0,1,3,2,6,3,0,4,0,0,1,0,0,0,1,2,0,422,0,2,424,0
177,116,101,0,18,17,1,15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,155,0,1,156,0
178,117,304,1,39,11,2,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,4,372,0
179,117A,288,1,32,7,1,12,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,345,0,6,351,0
