Sl. No,Polling Station No,Samaj Party Bahujan NAVLES . IAGIHTRAK S,SILABARASAN. M Thamizhagam Puthiya,SIVASAKTHIV EL.P Needhi Maiam Makkal,JUSTIN. A SIMON Tamilar Katchi Naam,THILAGABAM M A. Makkal Katchi Pattali,P RAGUPATHY. Katchi Makkal Puratchi Anaithu,JAYASEKARAN R . Party Inda My,A.S ANBU. Independent,M KARTHI. Independent,D SANKAR. Independent,SAVADAMUTH A U. Independent,SILAMBARASA P N. Independent,THILAGAVATH S Y. Independent,BALAMURUGA A N. Independent,R PALRAJ. Independent,MURUGANANT C HAM. Independent,VEERAMALAI. S Independent,Total Valid Votes,Rejected Votes,NOTA,Total Votes,Tendered Votes
66,46M,0,361,7,5,5,51,54,3,0,0,1,3,3,25,1,1,1,2,1,0,524,0,2,526,0
67,46A(W),1,395,1,7,3,36,38,3,0,4,0,1,6,22,2,1,2,5,1,0,528,0,0,528,0
68,47,1,648,2,8,3,49,88,4,0,0,5,6,1,0,2,1,0,5,0,1,824,0,4,828,0
69,48M,2,402,1,19,5,51,47,3,0,0,2,0,0,2,0,2,3,0,0,0,539,0,6,545,0
70,48A(W),3,474,4,9,11,26,45,3,0,0,2,0,1,0,0,0,0,4,0,0,582,0,4,586,0
71,49M,0,306,0,9,3,78,32,1,0,0,1,1,0,0,1,0,0,5,0,2,439,0,3,442,0
72,49A(W),0,407,1,1,1,36,25,9,0,1,1,1,0,1,1,0,0,1,0,0,486,0,2,488,0
73,50,1,539,1,8,1,105,76,2,1,1,1,1,4,0,3,1,0,1,0,0,746,0,2,748,0
74,51M,0,306,1,6,10,63,143,3,0,0,2,1,1,1,0,1,0,3,0,0,541,0,5,546,0
75,51A(W),1,319,3,6,6,17,120,21,0,0,3,1,0,1,2,2,1,4,2,2,511,0,2,513,0
76,52M,0,304,0,4,2,48,126,9,0,1,1,1,3,2,0,1,0,2,0,0,504,0,3,507,0
77,52A(W),3,355,4,5,3,38,100,14,0,0,0,5,1,3,7,0,0,7,1,0,546,0,2,548,0
78,53,1,563,5,10,12,52,84,5,0,1,2,1,2,4,1,1,3,1,0,0,748,0,3,751,0
79,54M,1,338,2,5,5,21,41,1,0,0,0,0,0,27,0,0,0,7,0,0,448,0,1,449,0
80,54A(W),0,382,1,1,4,7,20,0,0,0,0,1,0,13,0,1,1,2,0,0,433,0,2,435,0
81,55M,1,383,3,0,6,33,47,0,0,0,0,1,1,0,1,0,2,2,1,0,481,0,0,481,0
82,55A(W),1,404,2,1,8,14,29,6,0,0,0,1,2,2,3,1,1,4,0,0,479,0,1,480,0
83,56,0,396,0,2,0,27,42,1,0,0,0,0,1,16,1,0,0,0,1,0,487,0,3,490,0
84,57,1,411,0,2,18,37,53,3,1,0,0,0,1,14,2,0,0,2,0,1,546,0,6,552,0
85,58M,1,314,2,1,4,38,66,3,0,0,2,1,1,0,0,0,0,5,1,0,439,0,2,441,0
86,58A(W),2,369,2,2,3,20,38,1,0,0,1,0,2,3,10,0,0,8,1,2,464,0,0,464,0
87,59,7,685,12,4,6,49,71,5,1,0,1,0,7,4,3,1,2,2,1,0,861,0,9,870,0
88,60,1,381,12,4,0,15,71,3,0,0,2,0,0,0,0,1,5,2,1,1,499,0,1,500,0
89,61,3,606,9,12,23,49,82,10,1,0,3,2,4,15,7,1,1,21,2,0,851,0,9,860,0
90,62,1,489,2,9,16,40,76,2,0,0,0,0,2,0,2,1,0,12,0,0,652,0,5,657,0
91,63,2,499,3,4,6,23,89,1,0,0,1,0,6,29,11,3,0,199,2,2,880,0,5,885,0
92,64,3,541,5,3,4,54,84,5,1,1,4,0,3,1,3,4,2,19,1,0,738,0,4,742,0
93,65,3,344,1,2,21,33,61,3,2,0,0,0,3,0,3,4,0,5,1,0,486,0,2,488,0
94,66,2,485,0,4,34,17,155,8,1,1,1,1,2,0,4,1,0,4,0,0,720,0,1,721,0
95,67M,0,305,2,6,14,75,51,2,0,0,0,1,1,8,1,1,0,2,0,0,469,0,2,471,0
96,67A(W),0,370,5,6,9,18,51,5,0,0,1,1,0,1,2,1,0,1,0,0,471,0,3,474,0
97,68M,2,298,2,2,11,23,113,10,1,0,1,0,0,16,2,0,0,3,0,0,484,0,0,484,0
98,68A(W),1,353,0,2,6,7,91,8,0,1,0,1,0,4,0,2,1,8,0,1,486,0,0,486,0
99,69,3,487,2,8,5,31,54,3,1,0,0,0,2,22,1,0,0,6,0,0,625,0,5,630,0
100,70,1,446,2,4,8,29,108,5,2,0,1,3,1,4,0,1,1,3,2,0,621,0,3,624,0
101,71M,0,278,3,4,5,25,73,2,0,0,1,1,1,0,1,0,0,1,1,0,396,0,5,401,0
102,71A(W),2,377,3,0,4,8,41,2,0,0,0,2,3,0,0,1,0,0,0,1,444,0,1,445,0
103,72,2,582,3,6,3,25,78,5,1,0,0,5,3,3,5,0,1,11,0,1,734,0,6,740,0
104,73M,1,372,1,3,12,35,38,1,0,1,1,0,4,7,0,0,0,1,0,0,477,0,4,481,0
105,73A(W),3,419,2,2,5,6,43,1,2,1,1,0,5,2,4,0,1,4,1,0,502,0,4,506,0
106,74M,1,274,2,4,7,37,88,3,0,0,0,0,0,0,1,2,0,0,1,0,420,0,5,425,0
107,74A(W),0,330,2,4,2,7,77,5,1,1,1,0,1,1,2,1,1,8,0,0,444,0,5,449,0
108,75,6,518,1,9,7,16,42,4,0,0,1,1,3,4,1,1,1,1,0,1,617,0,2,619,0
109,76,0,459,3,8,4,39,60,3,0,0,0,0,2,0,1,1,1,3,0,2,586,0,1,587,0
110,77,2,415,3,6,11,25,73,2,0,0,1,0,1,5,1,0,0,1,0,0,546,0,6,552,0
111,78,0,562,3,3,14,52,124,7,0,0,0,1,4,0,2,1,0,1,0,0,774,0,6,780,0
112,79,2,537,5,1,4,36,74,2,0,0,1,1,1,1,0,0,1,5,0,0,671,0,4,675,0
113,80,0,463,3,6,9,29,57,3,0,0,0,0,17,0,1,0,1,1,0,0,590,0,2,592,0
114,81,1,361,0,4,6,35,79,2,0,0,1,0,6,0,1,0,0,2,0,1,499,0,5,504,0
115,82,1,328,3,2,17,14,60,3,0,0,1,0,3,0,0,0,0,3,0,0,435,0,3,438,0
116,83M,0,281,3,8,9,45,49,3,0,0,0,0,2,0,0,1,0,0,0,1,402,0,2,404,0
117,83A(W),4,313,1,9,8,9,41,2,1,0,0,0,0,0,1,2,0,2,0,0,393,0,1,394,0
118,84,1,360,5,5,14,22,97,1,0,0,0,0,4,0,1,1,0,1,0,0,512,0,3,515,0
119,85,0,409,0,4,22,17,119,6,0,0,2,6,1,0,1,0,0,0,1,0,588,0,3,591,0
120,86,2,491,4,5,3,29,160,9,0,0,3,1,11,0,2,0,0,1,0,1,722,0,2,724,0
121,87,1,222,1,2,22,21,55,2,2,0,0,0,1,0,0,1,0,3,0,1,334,0,4,338,0
122,88M,19,291,1,3,4,25,65,2,0,0,1,0,5,0,0,0,0,1,1,0,418,0,2,420,0
123,88A(W),9,352,1,5,2,15,54,3,1,0,0,3,2,0,0,0,0,2,0,0,449,0,8,457,0
124,89,4,235,1,3,0,4,59,6,0,0,1,0,0,3,1,0,0,4,0,0,321,0,2,323,0
125,90,10,501,3,8,1,30,121,0,1,2,1,4,5,0,2,1,0,6,0,1,697,0,5,702,0
126,91M,3,347,1,4,7,31,61,0,0,0,0,0,0,0,1,1,1,2,0,1,460,0,3,463,0
127,91A(W),0,419,4,5,1,9,49,2,1,0,1,2,2,0,1,1,0,3,0,0,500,0,0,500,0
128,92M,1,313,0,7,10,33,77,2,0,0,1,0,1,0,0,1,0,1,0,0,447,0,3,450,0
129,92A(W),0,335,2,12,8,22,72,3,0,0,1,0,0,0,1,0,0,3,0,0,459,0,5,464,0
130,93,2,235,2,2,6,11,43,1,0,0,0,0,1,0,1,0,1,4,0,0,309,0,1,310,0
131,94,52,472,0,4,7,20,154,6,1,1,0,4,5,2,6,8,0,0,0,0,742,0,9,751,0
132,95,0,237,0,0,7,8,109,3,0,1,0,1,0,0,3,0,0,1,0,0,370,0,0,370,0
