Sl. No,Polling Station No,R.THIRUMENeedhi Makkal )( MNM,S.PURACHIBALAN r )( AIADMK,S.MUNIARAJU Makkal Kazagam Amma )( AMMK,SUBBIAH ALAGU C. )( IND,M.KARTHICK )( IND,emaN srotcelE R.SUNDARAM )( IND,LARENEG eht K.SELVAKUMAR )( IND,S M.SELVAKUMAR )( IND,ALNT S.SELVAKUMAR )( IND,TRAP M.SELVAKUMAR )( IND,I mayamurihT,K.SELVAKUMAR )( IND,M.SELVAKUMAR )( IND,DURAIRAJAN M. )( IND,PALANIYAPPAN R. )( IND,S.MANIKANDAN )( IND,AL.MATHIALAGAN )( IND,@ MUTHUADAIKKAN ADAIKKALAM )( IND,r )(,Total Valid Votes,Rejected Votes,NOTA,Total Votes,Tendered Votes
97,82A(W),213,199,2,3,24,5,0,1,1,0,2,1,0,0,0,20,5,2,0,0,0,0,478,0,1,479,0
98,83,191,349,0,0,46,4,0,7,4,1,0,0,0,0,0,106,1,2,0,0,0,0,711,0,2,713,0
99,84,253,255,2,1,63,6,0,12,0,0,0,1,0,1,2,4,0,1,0,0,1,1,603,0,3,606,0
100,85,254,269,4,1,44,7,0,5,0,1,0,1,0,0,1,13,2,1,1,0,0,0,604,0,3,607,0
101,86,242,227,0,4,42,9,0,3,2,0,0,0,1,0,0,12,1,0,0,0,0,0,543,0,1,544,0
102,87M,175,158,1,0,44,9,0,23,1,1,0,0,0,0,0,13,0,0,0,0,0,0,425,0,1,426,0
103,87A(W),198,230,2,1,28,16,0,22,3,1,0,0,1,2,1,8,3,0,0,1,1,0,518,0,1,519,0
104,88,242,320,0,2,46,1,1,6,0,1,0,0,0,0,1,2,0,3,0,0,1,0,626,0,0,626,0
105,89,202,202,1,0,17,2,1,3,1,0,0,0,1,0,1,45,0,2,0,0,0,0,478,0,2,480,0
106,90M,201,114,0,0,36,3,0,4,5,0,0,0,0,0,1,21,0,0,0,0,0,0,385,0,2,387,0
107,90A(W),169,179,2,0,21,0,0,0,4,1,0,0,1,0,2,26,0,1,0,0,0,0,406,0,3,409,0
108,91M,160,175,1,0,51,1,1,6,1,0,0,0,0,0,1,25,0,0,1,0,0,0,423,0,1,424,0
109,91A(W),194,218,0,2,29,1,0,3,0,0,0,0,2,0,1,15,2,1,0,0,0,0,468,0,0,468,0
110,92,233,256,0,0,39,19,1,6,1,0,0,0,2,1,0,66,0,0,1,0,0,0,625,0,6,631,0
111,93,147,163,3,2,23,6,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,356,0,4,360,0
112,94M,119,143,3,0,34,4,0,7,1,0,0,0,0,1,0,37,0,1,0,0,0,0,350,0,2,352,0
113,94A(W),109,217,5,1,18,5,0,10,0,1,0,0,1,1,3,35,1,0,0,1,0,1,409,0,3,412,0
114,95,117,307,2,0,46,3,0,5,0,0,0,0,1,0,0,154,1,1,0,0,0,0,637,0,0,637,0
