Sl. No,Polling Station No,P KRISHNAGOPAL Dravida Kazhagam Murpokku Desiya,K UMARANI Katchi Jananayaka Indiya,KANIMOZHI.P Katchi Tamilar Naam,SAKTHIVEL.M (Marxist‐Leninist)(Liberation) India of Party Communist,VARADAN.M Party Shakti Jan Lok,V ARPUTHASAMY Independent,S ILANGOVAN Independent,C ELAYARAJA Independent,P KRISHNA KARTHICK Independent,A PRIYA SATHYA Independent,V CHANDRASEKAR Independent,T CHITHAIYAN Independent,P CHINNAN Independent,P SUBRAMANIAN Independent,P DAVID Independent,M KUMAR NIRMAL Independent,P KUMAR PRASANNA Independent,P RASU Independent,D JEYAPANDIAN Independent,Total Valid Votes,Rejected Votes,NOTA,Total Votes,Tendered Votes
176,130,243,30,104,2,104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,484,0,5,489,0
177,130(A),267,15,140,1,60,1,0,1,0,1,0,0,1,2,0,2,2,0,1,0,0,0,494,0,4,498,0
178,131,190,24,318,4,102,0,1,2,1,0,1,1,1,2,0,0,0,0,4,1,0,0,652,0,2,654,0
179,132,257,28,220,0,85,1,0,0,0,0,0,3,0,2,0,1,0,0,1,1,0,0,599,0,1,600,0
180,133,189,14,100,3,31,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,1,0,344,0,2,346,0
181,133(A),213,14,133,3,25,1,0,0,2,0,0,1,0,1,0,0,1,0,1,0,0,2,397,0,1,398,0
182,134,370,29,228,6,71,4,0,1,1,0,0,1,1,4,0,1,1,0,1,1,1,1,722,0,5,727,0
183,135,251,22,220,4,55,0,0,0,0,1,0,5,0,1,0,1,2,0,1,1,0,1,565,0,8,573,0
184,136,177,53,197,0,67,0,0,0,2,0,1,6,1,0,0,0,0,0,0,0,0,0,504,0,2,506,0
185,136(A),160,27,271,2,30,1,0,0,1,1,0,4,2,4,4,2,2,3,2,1,1,0,518,0,1,519,0
186,137,412,63,256,4,54,1,0,0,0,1,0,0,3,6,1,1,2,0,2,0,0,0,806,0,4,810,0
187,138,296,29,251,2,110,2,0,0,0,0,1,0,3,7,0,2,2,1,4,1,0,0,711,0,3,714,0
188,139,195,31,180,1,79,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,492,0,4,496,0
189,140,279,42,294,4,115,1,0,0,3,1,2,0,3,2,1,2,0,0,2,1,0,0,752,0,2,754,0
190,141,346,29,273,4,94,2,1,2,2,2,1,1,0,12,4,7,7,3,6,1,2,0,799,0,7,806,0
191,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,142(A),317,12,144,1,79,0,0,0,0,0,0,1,1,4,1,0,3,1,1,0,1,0,566,0,1,567,0
