Polling Station No.,Building,Polling Areas
61,"GOVERNMENT HIGHER SEC SCHOOL ( NEW BUILDING), ( LEFT SIDE) KOTAGIRI - 643217","1.KOTAGIRI(TP), WARD NO.20 MISSION COMPOUND , 2.KOTAGIRI(TP), WARD NO.19 MISSION COMPOUND , 3.KOTAGIRI(TP), WARD NO.19 SAKTHIMALAI ROAD , 4.KOTAGIRI(TP), WARD NO.19 CLUB ROAD , 999.OVERSEAS ELECTORS"
62,"GOVERNMENT HIGHER SEC SCHOOL ( NEW BUILDING), KOTAGIRI - 643217","1.KOTAGIRI(TP), WARD NO.19 RAMCHAND , 2.KOTAGIRI(TP), WARD NO.20 RAMCHAND , 3.KOTAGIRI(TP), WARD NO.19 MISSION COMPOUND , 4.KOTAGIRI(TP), WARD NO.20 MISSION COMPOUND , 5.KOTAGIRI(TP), WARD NO.20 KAALAVAI , 6.KOTAGIRI(TP), WARD NO.20 SOMAR SAIT BUNGALOW , 7.KOTAGIRI(TP), WARD NO.20 MARIYAPPAN LINE , 8.KOTAGIRI(TP), WARD NO.20 MOSSES LINE , 999.OVERSEAS ELECTORS"
63,"ST MARY'S GIRLS HIGHER SEC SCHOOL, 8TH CLASS KOTAGIRI - 643217","1.KOTAGIRI(TP), WARD NO.16 VINAYAGAR KOIL STREET , 2.KOTAGIRI(TP), WARD NO.16 SIVA COTTAGE , 3.KOTAGIRI(TP), WARD NO.16 DEVARAM COTTAGE , 4.KOTAGIRI(TP), WARD NO.16 KRISHNA PUDUR , 999.OVERSEAS ELECTORS"
64,"ST MARY'S GIRLS HIGHER SEC SCHOOL, ( LEFT SIDE) KOTAGIRI - 643217","1.KOTAGIRI(TP), WARD NO.15 GOVT. HOSPITAL ROAD , 2.KOTAGIRI(TP), WARD NO.16 KANNIGADEVI COLONY , 3.KOTAGIRI(TP), WARD NO.16 KUMARAN COLONY , 4.KOTAGIRI(TP), WARD NO.18 COONOOR ROAD , 5.KOTAGIRI(TP), WARD NO.18 TALUK OFFICE ROAD , 999.OVERSEAS ELECTORS"
65,"NALLAYIAN AIDED MIDDLE SCHOOL, ( RIGHT SIDE) KERBEN - 643217","1.KOTAGIRI(TP), WARD NO.17 KERBEN , 2.KOTAGIRI(TP), WARD NO.17 INDIRA NAGAR , 3.KOTAGIRI(TP), WARD NO.17 NATTAKAL , 4.KOTAGIRI(TP), WARD NO.17 AGGAL , 999.OVERSEAS ELECTORS"
66,"NALLAYIAN AIDED MIDDLE SCHOOL, ( LEFT SIDE) KERBEN - 643217","1.KOTAGIRI(TP), WARD NO.17 PUDUKOTAGIRI , 2.KOTAGIRI(TP), WARD NO.17 KERBEN , 3.KOTAGIRI(TP), WARD NO.17 KRISHNAPUDUR , 4.KOTAGIRI(TP), WARD NO. 17 PUDUKOTAGIRI , 5.KOTAGIRI(TP), WARD NO. 4 WEST BROOKE M.G.R. NAGAR , 6.KOTAGIRI(TP), WARD NO.4 PUDUMANTHU ( AMBUKAL) , 7.KOTAGIRI(TP), WARD NO.4 HADATHORAI , 8.KOTAGIRI(TP), WARD NO.4 ATTATY , 9.KOTAGIRI(TP), WARD NO.4 BHARATHI NAGAR , 999.OVERSEAS ELECTORS"
67,"FLOOD CENTRE ( RIGHT SIDE), GANDHI MAITHANAM KOTAGIRI - 643217","1.KOTAGIRI(TP), WARD NO.11 KOIL MEDU , 2.KOTAGIRI(TP), WARD NO.21 SAIT LINE , 3.KOTAGIRI(TP), WARD NO.21 HAPPYVALLEY , 999.OVERSEAS ELECTORS"
68,"G.T.R. SCHOOL ( LEFT SIDE) 4TH CLASS, ARAVENU - 643201","1.KOTAGIRI(TP), WARD NO.10 ROBROY ESTATE , 2.KOTAGIRI(TP), WARD NO.12 DONBASCO , 3.KOTAGIRI(TP), WARD NO.13 KAITHALA , 999.OVERSEAS ELECTORS"
69,"G.T.R. SCHOOL ( LEFT SIDE) 5TH CLASS, ARAVENU - 643201","1.KOTAGIRI(TP), WARD NO.14 THAVETTUMEDU , 2.KOTAGIRI(TP), WARD NO.13 PERIYAR NAGAR , 3.KOTAGIRI(TP), WARD NO.14 THAVETTUMEDU , 999.OVERSEAS ELECTORS"
70,"PANCHAYAT UNION PRIMARY SCHOOL ( NEW BUILDING) ( RIGHT SIDE) , KATTABETTU - 643214","1.NADUHATTY(R.V) And (P), WARD NO. 1 NADUHATTY , 2.NADUHATTY(R.V) And (P), WARD NO. 2 HONNORAI , 3.NADUHATTY(R.V) And (P), WARD NO. 2 THOGALATTY , 999.OVERSEAS ELECTORS"
71,"PANCHAYAT UNION PRIMARY SCHOOL, ( LEFT SIDE) KATTABETTU - 643214","1.NADUHATTY(R.V) And (P), WARD NO. 2 THOGALATTY , 2.NADUHATTY(R.V) And (P), WARD NO.2 KATTABETTU , 3.NADUHATTY(R.V) And (P), WARD NO. 2 YELLACOMBAI , 4.NADUHATTY(R.V) And (P), WARD NO . 2 BHARATHI NAGAR , 999.OVERSEAS ELECTORS"
72,"PANCHAYAT UNION MIDDLE SCHOOL ( LEFT SIDE) (NEW BUILDING) , PETHALA - 643217","1.NADUHATTY(R.V) And (P), WARD NO. 3 WEST BROOKE , 2.NADUHATTY(R.V) And (P), WARD NO . 3 PETTHALA , 3.NADUHATTY(R.V) And (P), WARD NO .3 KALLATTY , 999.OVERSEAS ELECTORS"
73,"PANCHAYAT UNION PRIMARY SCHOOL, BYANGI - 643217","1.NADUHATTY(R.V) And (P), WARD NO. 3 BYANGI , 999.OVERSEAS ELECTORS"
74,"PANCHAYAT UNION MIDDLE SCHOOL (RIGHT SIDE), GETTICOMBAI - 643217","1.NADUHATTY(R.V) And (P), WARD NO . 4 PATTAKORAI , 2.NADUHATTY(R.V) And (P), WARD NO. 4 MARALACOMPAI , 3.NADUHATTY(R.V) And (P), WARD NO. 4 GUNDADA , 4.NADUHATTY(R.V) And (P), WARD NO. 4 GUNDU PET COLONY , 5.NADUHATTY(R.V) And (P), WARD NO. 4 GETTICOMBAI , 999.OVERSEAS ELECTORS"
75,"PANCHAYAT UNION MIDDLE SCHOOL (MIDDLE), GETTICOMBAI - 643217","1.NADUHATTY(R.V) And (P), WARD NO. 4 GIRIBETTA ESTATE , 2.NADUHATTY(R.V) And (P), WARD NO. 4 M.G.R. NAGAR , 3.NADUHATTY(R.V) And (P), WARD NO. 4 ATTAVALAI , 4.NADUHATTY(R.V) And (P), WARD NO . 4 FARM TEA ESTATE , 5.NADUHATTY(R.V) And (P), WARD NO. 5 M. KAIKATTY , 6.NADUHATTY(R.V) And (P), WARD NO. 5 UNDERFIELD ESTATE , 999.OVERSEAS ELECTORS"
76,"PANCHAYAT UNION MIDDLE SCHOOL (LEFT SIDE), GETTICOMBAI - 643217","1.NADUHATTY(R.V) And (P), WARD NO . 5 KADAKODU , 2.NADUHATTY(R.V) And (P), WARD NO . 5 ARACOMPAI , 3.NADUHATTY(R.V) And (P), WARD NO.5 PUDIYANGI , 999.OVERSEAS ELECTORS"
77,"PANCHAYAT UNION MIDDLE SCHOOL ( NEW BUILDING), SAKKATHA - 643201","1.KOTAGIRI(R.V), JACKANARAI (P), WARD NO. 1 KESALADA , 2.KOTAGIRI(R.V), JACKANARAI (P), WARD NO. 1 PANNEER , 3.KOTAGIRI(R.V), JACKANARAI (P), WARD NO . 1 SALADA , 4.KOTAGIRI(R.V), JACKANARAI (P), WARD NO. 1 BANAGUDI , 5.KOTAGIRI(TP), WARD NO.4 BEBBEN , 999.OVERSEAS ELECTORS"
78,"PANCHAYAT UNION PRIMARY SCHOOL , GATTHUGULE - 643217","1.KOTAGIRI(R.V), JACKANARAI (P), WARD NO. 1 VALLUVAR COLONY , 2.KOTAGIRI(R.V), JACKANARAI (P), WARD NO . 1 GUNDUR , 3.KOTAGIRI(R.V), JACKANARAI (P), WARD NO . 1 HADATHORAI , 4.KOTAGIRI(TP), WARD NO.17 GATTHUGULE , 999.OVERSEAS ELECTORS"
79,"NALLAYAIN AIDED MIDDLE SCHOOL, KERBEN - 643217","1.KOTAGIRI(R.V), JACKANARAI (P), WARD NO .1 KERADA , 2.KOTAGIRI(R.V), JACKANARAI (P), WARD NO. 1 ERUPPUKAL , 3.KOTAGIRI(R.V), JACKANARAI (P), WARD NO .1 THOTHA MOOKAI , 4.KOTAGIRI(R.V), JACKANARAI (P), WARD NO. 1 ANNANAGAR , 5.KOTAGIRI(R.V), JACKANARAI (P), WARD NO. 2 BHOPATHIUR , 6.KOTAGIRI(R.V), JACKANARAI (P), WARD NO. 2 ARAVENU BAZAAR , 999.OVERSEAS ELECTORS"
80,"GOVERNMENT HIGH SCHOOL( RIGHT SIDE 1ST HALL), ARAVENU - 643201","1.KOTAGIRI(R.V), JACKANARAI (P), WARD NO. 2 K.N.J.T.M.S.K.E.T. LINE , 2.KOTAGIRI(R.V), JACKANARAI (P), WARD NO. 2 KETHIKERY , 3.KOTAGIRI(R.V), JACKANARAI (P), WARD NO . 2 ARAVENU HATTY , 999.OVERSEAS ELECTORS"
81,"GOVERNMENT HIGH SCHOOL( RIGHT SIDE 2ND HALL), ARAVENU - 643201","1.KOTAGIRI(R.V), JACKANARAI (P), WARD NO .2 HALLAMANAI , 2.KOTAGIRI(R.V), JACKANARAI (P), WARD NO. 2 NEERATA , 3.KOTAGIRI(R.V), JACKANARAI (P), WARD NO. 3 KILKAITHALA , 4.KOTAGIRI(R.V), JACKANARAI (P), WARD NO. 3 MUDIACOMBAI , 999.OVERSEAS ELECTORS"
82,"GOVERNMENT HIGH SCHOOL( DOWN SIDE 1ST HALL), ARAVENU - 643201","1.KOTAGIRI(R.V), JACKANARAI (P), WARD NO. 3 MUDIACOMBAI , 2.KOTAGIRI(R.V), JACKANARAI (P), WARD NO. 3 SUTHUKAL , 3.KOTAGIRI(R.V), JACKANARAI (P), WARD NO . 3 THUMBUR , 4.KOTAGIRI(R.V), JACKANARAI (P), WARD NO. 3 THINNIUR , 999.OVERSEAS ELECTORS"
83,"GOVERNMENT HIGH SCHOOL(DOWNSIDE 2ND HALL),ARAVENU - 643201","1.KOTAGIRI(R.V), JACKANARAI (P), WARD NO . 3 BUNGALADA , 2.KOTAGIRI(R.V), JACKANARAI (P), WARD NO . 3 KALLADA , 3.KOTAGIRI(R.V), JACKANARAI (P), WARD NO. 3 BURNALI , 4.KOTAGIRI(R.V), JACKANARAI (P), WARD NO. 3 ARAVENU BAZAAR , 5.KOTAGIRI(R.V), JACKANARAI (P), WARD NO . 3 BETTATTY , 6.KOTAGIRI(R.V), JACKANARAI (P), WARD NO. 3 NADUHATTY , 7.KOTAGIRI(R.V), JACKANARAI (P), WARD NO. 3 SELAVAI , 999.OVERSEAS ELECTORS"
84,"PANCHAYAT UNION PRIMARY SCHOOL, JACKANARAI - 643201","1.KOTAGIRI(R.V), JACKANARAI (P), WARD NO 4 SAKKATHA OSAKKERY , 2.KOTAGIRI(R.V), JACKANARAI (P), WARD NO 4 SAKKATHA HATTY , 3.KOTAGIRI(R.V), JACKANARAI (P), WARD NO 4 SAKKATHA BETTATY , 4.KOTAGIRI(R.V), JACKANARAI (P), WARD NO 4 NILGIRI TEA FACTORY , 5.KOTAGIRI(R.V), JACKANARAI (P), WARD NO 4 SAKKATHA MARIYAMMAN KOIL , 6.KOTAGIRI(R.V), JACKANARAI (P), WARD NO 4 JACKANARAI MELKERY , 999.OVERSEAS ELECTORS"
85,"COMMUNITY CENTRE, JACKANARAI - 643201","1.KOTAGIRI(R.V), JACKANARAI (P), WARD NO 4 JACKANARAI MELKERY , 2.KOTAGIRI(R.V), JACKANARAI (P), WARD NO 5 OORKERI , 3.KOTAGIRI(R.V), JACKANARAI (P), WARD NO 5 MOONROAD , 4.KOTAGIRI(R.V), JACKANARAI (P), WARD NO 4 AKKITTU , 5.KOTAGIRI(R.V), JACKANARAI (P), WARD NO 4 N.B NAGAR , 999.OVERSEAS ELECTORS"
86,"COMMUNITY CENTRE ( RIGHT SIDE), JACKANARAI - 643201","1.KOTAGIRI(R.V), JACKANARAI (P), WARD NO 5 JACKANARAI KILKERI , 2.KOTAGIRI(R.V), JACKANARAI (P), WARD NO 5 MANIYADA , 3.KOTAGIRI(R.V), JACKANARAI (P), WARD NO 5 THORAIKERY , 4.KOTAGIRI(R.V), JACKANARAI (P), WARD NO 5 ANTHAMOKKAI , 5.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO . 3 ADUBETTU , 6.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO. 4 SAKKATHACOMBAI BOYS CLUB , 7.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO. 3 SAKKATHACOMBAI BOYS CLUB , 8.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO .3 WATER FALLS COLONY , 999.OVERSEAS ELECTORS"
87,"CSI PRIMARY SCHOOL ( ESTATE CHILD CRECHE), GLENBURN - 643242","1.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO. 1 KOLLIKARAI , 2.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO . 1 BAVEYUR , 3.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO. 1 ATHIPADI , 4.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO . 1 MANTHARAI , 5.JACKANARAI(R.V),KUNJAPPANAI (P), WAD NO. 1 MAMARAMKELANBURN , 999.OVERSEAS ELECTORS"
88,"G.T.R. SCHOOL, KUNJAPPANAI - 643242","1.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO. 1 KUNJAPPANAI , 999.OVERSEAS ELECTORS"
89,"CSI PRIMARY SCHOOL, ( RIGHT SIDE) GLENBURN - 643242","1.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO. 2 VELLERICOMBAI , 2.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO . 2 SUNDAPPATTY , 3.KONAVAKKARAI(R.V) And (P), WARD NO. 2 KUVAKARAI , 4.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO. 2 MULLUR , 5.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO. 2 CROFTON , 6.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO. 2 FRENDALE , 7.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO 2 MARICOMBAI , 8.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO. 2 FAIR FIELD , 9.KONAVAKKARAI(R.V) And (P), WARD NO. 3 ERAKADA , 999.OVERSEAS ELECTORS"
90,"G.T.R. SCHOOL,SEMANARAI-643236","1.KONAVAKKARAI(R.V) And (P), WARD NO .1 SEMANARAI , 2.KONAVAKKARAI(R.V) And (P), WARD NO. 2 THALAMOKAI , 3.KONAVAKKARAI(R.V) And (P), WARD NO . 2 MELKUPPU KILKUPPU , 999.OVERSEAS ELECTORS"
91,"GOVERNMENT AIDED , PRIMARY SCHOOL (RIGHT SIDE) , THATTAPALLAM - 643242","1.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO. 4 KILTHATTAPPALLAM , 2.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO . 4 MELTHATTAPALLAM , 3.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO. 3 KAKKAGUNDU , 4.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO. 3 ARAIUR , 5.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO. 3 ARAIURMATTAM , 6.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO . 3 KAVETTAI , 7.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO . 4 KAVETTAI , 999.OVERSEAS ELECTORS"
92,"GOVERNMENT HIGH SCHOOL , GOTTACOMBAI - 643221","1.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO. 4 ACHILINGTON , 2.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO . 4 ANNANAGAR , 3.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO. 4 MANIYADA , 4.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO .2 SAITUPETTAI , 5.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO. 3 KOTTACOMPAI , 6.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO. 4 SETTUPETTAI , 7.JACKANARAI(R.V),KUNJAPPANAI (P), WARD NO. 4 KOTTACOMBAI , 999.OVERSEAS ELECTORS"
93,"PANCHAYAT UNION MIDDLE SCHOOL (RIGHT SIDE), ELLITHORAI - 643104","1.YEDAPPALLI(R.V) And (P), WARD NO 2 ELLITHORAI , 999.OVERSEAS ELECTORS"
94,"PANCHAYAT UNION MIDDLE SCHOOL (LEFT SIDE), ELLITHORAI - 643104","1.YEDAPPALLI(R.V) And (P), WARD NO . 1 ANNIYADA , 2.YEDAPPALLI(R.V) And (P), WARD NO. 1 ANNIYADA , 3.YEDAPPALLI(R.V) And (P), WARD NO. 3 ELLITHORAI , 999.OVERSEAS ELECTORS"
95,"GOVERNMENT HIGHER SEC SCHOOL,NEW BUILDING (LEFT WING - RIGHT SIDE), YEDAPPALLY - 643104","1.YEDAPPALLI(R.V) And (P), WARD NO 2 YEDAPPALLI , 999.OVERSEAS ELECTORS"
96,"GOVERNMENT HIGHER SEC SCHOOL,NEW BUILDING (LEFT WING - LEFT SIDE), YEDAPPALLY - 643104","1.YEDAPPALLI(R.V) And (P), WARD NO. 2 YEDAPPALLI , 2.YEDAPPALLI(R.V) And (P), WARD NO. 2 ARACOMBAI , 999.OVERSEAS ELECTORS"
97,"PANCHAYAT UNION PRIMARY SCHOOL, ALAKARAI - 643104","1.YEDAPPALLI(R.V) And (P), WARD NO 4 ALAKARAI WOOD LEASE , 2.YEDAPPALLI(R.V) And (P), WARD NO. 4 NALESTATE , 3.YEDAPPALLI(R.V) And (P), WARD NO. 4 MUKGUMALAI , 4.YEDAPPALLI(R.V) And (P), WARD NO . 4 MELCURRENCY , 999.OVERSEAS ELECTORS"
98,"PANCHAYAT UNION MIDDLE SCHOOL, BETTATY - 643104","1.JAGATHALA(TP), WARD NO 1 BETTATTY , 2.JAGATHALA(TP), WARD NO. 1 ARUVA HOSATTY , 3.JAGATHALA(TP), WARD NO. 1 YELLACOMBAI , 999.OVERSEAS ELECTORS"
99,"PANCHAYAT UNION MIDDLE SCHOOL ( NEW BUILDING), BETTATY - 643104","1.JAGATHALA(TP), WARD NO 2 BANTHUMI , 2.JAGATHALA(TP), WARD NO. 2 BANTHUMIKALAVAI , 3.NADUHATTY(R.V) And (P), WARD NO. 1 BETTATTY ANNANAGAR , 999.OVERSEAS ELECTORS"
100,"Multi Purpose Building , Kambisholai - 643231","1.JAGATHALA(TP), WARD NO 2 MALLIKORAI , 2.JAGATHALA(TP), WARD NO. 2 KAMBISHOLAI , 3.JAGATHALA(TP), WARD NO. 2 GANDHINAGAR , 4.JAGATHALA(TP), WARD NO.2 KURUNJI NAGAR , 5.JAGATHALA(TP), WARD NO. 2 MALLIKORAI MANTHADA , 999.OVERSEAS ELECTORS"
101,"PANCHAYAT UNION MIDDLE SCHOOL, ( OLD BUILDING) JEGATHALA - 643202","1.JAGATHALA(TP), WARD NO.3 OTHANATTY , 2.JAGATHALA(TP), WARD NO.3 J.KOLAKCOMBAI, SHOLAIKULI , 3.JAGATHALA(TP), WARD NO. 4 JAGATHALA KILPAGUTHI , 999.OVERSEAS ELECTORS"
102,"PANCHAYAT UNION MIDDLE SCHOOL, 8TH CLASS ROOM JEGATHALA - 643202","1.JAGATHALA(TP), WARD NO.3 J.KOLACOMBAI, GUNDADA, ARAKADU , 2.JAGATHALA(TP), WARD NO.4 JAGATHALA KILPAGUTHI , 3.JAGATHALA(TP), WARD NO.5 JAGATHALA MELPAGUTHI , 999.OVERSEAS ELECTORS"
103,"PANCHAYAT UNION PRIMARY SCHOOL, ( LEFT SIDE) KARAKORAI - 643202","1.JAGATHALA(TP), WARD NO.6 KARAKKORAI , 2.JAGATHALA(TP), WARD NO.7 AROKIYAPURAM , 3.JAGATHALA(TP), WARD NO.7 THARAMMI , 999.OVERSEAS ELECTORS"
104,"ST ANNS GIRLS HR SEC SCHOOL ( RIGHT SIDE) , GOPALAPURAM - 643202","1.JAGATHALA(TP), WARD NO.8 HOSATTY PALLAM , 999.OVERSEAS ELECTORS"
105,"ST ANNS GIRLS HR SEC SCHOOL ( RIGHT SIDE) (8th Std) , GOPALAPURAM - 643202","1.JAGATHALA(TP), WARD NO.9 HOSATTY , 999.OVERSEAS ELECTORS"
106,"ST ANNS GIRLS HR SEC SCHOOL ( LEFT SIDE) , GOPALAPURAM- 643202","1.JAGATHALA(TP), WARD NO.8 HOSATTY , 2.JAGATHALA(TP), WARD NO.9 HOSATTY ROAD , 3.JAGATHALA(TP), WARD NO.10 THIRUVALLUVAR SALAI , 999.OVERSEAS ELECTORS"
107,"ST.ANNS GIRLS HR SEC SCHOOL (MIDDLE PORTION), GOPALAPURAM - 643202","1.JAGATHALA(TP), WARD NO.10 GOPALAPURAM , 2.JAGATHALA(TP), WARD NO.11 M.G.R. COLONY , 3.JAGATHALA(TP), WARD NO.11 GAYATHARI COLONY , 999.OVERSEAS ELECTORS"
108,"CORDITE FACTORY RECREATION CLUB, ( NORTH SIDE) ARUVANKADU - 643202","1.JAGATHALA(TP), WARD NO.12 ARUVANKAD RIGHT SIDE , 2.JAGATHALA(TP), WARD NO.12 NANJAMMAL COLONY , 3.JAGATHALA(TP), WARD NO.12 VINAYAGAR KOIL STREET , 4.JAGATHALA(TP), WARD NO.12 SHARIF COLONY , 999.OVERSEAS ELECTORS"
109,"CORDITE FACTORY RECREATION CLUB ( New Building), ARUVANKADU - 643202","1.JAGATHALA(TP), WARD NO.12 KALAIMAGAL THEATRE , 2.JAGATHALA(TP), WARD NO.13 UDHAYAM NAGAR , 3.JAGATHALA(TP), WARD NO.13 JAGATHALA ATTUKOLLAI , 4.JAGATHALA(TP), WARD NO.13 CORDITE FACTORY HOUSING BOARD , 999.OVERSEAS ELECTORS"
110,"CORDITE FACTORY HIGHER SEC. SCHOOL (NEW BUILDING), ARUVANKADU - 643202","1.JAGATHALA(TP), WARD NO.15 JAGATHALA ATTUKOLLAI , 2.JAGATHALA(TP), WARD NO.15 JAGATHALA ATTUKOLLAI , 999.OVERSEAS ELECTORS"
111,"CORDITE FACTORY RECREATION CLUB (SOUTH SIDE), ARUVANKADU - 643202","1.JAGATHALA(TP), WARD NO.14 CORDITE FACTORY ESTATE , 2.JAGATHALA(TP), WARD NO.14 JAGATHALA ATTUKOLLAI , 3.JAGATHALA(TP), WARD NO.14 JAGATHALA ATTUKKOLLAI , 999.OVERSEAS ELECTORS"
112,"COMMUNITY HALL, PERIYABIKKATTY - 643202","1.HUBATHALAI(R.V) And (P), WARD NO. 1 CHINNABIKKATTY , 2.HUBATHALAI(R.V) And (P), WARD NO. 1 PERIYABIKKATTY , 3.HUBATHALAI(R.V) And (P), WARD NO . 1 R.K.S. MANDI , 4.HUBATHALAI(R.V) And (P), WARD NO 1 KANIKARAJ NAGAR , 5.HUBATHALAI(R.V) And (P), WARD NO. 1 CHINNABIKKATTY , 6.HUBATHALAI(R.V) And (P), WARD NO . 1 PERIYABIKKATTY , 999.OVERSEAS ELECTORS"
113,"PANCHAYAT UNION PRIMARY SCHOOL ( LEFT SIDE), PERIYA HUBATHALAI - 643202","1.HUBATHALAI(R.V) And (P), WARD NO. 2 GANDHINAGAR , 2.HUBATHALAI(R.V) And (P), WARD NO. 1 NEHRU NAGAR , 3.HUBATHALAI(R.V) And (P), WARD NO. 2 NARIKULI , 4.HUBATHALAI(R.V) And (P), WARD NO. 2 JAVANAGOWDER LINE , 999.OVERSEAS ELECTORS"
114,"GOVERNMENT HIGHER SECONDARY SCHOOL,BLOCK NO.2( FRONT SIDE) , PERIYA HUBATHALAI - 643202","1.HUBATHALAI(R.V) And (P), WARD NO. 3 CHINNAHUBATHALAI , 2.HUBATHALAI(R.V) And (P), WARD NO. 3 HALLORAI , 3.HUBATHALAI(R.V) And (P), WARD NO. 2 GANDHI NAGAR , 4.HUBATHALAI(R.V) And (P), WARD NO 2 NARIKULI , 5.HUBATHALAI(R.V) And (P), WARD NO. 1 NEHRU NAGAR , 6.HUBATHALAI(R.V) And (P), WARD NO. 2 JAVANAGOWDER LINE , 7.HUBATHALAI(R.V) And (P), WARD NO. 3 AMBIGAPURAM , 8.HUBATHALAI(R.V) And (P), WAD NO 3 KAKKAN NAGAR , 999.OVERSEAS ELECTORS"
115,"GOVERNMENT HIGHER SECONDARY SCHOOL( LEFT SIDE) (OLD BUILDING), PERIYA HUBATHALAI - 643202","1.HUBATHALAI(R.V) And (P), WAD NO. 3 KAKKAN NAGAR , 2.HUBATHALAI(R.V) And (P), WARD NO. 4 KURUNJI NAGAR , 999.OVERSEAS ELECTORS"
116,"GOVERNMENT HIGHER SECONDARY SCHOOL(RIGHT SIDE)( OLD BUILDING) , PERIYA HUBATHALAI - 643202","1.HUBATHALAI(R.V) And (P), WARD NO. 4 AMBIGAPURAM , 2.HUBATHALAI(R.V) And (P), WARD NO. 4 INDIRA NAGAR , 3.HUBATHALAI(R.V) And (P), WARD NO. 3 HALORAI , 4.HUBATHALAI(R.V) And (P), WARD NO. 3 CHINNA HUBATHALAI , 5.HUBATHALAI(R.V) And (P), WARD NO. 4 AMBIGAPURAM , 6.HUBATHALAI(R.V) And (P), WARD NO 2 PERIYAHUBATHALAI , 999.OVERSEAS ELECTORS"
117,"GOVERNMENT GIRLS HIGH SCHOOL ( LEFT SIDE),PERIYA HUBATHALAI - 643202","1.HUBATHALAI(R.V) And (P), WARD NO. 4 INDIRA NAGAR , 2.HUBATHALAI(R.V) And (P), WARD NO. 4 PAZATHOTTAM , 3.HUBATHALAI(R.V) And (P), WARD NO. 4 YELLAKARA , 4.HUBATHALAI(R.V) And (P), WARD NO. 4 ERINKADU ESTATE , 5.HUBATHALAI(R.V) And (P), WARD NO. 4 PERIYA KARUMBALAM , 6.HUBATHALAI(R.V) And (P), WARD NO. 4 VASUGI NAGAR , 7.HUBATHALAI(R.V) And (P), WARD NO. 4 KAKKAN NAGAR , 8.HUBATHALAI(R.V) And (P), WARD NO 4 BENGAL ESTATE , 999.OVERSEAS ELECTORS"
118,"ERINKADU PRIMARY SCHOOL (RIGHT SIDE BUILDING) , CHINAKARUMBALAM - 643202","1.HUBATHALAI(R.V) And (P), WARD NO. 5 CHINNAKARUMBALAM , 2.HUBATHALAI(R.V) And (P), WARD NO 5. 8 NUMBER THOTTAM , 3.HUBATHALAI(R.V) And (P), WARD NO 5 HUBATHALLAI TEA FACTORY , 999.OVERSEAS ELECTORS"
119,"ERINKADU PRIMARY SCHOOL (LEFT SIDE BUILDING), CHINAKARUMBALAM - 643202","1.HUBATHALAI(R.V) And (P), WARD NO. 5 PERIYAR NAGAR , 2.HUBATHALAI(R.V) And (P), WARD NO. 5 KAROLINA PUDU COLONY , 3.HUBATHALAI(R.V) And (P), WARD NO. 5 KARIMARA HATTY , 999.OVERSEAS ELECTORS"
120,"COMMUNITY HALL, VASAMPALLAM - 643202","1.HUBATHALAI(R.V) And (P), WARD NO. 4 VASAMPALLAM , 2.HUBATHALAI(R.V) And (P), WARD NO. 5 VASAMPALLAM , 3.HUBATHALAI(R.V) And (P), WARD NO. 5 VASAMPALLAM , 999.OVERSEAS ELECTORS"
121,"COMMUNITY HALL, VALLUVAR NAGAR - 643105","1.HUBATHALAI(R.V) And (P), WARD NO.5 STANDLY PARK , 2.HUBATHALAI(R.V) And (P), WARD NO. 5 VASUGI NAGAR , 3.HUBATHALAI(R.V) And (P), WARD NO. 5 KAROLINA PUDU COLONY , 999.OVERSEAS ELECTORS"
