Polling Station No.,Building,Polling Areas
58,"St.Peters T.D.T.A Middle School,South Portion,Padasalai Street,Alangulam.","1.Alangulam (T.P) Paneer Selvam St. , 2.Alangulam (T.P) Azhagiri Samy St. , 3.Alangulam (T.P) Pillayar Kovil St. , 4.Alangulam (T.P) Bhrathiyar St. , 5.Alangulam (T.P) Nanthavana Kinatru St. , 6.Alangulam (T.P) C.S.I Church South West St , 7.Alangulam (T.P) Santhana Mariamman Kovil St. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
59,"Govt.Hr.Sec.School,Centre West Building,Alangulam.","1.Alangulam (T.P) Nanthavana kinatru St. , 2.Alangulam (T.P) M.P.C St. , 3.Alangulam (T.P) R.C. Chruch St. , 4.Alangulam (T.P) Patel St. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
60,"Govt.Hr.Sec.school,West Building North Portion,Alangulam.","1.Alangulam (T.P) Arunthathiyar St , W.no 5. , 2.Alangulam (T.P) Arunthathiyar St, 12 th St. , 3.Alangulam (T.P) Arunthathiyar St, 2nd St. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
61,"Govt.Hr.Sec.school,West Building South Portion,Alangulam.","1.Alangulam (T.P) Asarimar St. , 2.Alangulam (T.P) Asarimar St, 1st St. , 3.Alangulam (T.P) Asarimar St, 2nd St. , 4.Alangulam (T.P) Santhanamariyamman Kovil St. , 5.Alangulam (T.P) SanthanaMariyamman Kovil st, 1st Street. , 6.Alangulam (T.P) Santhana Mariyamman Kovil, 2nd Street. , 7.Alangulam (T.P) Santhana Mariyamman Kovil 3rd Street , 8.Alangulam (T.P) Santhana Mariamman Kovil 4th St , 9.Alangulam (T.P) Alangulam Tenkasi 1st Street. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
62,"Govt.Hr.Sec.School,East Building,Alangulam.","1.Alangulam (T.P) Alangulam, Tenkasi Road W.no 8. , 2.Alangulam (T.P) Tenkasi Road 1st Street. , 3.Alangulam (T.P) Tenkasi Road, 2nd St. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
63,"Govt.Hr.Sec.School,Centre East Building,Alangulam","1.Alangulam (T.P) Tenkasi Road, 3rd St. , 2.Alangulam (T.P) Tenkasi Road, 4th St. , 3.Alangulam (T.P) Tenkasi Road 5th St. , 4.Alangulam (T.P) Tenkasi Road, 6th St. , 5.Alangulam (T.P) Ambai Road. , 6.Alangulam (T.P) Ambai Road, 1st Street , 7.Alangulam (T.P) Ambai Road, 2nd St. , 8.Alangulam (T.P) Ambai Road, 3rd St. , 9.Alangulam (T.P) Ambai Road, 4th St. , 10.Alangulam (T.P) Ambai Road, 5th St. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
64,"Jesus Loves Nursery And Primary School,North Building East,Anna Nagar,Alangulam","1.Alangualm (T.P) Ward 9 Ambai Road. , 2.Alangulam (T.P) Ward 9, Ambai Road,1st Street. , 3.Alangulam (T.P) Ward 9,Ambai Road 2nd St. , 4.Alangulam (T.P) Ward 9, Ambai Road, 3rd St. , 5.Alangulam (T.P) Ward 9, Ambai Road, 4th St. , 6.Alangulam (T.P) Ward 9, Ambai road, 5th St. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
65,"Jesus Loves Nursery And Primary School,North Building,Anna Nagar,Alangulam","1.Alangulam (T.P) Ward 9, Alangulam,Tenkasi Road 1st Street , 2.Alangulam (T.P) Ward 9 , Alangulam,Tenkasi Road 1st Street , 3.Alangulam (T.P) Ward 9 Alangulam,Tenkasi Road 2nd St. , 4.Alangulam (T.P) Ward 9, Alangulam, Tenkasi Road 3rd St. , 5.Alangulam (T.P) Ward 9, Alangulam,Tenkasi Road 4th St. , 6.Alangulam (T.P) Ward 9 Alangulam, Tenkasi Road 2nd St. , 7.Alangulam (T.P) Ward 9 Alangulam, Tenkasi Road 1st Cross St. , 8.Alangulam (T.P) Ward 9, Alangulam, Tenkasi Road 2nd Cross St. , 9.Alangulam (T.P) Alangulam,Tenkasi Road 3rd Cross St. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
66,"Jesus Loves Nursery And Primary School,North Building,West,Anna Nagar,Alangulam.","1.Alangulam (T.P) Alangulam,Tenkasi Road 3th Street. , 2.Alangulam (T.P) Alangulam,Tenkasi Road 3rd Street,1st santhu. , 3.Alangulam (T.P) Street No 3 2th Santhu. , 4.Alankulam (T.P) Street no 3, 3th Santhu , 5.Alangualm (T.P) Street no 3, 4th Santhu. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
67,"Annai Saratha Mani Primary School,East Building, Alangulam","1.Alangulam (T.P) Street 5 (Kamarajar Nager) , 2.Alangulam (T.P) Street . 7, (Kamarajar). , 3.Alangulam (T.P) Street.7 (puratchi Nagar) , 4.Alangulam (T.P) Street.8 (Rajiv Nagar) , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
68,"Jesus Loves Nursery And Primary School,East Building,South Portion,Alangulam.","1.Alangulam (T.P) Third Cross St , 2.Alangulam (T.P) Fourth Cross St , 3.Alangulam (T.P) Secound Cross St , 4.Alangulam (T.P) First Cross St , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
69,"Jesus Loves Nursery And Primary School,South Building West Portion,Anna Nagar,Alangulam.","1.Alangulam (T.P) Ward no.1,3 R.C.Church St. , 2.Alangulam (T.P) Ward no.12,Alangulam Tenkasi Road,Jothinagar. , 3.Alangulam (T.P) Alangulam Tenkasi Road, 1st Street , 4.Alangulam (T.P) Alangulam Tenkasi Road 2nd St. , 5.Alangulam (T.P) Alangulam Tenkasi 2nd Sandhu. , 6.Alangulam (T.P) R.C. Church 2nd St. , 7.Alangulam (T.P) Mariyamman Kovil St, Cross St. , 8.Alangulam (T.P) T.D.T.A Padasalai St. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
70,"Jesus Loves Nursery And Primary School,North Building 3rd Room from East,Anna Nagar,Alangulam.","1.Alangulam (T.P) Ward no 13 ,Patel St. , 2.Alangulam (T.P) Ward no 13 TDTA Padasalai St , 3.Alangulam (T.P) Ward no 13, Mariyamman Kovil St. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
71,"Annai Sarathamani Primary School,North Building,Western Portion,Alangulam","1.Alangulam (T.P) Alangulam to Tenkasi Road. , 2.Alangulam (T.P) Alangulam to Tenkasi, 3rd Santhu. , 3.Alangulam (T.P) Alangulam to Tenkasi, 4th St. , 4.Alangulam (T.P) Alangulam to Tenkasi, 5th St. , 5.Alangulam (T.P) Alangulam to Tenkasi, 6th St. , 6.Alangulam (T.P) Alangulam to Tenkasi, 12 St, W.no 13. , 7.Alangulam (T.P) Alangulam to Tenkasi Road, 2nd St.( 12th Street) , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
72,"T.D.T.A. Primary School,Keelapattamudaiyarpuram","1.Mayamankurichi (R.V),Kurippankulam (P) Ward no 1 Bharathi St, Block 1. Keelapattamudayarpuram , 2.Mayamankuruchi (R.V),Kurippankulam (P) Ward no 1,Block 2 Middle St. Keelapattamudayarpuram , 3.Mayamankuruchi (R.V),Kurippankulam (P) Ward no.1 Amman Kovil St. Keelapattamudayarpuram , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
73,"Panchayat Office,Kurippankulam.","1.Mayamankuruchi (R.V), Kurippankulam (P) Ward no.1 Main Road , 2.Mayamankuruchi (R.V),Kurippankulam (P). Ward no 1 School Street. , 3.Mayamankuruchi (R.V),Kurippankulam (P) Ward no.1 East St , 4.Mayamankuruchi (R.V)Mayamankuruchi (P) Ward No.1 Kamaraj Nagar. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
74,"Arul Jothy Primary School,Northern Portion,Kuripankulam.","1.Mayamankurichi (R.V),Kurippankulam (P) Ward no 3,Vetha Kovil Street. , 2.Mayamankurichi (R.V),Kurippankulam (P) Ward.no 3,Block 3 ,Kamarajar St. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
75,"Arul Jothy Primary School,WestPortion,Kurippankula m.","1.Mayamankurichi (R.V),Kurippankulam (P) Ward no 3 Block 3 Madasamy Kovil Street , 2.Mayamankurichi (R.V),Kurippankulam (P) Ward no 4 Shunmugapuram , 3.Mayamankurichi (R.V),Kurippankulam (P) Water Tank Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
76,"Hindu Primary School,East Portion,Mayaman Kurichi.","1.MayamanKurichi (R.V),MayamanKurichi (P) Pajanai Kovil St,Ward no1. , 2.MayamanKurichi (R.V), MayamanKurichi (P) Pillayar Kovil St, Ward no 1. , 3.MayamanKurichi (R.V),MayamanKurichi (P) Amman Kovil Street, Ward no.2 . , 4.MayamanKurichi (R.V),MayamanKurichi (P) Vaniyar St, Ward no 2. , 5.Mayamankurichi (RV) Mayamankurichi Block No 2 Ramar Kovil Street 2nd Ward , 6.Mayamankurichi(R.V), Mayamankurichi (P) MuthuGopala Samuthiram 2nd Ward. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
77,"Panchayat Union Primary School,New Building South, Mayaman Kurichi.","1.Mayamankurichi (R.V), MayamanKurichi (P) Therkoor,Ward no 3. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
78,"Hindu Middle School,Minority South Building,Eastern Portion,Thuthikulam","1.Mayamankuruchi (R.V), Mayamankuruchi (P) Thuthikulam. Asari West Street 4th Ward , 2.Mayamankuruchi (R.V),Mayamankuruchi (P),Thuthikulam East Street 4th Ward. , 3.MayamanKurichi (R.V),MayamanKurichi (P),Thuthikulam. South St ,Ward no 4. , 4.MayamanKurichi (R.V),MayamanKurichi (P),Thuthikulam. South Colony,Ward no 4. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
79,"Community Hall,Naranapuram","1.Naranapuram (R.V), Naranapuram (P) Block No 1,Colony Street. , 2.Naranapuram (R.V), Naranapuram (P) Block No 1 Pillaiyar Kovil Street. , 3.Naranapuram (R.V), Naranapuram (P). Block No 1 Ramar Kovil Street. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
80,"Hindu Primary School,West Building North Portion,Mayaman Kurichi.","1.Naranapuram (R.V),Naranapuram (P). Block 2 ,Amman Kovil Street. , 2.Naranapuram (R.V),Naranapuram (P) Block 2 Arunththiyar Street. , 3.Naranapuram (R.V),Naranapuram (P) Block 2,South Street. , 4.Naranapuram (R.V),Naranapuram (P). Block 2,Nesavalar Colony. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
81,"T.D.T.A.Middle School,North Building West Portion,KuruvanKottai.","1.Mayamankurichi (R.V), Mayamankurichi (P) Ward.no 5,East St. , 2.Mayamankurichi (R.V),Mayamankurichi (P) Ward no.7, Middle St. , 3.Mayamankurichi (R.V),Mayamankurichi (P) Ward no.7, Kamarajar Street. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
82,"T.D.T.A.Middle School,North Building Eastern Portion,Kuruvankottai","1.Mayamankurichi (R.V),Mayamankurichi (P) Ward no.7,Pillayar Kovil Street. , 2.Mayamankurichi (R.V),Mayamankurichi (P) Ward no.8, Jawahar Street. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
83,"T.D.T.A.Middle School.North Building East Portion,2nd Room,Kuruvankottai","1.Mayamankurichi (R.V),Mayamankurichi (P) Ward no.6, East St. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
84,"Hindu Primary School,North Facing Room,Kuruvankottai.","1.Mayamankurichi (R.V),Mayamankurichi (P) Ward no.9,Agni Madan Kovil St. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
85,"Hindu Primary School,South Facing Room,Kuruvankottai.","1.Mayamankurichi (R.V),Mayamankurichi Ward no.9 ,Jawahar St. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
86,"Chithiraputhra Maravar Primary School, A.Maruthappapuram.","1.NaranaPuram (R.V),NaranaPuram (P) Block 3, Pillayar kovil St. A Maruthappapuram , 2.Naranapuram (R.V),Naranapuram (P) Block 3,Easwariamman Kovil St. A Maruthappapuram , 3.Naranapuram (R.V),Naranapuram (P) Block no 3, North Street. A Maruthappapuram , 4.Naranapuram.(R.V), Naranapuram (P) Block 3,Middle St. A Maruthappapuram , 5.Naranapuram (R.V),Naranapuram (P) Block no 3 School Street. A Maruthappapuram , 6.Naranapuram. (R.V), Naranapuram.(P) Block 4,Uchimahaliamman Kovil St. A Maruthappapuram , 7.Naranapuram.(R.V),Naranapuram (P) Block 4,Nettur Road A.Maruthappapuram , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
87,"Namasivaya Mudaliar Memorial Middle School,West Portion,Kidarakulam.","1.KidaraKulam (R.V), KidaraKulam (P). Ward no 1, MathaKovil Street. , 2.KidaraKulam (R.V),KidaraKulam (P) Ward No 1 V.O.C. Street. , 3.KidaraKulam (R.V), Agaram and KidaraKulam (P) Ward no 1, Ambedkar St. , 4.KidaraKulam (R.V),KidaraKulam (P) Ward no 1,Thamarai Street. , 5.KidaraKulam (R.V), KidaraKulam (P) Ward no 1, Madasamy Kovil Street. , 6.KidaraKulam (R.V), KidaraKulam (P). Ward no.1, Sivan Kovil St. , 7.KidaraKulam (R.V),KidaraKulam Ward no.1, Krishnan Kovil Street. , 8.KidaraKulam (R.V),KidaraKulam (P) Ward no.1, Pillayar Kovil St. , 9.KidaraKulam (R.V),KidaraKulam (P) Ward.no1,Selvi Nagar. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
88,"Namasivaya Mudaliar Memorial Middle School,East Portion,Kidarakulam.","1.KidaraKulam (R.V),KidaraKulam (P) Ward no 2 , Indra Nagar. , 2.KidaraKulam (R.V), KidaraKulam (P) Ward no 2, Kennedy St. , 3.KidaraKulam (R.V),KidaraKulam (P) Ward no.2, Ramar Kovil St. , 4.KidaraKulam.(R.V),KidaraKulam. (P) Ward no 2, Main Road. , 5.KidaraKulam (R.V), KidaraKulam (P) Ward no 2,Thiruvalluvar St. , 6.KidaraKulam (R.V), KidaraKulam (P) Ward no.2, Bharathiyar St. , 7.KidaraKulam (R.V),KidaraKulam (P) Ward no 2, Mukkulathore St. , 8.Kidarakulam (R.V), Kidarakulam (P) Ward No 2 Anna Street. , 9.KidaraKulam (R.V), KidaraKulam (P) Ward no 2 , Nehru Street. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
89,"Panchayat Union Primary School,East Building,Nettur","1.Nettur (R.V),Nettur (P) Block 2 ,Bajanai Mada St. , 2.Nettur (R.V),Nettur (P) Block 3 ,Salai Kovil St. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
90,"R.C Primary School,South Building,Nettur.","1.Nettur (R.V),Nettur (P) Block 3 ,Bharathiar St. , 2.Nettur.(R.V), Nettur (P) Block No 1, R.C Street. , 3.Nettur (R.V),Nettur (P) Block No 2, Amman Kovil St. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
91,"Panchayat Union Primary School,West New Building,North to Road,East Portion,Nettur.","1.Nettur (R.V),Nettur (P) Block No 4 ,Anna Street. , 2.Nettur (R.V),Nettur (P). Block 4,Moola Vasal St 1. , 3.Nettur (R.V),Nettur (P) Block No 4, Thiruvalluvar St. , 4.Nettur (R.V),Nettur (P) Block No 4,Moola Vasal 2 , 5.Nettur (R.V),Nettur (P) Block 4,Krishnan Kovil St. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
92,"Panchayat Union Primary School,North New Building,Nettur.","1.Nettur (R,V),Nettur (P) Block No 5 ,Salai St. , 2.Nettur. (R.V), Nettur.(P). Block No 6,Apranantha Samy Kovil St. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
93,"Panchayat Union Primary School,New Building West Portion North side of the Road,Nettur","1.Nettur (R.V),Nettur (P) Block 7 ,Aprananthasamy Kovil St , 2.Nettur (R.V),Nettur (P) Block 7 ,Kandhimathinatha Pillai St. , 3.Nettur (R.V),Nettur (P) Block 8 ,Padasalai St. , 4.Nettur (R.V),Nettur (P) Block 9, Arunachalapuram. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
94,"Hindu Primary School,West Building,South Portion,Kavalakurichi.","1.Kavalakurichi (R),Kavalakurichi Ward no 2, Vannar Kovil Street, , 2.Kavalakurichi (R.V),Kavalakurichi (P) Ward no.2,3 R.C. Church St , 3.Kavalakurichi. (R.V),Kavalakurichi. (P) Ward no 3 Arunthathiyar Street. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
95,"Anganwadi Center,Kavalakurichi.","1.Kavalakurichi (R.V), Kavalakurichi (P) Ward no 1 , Middle Street. , 2.Kavalakurichi (R.V), Kavalakurichi (P) Ward no.1, Valaiyan Kovil Street. , 3.Kavalakurichi (R.V), Kavalakurichi (P) Ward.no1, North St 1. , 4.Kavalakurichi (R.V), Kavalakurichi (P) Ward no 2 North Sreet 2 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
96,"Balaguru Vidyasalai Primary School,South Building East Portion,Vennilinga Puram.","1.Kavalakurichi (R.V), Kavalakurichi (P) Ward No 4, South Street. , 2.Kavalakurichi (R.V),Kavalakurichi (P) Ward No 5, North St 1. , 3.Kavalakurichi (R.V),Kavalakurichi (P) Ward No 5,Middle St1, , 4.Kavalakuruchi (R.V), Kavalakuruchi (P) Ward No 5 Amman Kovil Street 1. , 5.Kavalakurichi (R.V),Kavalakurichi (P) Ward No 5,Uthumalai Main Road. , 6.Kavalakurichi (R.V),Kavalakurichi (P) Ward no 5, Amman Kovil Street 2. , 7.Kavalakurichi (R.V),Kavalakurichi (P) Ward No 5,Middle St 2 , 8.Kavalakurichi (R.V), Kavalakurichi (P) Ward no 5, North Street 2 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
97,"Balaguru Vithyasalai Primary School,West Portion Old Building,Vennilinga Puram.","1.Kavalakurichi (R.V), Kavalakurichi (P) Ward No 6,Kali Kovil st. , 2.Kavalakurichi (R.V), Kavalakurichi (P) Ward No 6,Valaiyan Kovil st. , 3.Kavalakurichi (R.V), Kavalakurichi (P) Ward No 6,South St. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
98,"Balaguru Vithyasalai Primary School,New Building,Vennilinga Puram.","1.Kavalakurichi (R.V), Kavalakurichi (P) Ward No 6,East Street 2 , 2.Kavalakurichi (R.V), Kavalakurichi (P) Ward No 6,Arunthathiyar St. , 3.Kavalakurichi (R.V), Kavalakurichi (P) Ward No 7,Marudhupuram pudhur, , 4.Kavalakurichi (R.V), Kavalakurichi (P) Ward No 7,Maruthapuram Puthur Colony. , 5.Kavalakurichi (R.V), Kavalakurichi (P) Ward No 4,East Street 1 , 6.Kavalakurichi (R.V), Kavalakurichi (P) Ward No 6,Amman Kovil st . , 7.Kavalakurichi (R,V), Kavalakurichi (P) Ward No 6,North st. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
99,"Saraswathy Vidyalaya Primary School,West Building,Kadanganeri","1.Kadanganeri (R.V), Kadanganeri (P) Block No 1, Velayutha Nadar. , 2.Kadanganeri (R.V),Kadanganeri (P) Old Post offfice Street. , 3.Kadanganeri (R.V), Kadanganeri (P) Ward 3 Anna Street. , 4.kandanganeri (R.V),Kadanganeri (P) Karkuvel Nadar Street , 5.Kadanganeri (R.V), Kadanganeri (P) Amman koil Street.5 , 6.Kadanganeri (R.V), Kadanganeri (P). Ayyakutti Nadar Street.6 , 7.Kadanganeri (R.V),Kadanganeri (P) Arrunthathiyar Street .7 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
100,"Saraswathy Vidyalaya Primary School,South Building,Kadanganeri","1.Kadanganeri (R.V), Kadanganeri (R.V). 1. New Post Office Street , 2.Kadanganeri (R.V),Kadanganeri (P) 2 Oor Kinatru Street , 3.Kadanganeri (R.V),Kadanganeri (P) 3 Main street , 4.Kadanganeri (R.V),Kadanganeri (P) 4 Ramalinga Nadar Street , 5.Kadanganeri (R.V),Kadanganeri (P) 5 West Street , 6.Kadanganeri (R.V),Kadanganeri (P) 6 Ulagamman Kovil Street , 7.Kadanganeri (R.V),.Kadanganeri (P) 7 Clerk Street , 8.Kadanganeri (R.V),.Kadanganeri (P) 8 Karuppasamy Kovil Street , 9.Kadanganeri (R.V),Kadanganeri (P), 9 Rice Mill Street , 10.Kadanganeri (R.V),.Kadanganeri (P) 10 Esskiamman Kovil Street , 11.Kadanganeri (R.V),Kadanganeri (P) 11 Teacher Street , 12.Kadanganeri (R.V),.Kadanganeri (P) 12 Vadakkathiamman Kovil Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
101,"T.D.T.A.Primary School,West Building Next to Office Room, Reddiyarpatti.","1.Kadanganeri (R.V),.Kadanganeri (P) Block 3,1Ramalinga Nayar St . , 2.Kadanganeri (R.V),.Kadanganeri (P) Block No 3, 2 Loganathan Street , 3.Kadanganeri (R.V),.Kadanganeri (P) BLOCK NO 3,3 Arunachala Nayar Street , 4.Kadanganeri (R.V),.Kadanganeri (P) BLOCK 5 , 4 Old President Street , 5.Kadanganeri (R.V),Kadanganeri (P) 5. Ponniah Nadar Street , 6.Kadanganeri (R.V),.Kadanganeri (P) 6 Nattamai Street , 7.Kadanganeri (R.V),Kadanganeri (P) 7 Main Road , 8.Kadanganeri (R.V),.Kadanganeri (P) 8. Arun Street , 9.Kadanganeri (R.V),.Kadanganeri (P) 9 Sociyar Street , 10.Kadanganeri (R.V),.Kadanganeri (P) 10 Kaliamman Kovil Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
102,"T.D.T.A.Primary School,North Building 4th Room from East,Reddiyarpatti.","1.Kadanganeri (R.V),.Kadanganeri (P) 1 Kamaraj Street , 2.Kadanganeri (R.V),.Kadanganeri (P) 2 Main road , 3.Kadanganeri (R.V),.Kadanganeri (P) 3 Gana Guruvithiyasalai , 4.Kadanganeri (R.V),.Kadanganeri (P) 4 Chandu Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
103,"T.D.T.A Primary School,Northern Building1st Room From East,Reddiyarpatti.","1.Kadanganeri (R.V),Kadanganeri (P) Samill Street.1 , 2.Kadanganeri (R.V),Kadanganeri (P) Bharathyar Street.2 , 3.Kadanganeri (R.V),Kadanganeri (P) Thebavali Subbiah Thever Street. , 4.Kadanganeri (R.V),Kadanganeri (P) Sadaippapuram Street.4 , 5.Kadanganeri (R.V),Kadanganeri (P) Libraury Street. , 6.Kadanganeri (R.V),.Kadanganeri (P) Saddaiappa puram,Marriamman kovil Street.6 , 7.Kadanganeri (R.V),.Kadanganeri (P) Velayutha Nadar Street.7 , 8.Kadanganeri (R.V),.Kadanganeri (P) Ponniah Nadar Street 9. , 9.Kadanganeri (R.V),.Kadanganeri (P) Pandi Vatthiyar Street.10 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
104,"T.D.T.A Primary School,Northern Building,3rd Room From East Reddiyarpatti","1.Kadanganeri (R.V),.Kadanganeri (P) 1. K . R .MandabaThever Street. , 2.Kadanganeri (R.V),.Kadanganeri (P) 2. Village booth Street. , 3.Kadanganeri (R.V),.Kadanganeri (P) 3. Milagu Vella kovil Street. , 4.Kadanganeri (R.V),.Kadanganeri (P) 4. Old Kiramus Street , 5.Kadanganeri (R.V),.Kadanganeri (P) 5. J.L.R Thotti Street. , 6.Kadanganeri (R.V),.Kadanganeri (P) 6. Muthuramlinga Street , 7.Kadanganeri (R.V),.Kadanganeri (P) 7. Therkkamman Kovil Street , 8.Kadanganeri (R.V),.Kadanganeri (P) 8. Thevar Thirumana mandaba Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
105,"T.D.T.A. Primary School,Kaduvetti","1.Kaduvetti (R.V),Kaduvetti (P) East St, Church St , 2.Kaduvetti (R.V),Kaduvetti (P). West St,South St, Middle St, Post office St .Ward No 1. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
106,"T.D.T.A.Primary School,North Building East Portion,Reddiyarpatti.","1.Kadanganeri (R.V),Kadanganeri (P) Chinna Raja street.1 , 2.Kadnanganeri (R.V),Kadnanganeri (P) Esawari Amman Kovil Street.2 , 3.Kadanganeri (R.V),.Kadanganeri (P) V.O.C Street.3 , 4.Kadanganeri (R.V),.Kadanganeri (P) MAA.POO.C Street.4 , 5.Kadanganeri (R.V),.Kadanganeri (P) Immanual Street.5 , 6.Kadanganeri (R.V),.Kadanganeri (P) Mahatma Ganthi Street.6 , 7.Kadanganeri (R.V),.Kadanganeri (P) R.C Kovil Street.7 , 8.Kadanganeri (R.V) Kadanganeri (P) Kovil Pillai Nadar Street.8 , 9.Kadanganeri (R.V),.Kadanganeri (P) Mannikam Street.9 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
107,"T.D.T.A.Primary School,North Building 2nd Room From East,Reddiyarpatti.","1.Kadanganeri (R.V),.Kadanganeri (P) Ondi Veeran Street .10, , 2.Kadanganeri (R.V),.Kadanganeri (P) Nheruji Street.11 , 3.Kadanganeri (R.V),.Kadanganeri (P) Arunthathiyar Street.12 , 4.Kadanganeri (R.V),.Kadanganeri (P) Muthu Street , 5.Kadanganeri (R.V),.Kadanganeri (P) 5. Arunthathiyar Street. , 6.Kadanganeri (R.V),.Kadanganeri (P) 6 Oddu Salai Street , 7.Kadanganeri (R.V),.Kadanganeri (P) 7. Velusamy thevar Street , 8.Kadanganeri (R.V),.Kadanganeri (P) 8. Indira Memorial Colony Street , 9.Kadanganeri (R.V),.Kadanganeri (P) 9. Santhana Street , 10.Kadanganeri (R.V),.Kadanganeri (P) 10. New Colony Street , 11.Kadanganeri (R.V),.Kadanganeri (P) 11. Sappani Street , 12.Kadanganeri (R.V),.Kadanganeri (P) 12. BSNL Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
108,"T.D.T.A. Primary School,Arunachalapuram.","1.Subbiahpuram (R.V),Subbiahpuram (P). Ward no1 ,Pillayar Kovil St. , 2.Subbiahpuram (R.V),Subbiahpuram (P) Ward no1, North St. , 3.Subbiahpuram (R.V),Subbiahpuram (P) Ward no1 ,Middle St. , 4.Subbiahpuram (R.V),Subbiahpuram (P) Ward no1, Pallivasal St. , 5.Subbiahpuram (R.V),Subbiahpuram (P) Ward no 1, South St. , 6.Subbiahpuram (R.V),Subbiahpuram (P) Ward no 1 ,Arunthathiar St. , 7.Subbiahpuram (R.V),Subbiahpuram (P) Ward no2 ,East St. , 8.Subbiahpuram (R.V),Subbiahpuram (P) Ward no 2 ,Amman Kovil St. , 9.Subbiahpuram (R.V),Subbiahpuram (P) Ward no 2, Main Road. , 10.Subbiahpuram (R.V),Subbiahpuram (P) Ward no 2 ,Colony St. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
109,"Govt. Hr. Sec. School,West Building,Middle Portion,Maranthai.","1.Maranthai (R.V),Maranthai (P) Ward no1,North Maravar St. , 2.Maranthai (R.V),Maranthai (P) Ward no 1, South Maravar St. , 3.Maranthai (R.V),Maranthai (P) Ward no 1,Pillaimar St. , 4.Maranthai (R.V),Maranthai (P) Ward no 1,Soma Sundara Vinayagar Kovil St. , 5.Maranthai (R.V),Maranthai (P) Ward no 1,Asarimar St. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
110,"Govt. Hr. Sec. School,South Portion East from 2nd Buliding Middle Portion,Maranthai.","1.Maranthai (R.V),Maranthai (P) Ward no 2, School St. , 2.Maranthai (R.V),Maranthai (P) Ward no 2,Ram Nagar, Malankurichi , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
