Sl. No,Polling Station No,A.KALAIVANAN Party India My,K.SIVAKUMAR Katchi Makkal Thannurimai Tamilaga,K.CHINNATHAMBI Of (Athawale) Party Republican India,N.SENGOTTUVELL U Party Socialist Ahimsa,P.NATARAJAN Katchi Tamilar Naam,R.JANAGARAJ Maiam Needhi Makkal,A.ESWARAN Independent,K.ESWARAN Independent,G.ESWARAN Independent,M.ESWARAN Independent,S.KARTHIKEYAN Independent,T.SHANMUGASUND ARAM Independent,C.SATHIESHKUMA R Independent,R.CHANDRA Independent,K.SARAVANAN Independent,M.SARASWATHI Independent,C.SENTHILKUMAR Independent,SELVARAMALINGA JALLIKKATTU M Independent,K.R.SELVARAJ Independent,C.BALAMURUGAN Independent,S.BALAMURUGAN Independent,P.BALAJICHEZHIA N Independent,R.RANJIT Independent,K.VELU Independent,Total Valid Votes,Rejected Votes,NOTA,Total Votes,Tendered Votes
1,,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
161,128M,235,189,0,0,0,0,58,0,14,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,499,0,6,505,0
162,128A(W),229,225,3,2,0,1,35,1,6,2,0,0,0,1,0,4,0,0,0,0,1,0,0,0,1,0,0,1,512,0,6,518,0
163,129,326,249,3,0,2,0,52,0,29,4,0,0,0,0,1,7,2,1,1,0,0,0,0,0,1,0,2,0,680,0,5,685,0
164,130,245,169,1,0,2,0,20,0,14,0,1,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,457,0,1,458,0
165,131,376,308,4,0,0,0,61,0,14,1,0,0,0,1,0,15,1,1,0,0,0,0,0,0,0,0,1,0,783,0,10,793,0
166,132,333,258,2,0,1,1,41,0,18,2,0,0,0,0,0,3,3,0,0,1,0,0,0,0,1,0,2,0,666,0,4,670,0
167,133M,272,198,0,0,0,0,50,0,10,0,0,0,0,0,0,11,1,2,0,0,0,0,0,1,0,0,0,0,545,0,1,546,0
168,133A(W),256,313,2,1,1,0,28,0,11,0,0,1,0,0,1,7,0,2,0,0,0,0,0,0,0,0,1,0,624,0,3,627,0
169,134,345,234,2,0,0,1,48,1,12,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,650,0,5,655,0
170,135,224,272,1,0,0,0,34,1,9,5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,549,0,4,553,0
171,136,348,270,0,0,1,0,51,0,20,2,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,697,0,6,703,0
172,137M,172,171,2,1,0,0,32,0,17,2,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,1,403,0,5,408,0
173,137A(W),168,236,0,2,1,0,16,0,17,1,1,0,1,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,449,0,5,454,0
174,138,286,187,2,0,0,1,37,0,18,2,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,539,0,7,546,0
175,139,321,199,0,2,0,0,40,0,33,6,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,607,0,5,612,0
176,140,239,248,1,0,0,0,61,0,24,5,0,0,0,0,0,3,1,0,0,0,0,3,0,0,1,0,1,0,587,0,5,592,0
177,141,360,213,2,1,0,0,63,1,32,3,0,0,0,1,0,0,4,0,0,1,0,0,0,4,0,0,0,0,685,0,2,687,0
178,142M,164,133,1,0,0,0,33,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,355,0,9,364,0
179,142A(W),149,173,1,0,0,0,16,0,22,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,369,0,5,374,0
180,143,322,269,1,1,0,0,32,1,19,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,1,651,0,10,661,0
181,144M,151,184,0,0,0,0,24,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0,4,383,0
182,144A(W),127,228,1,0,0,0,18,0,24,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,403,0,2,405,0
183,145M,194,157,0,0,0,0,36,0,12,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,403,0,3,406,0
184,145A(W),217,154,0,0,1,0,18,0,13,0,0,1,0,0,1,2,1,1,0,0,0,3,0,0,1,0,0,0,413,0,0,413,0
185,146,165,159,1,0,0,0,36,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,5,383,0
186,147,134,127,0,0,0,0,22,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,293,0,1,294,0
187,148M,242,187,1,0,0,0,52,0,13,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,504,0,6,510,0
188,148A(W),254,213,1,2,0,0,22,0,16,1,0,0,0,1,1,1,2,0,0,0,0,0,0,1,0,3,0,0,518,0,2,520,0
189,149,108,110,0,0,0,0,18,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,3,245,0
190,150,309,291,2,1,1,0,40,0,9,4,0,0,0,3,2,4,3,0,0,0,0,0,0,0,0,0,0,0,669,0,3,672,0
191,151,205,192,3,0,0,0,33,0,8,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,449,0,5,454,0
192,152M,176,182,1,0,0,0,43,0,5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,410,0,8,418,0
193,152A(W),134,270,2,0,0,0,17,2,6,2,0,1,0,1,5,4,1,1,2,0,0,0,0,0,0,0,1,1,450,0,6,456,0
194,153,319,302,4,0,1,0,52,0,9,4,0,0,0,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,699,0,4,703,0
195,154M,165,194,0,1,1,0,78,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,5,452,0
196,154A(W),188,241,1,1,1,0,23,0,8,1,2,0,0,2,1,3,3,1,1,0,0,0,0,0,0,1,0,0,478,0,3,481,0
197,155,257,284,1,1,0,0,43,0,26,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,617,0,2,619,0
198,156,343,309,1,0,0,1,61,1,21,2,1,0,0,2,2,0,2,0,0,1,0,0,1,1,0,0,0,0,749,0,11,760,0
199,157,296,208,2,0,0,0,33,0,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,564,0,11,575,0
200,158,268,340,0,0,0,0,44,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,681,0,7,688,0
201,159M,192,176,1,1,0,0,43,0,21,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,438,0,6,444,0
202,159A(W),161,201,3,0,0,0,25,0,18,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,412,0,3,415,0
203,160,311,316,0,0,1,0,63,0,25,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,722,0,11,733,0
204,161,268,228,2,0,1,0,59,0,22,1,0,1,0,2,0,0,0,0,0,2,0,1,0,0,0,1,0,0,588,0,13,601,0
205,162M,168,190,0,1,0,0,27,0,11,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,401,0,3,404,0
206,162A(W),149,203,1,0,0,0,10,2,13,2,0,0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,1,0,387,0,6,393,0
207,163,295,278,2,1,0,1,32,0,8,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,623,0,1,624,0
208,164,473,271,1,0,0,0,60,0,20,1,0,0,0,0,1,1,0,0,0,0,0,2,0,4,0,0,0,1,835,0,5,840,0
209,165,268,206,1,0,0,1,49,0,13,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,544,0,3,547,0
210,166M,179,194,0,0,0,0,38,0,18,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,433,0,2,435,0
211,166A(W),178,232,0,0,0,0,25,0,15,1,0,0,0,0,1,1,0,2,0,0,0,2,0,1,0,0,0,0,458,0,4,462,0
212,167,249,352,0,1,0,0,44,0,14,2,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1,0,669,0,2,671,0
213,168,291,271,2,3,0,0,57,0,11,2,0,0,0,0,0,8,1,1,0,0,0,0,0,0,1,0,0,0,648,0,4,652,0
214,169M,210,137,3,0,0,0,43,1,11,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,410,0,3,413,0
215,169A(W),201,176,1,0,1,0,26,0,9,1,0,1,0,3,1,4,2,0,0,0,0,1,0,1,0,1,0,0,429,0,1,430,0
216,170,360,309,0,0,0,0,52,0,17,0,0,1,0,0,1,3,1,1,0,0,0,0,1,1,0,0,1,0,748,0,13,761,0
217,171,323,348,1,1,0,1,61,0,12,2,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,755,0,5,760,0
218,172,177,210,2,0,0,0,44,0,14,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,451,0,8,459,0
219,173M,187,200,1,1,0,1,34,0,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,438,0,9,447,0
220,173A(W),144,249,1,2,0,0,20,0,7,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,429,0,2,431,0
221,174M,171,218,0,0,0,0,72,0,7,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,481,0,5,486,0
222,174A(W),158,248,1,1,0,1,37,1,12,7,0,0,0,4,3,2,4,0,0,0,0,0,0,1,0,0,0,2,482,0,3,485,0
223,175,249,237,1,0,0,0,25,0,7,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,526,0,1,527,0
224,176,349,252,3,0,0,0,58,0,27,3,0,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,699,0,6,705,0
225,177,323,328,0,1,0,1,72,0,46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,773,0,10,783,0
226,178,188,252,0,0,0,0,49,0,29,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,522,0,6,528,0
227,179,292,325,4,2,0,0,65,0,27,2,1,0,0,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,726,0,15,741,0
228,180M,194,184,1,0,0,0,65,0,15,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,464,0,11,475,0
229,180A(W),206,209,4,0,0,1,30,0,21,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,479,0,4,483,0
230,181,426,199,3,1,0,0,79,0,15,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,729,0,3,732,0
231,182,82,88,0,0,0,0,17,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,190,0,2,192,0
232,183,247,304,1,0,0,1,69,0,20,0,0,1,0,1,1,0,1,0,0,1,0,1,3,0,0,0,0,1,652,0,6,658,0
233,184,205,239,1,0,0,0,52,0,13,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,515,0,8,523,0
234,185,177,387,2,0,1,0,55,0,13,1,0,1,0,0,1,1,2,2,0,0,0,0,1,0,0,1,0,0,645,0,13,658,0
235,186,283,348,3,0,1,0,60,0,18,0,0,0,2,1,6,4,1,0,1,0,0,0,1,0,0,0,0,3,732,0,5,737,0
236,187M,215,163,0,1,0,0,50,0,14,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,451,0,3,454,0
237,187A(W),225,204,0,1,0,0,19,1,10,0,1,0,0,0,1,5,6,1,0,0,0,1,2,2,1,0,0,3,483,0,3,486,0
238,188M,198,197,0,0,1,1,60,1,17,2,0,0,0,0,1,0,0,1,0,0,1,2,1,0,0,1,0,1,485,0,7,492,0
239,188A(W),198,217,3,2,0,0,30,0,16,1,0,0,1,1,3,6,3,1,1,0,0,1,0,2,0,1,1,0,488,0,7,495,0
240,189,148,161,1,1,0,0,46,0,15,2,0,0,0,0,1,1,0,1,0,0,1,5,0,2,0,0,0,0,385,0,4,389,0
241,190M,166,150,2,1,0,0,34,0,15,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,373,0,3,376,0
242,190A(W),161,197,3,0,0,0,17,0,9,1,1,0,0,0,1,10,1,1,0,0,0,0,0,0,0,0,0,0,402,0,5,407,0
243,191,206,248,0,0,0,0,38,1,19,1,0,0,0,0,0,1,0,1,0,0,0,1,4,0,0,0,0,0,520,0,8,528,0
244,192,302,140,2,0,0,0,39,0,18,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,504,0,6,510,0
245,193,302,178,0,0,0,0,35,0,23,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,545,0,4,549,0
246,194M,240,80,0,2,0,0,48,0,14,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,388,0,4,392,0
247,194A(W),285,101,1,1,0,0,13,0,10,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,417,0,5,422,0
248,195,228,319,1,1,1,0,30,0,25,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,610,0,15,625,0
249,196,162,146,1,0,0,0,32,0,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,356,0,6,362,0
250,197M,190,154,0,0,0,1,26,1,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,393,0,12,405,0
251,197A(W),203,173,2,0,0,0,11,1,26,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,421,0,5,426,0
252,198M,162,156,0,0,1,2,42,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,384,0,4,388,0
253,198A(W),167,187,1,0,1,0,27,0,23,1,0,0,0,2,0,1,0,0,0,1,0,0,1,2,0,0,0,0,414,0,7,421,0
254,199,140,92,1,0,0,0,9,0,24,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,269,0,1,270,0
255,200,125,144,0,0,0,0,18,0,27,0,0,0,0,0,0,0,1,2,0,0,0,1,6,1,0,0,0,0,325,0,2,327,0
256,201,147,282,0,0,0,0,47,1,15,0,0,0,0,1,1,1,1,3,0,0,0,1,0,0,0,0,0,0,500,0,3,503,0
257,202M,145,201,0,0,0,0,50,0,13,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,414,0,4,418,0
258,202A(W),152,285,1,0,0,0,31,0,11,0,0,0,0,0,0,3,0,0,1,1,0,2,0,1,0,0,0,0,488,0,1,489,0
259,203,294,226,0,1,1,1,78,0,6,1,0,1,0,3,1,4,3,0,0,1,0,0,0,0,0,0,4,2,627,0,9,636,0
260,204,214,216,3,0,0,0,40,1,11,2,1,1,0,1,2,3,1,1,0,1,0,0,1,0,0,1,0,1,501,0,2,503,0
261,205,254,312,2,2,1,0,78,1,20,1,0,0,0,2,1,3,4,0,0,0,0,2,0,1,1,0,1,1,687,0,6,693,0
262,206,204,272,3,0,0,1,55,0,10,0,0,1,0,0,2,1,0,0,0,1,0,8,0,1,0,0,0,0,559,0,6,565,0
263,207,155,248,3,0,0,0,46,0,14,0,0,2,0,0,3,3,0,1,0,0,0,1,0,0,0,0,0,1,477,0,6,483,0
264,208,179,340,0,0,0,0,34,2,7,1,0,1,0,2,1,3,0,1,0,0,0,0,0,1,0,0,1,1,574,0,4,578,0
265,209,187,367,1,1,0,0,57,0,13,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,631,0,0,631,0
266,210,232,359,0,0,0,1,104,1,16,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,717,0,1,718,0
267,211,226,308,2,1,0,0,87,0,7,0,0,2,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,639,0,5,644,0
268,212,237,211,0,1,0,1,50,0,10,0,1,0,0,2,1,4,0,0,1,0,1,0,0,0,0,0,0,0,520,0,4,524,0
269,213,312,201,2,0,0,2,55,0,6,0,0,0,0,1,3,2,0,2,0,0,1,0,1,1,0,0,0,0,589,0,4,593,0
270,214,378,326,3,2,1,27,48,0,25,1,2,1,0,3,0,3,0,2,1,0,0,0,2,0,0,0,0,2,827,0,10,837,0
271,215M,215,168,0,1,0,1,40,0,10,0,0,1,0,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,442,0,4,446,0
272,215A(W),228,204,3,0,0,0,22,0,5,0,0,1,0,3,6,6,5,0,0,0,0,0,1,0,0,0,0,0,484,0,4,488,0
273,216M,240,177,0,2,0,1,50,2,17,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,492,0,7,499,0
274,216A(W),231,204,0,1,0,0,32,2,21,2,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,498,0,5,503,0
275,217M,149,187,4,0,0,32,34,0,16,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,426,0,6,432,0
276,217A(W),155,215,3,2,0,8,20,0,14,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,420,0,2,422,0
277,218M,219,134,0,1,0,15,57,2,14,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,448,0,2,450,0
278,218A(W),211,156,1,1,0,7,42,0,5,1,0,0,0,0,3,7,2,0,0,0,0,2,0,0,0,1,0,0,439,0,5,444,0
279,219,357,242,3,6,3,95,26,4,2,3,2,1,1,8,6,14,2,2,0,1,1,1,0,2,1,0,0,3,786,0,15,801,0
280,220,305,355,2,1,0,0,62,1,26,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,1,1,760,0,9,769,0
281,221,181,283,2,2,0,0,55,1,11,3,0,0,0,1,0,1,2,0,0,0,0,0,0,4,0,0,0,0,546,0,5,551,0
282,222,355,282,1,1,0,1,73,1,21,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,0,0,2,0,747,0,13,760,0
283,223M,241,162,0,0,0,0,47,0,13,10,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,478,0,7,485,0
284,223A(W),224,203,0,0,0,0,28,0,13,6,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,478,0,3,481,0
285,224M,204,149,1,0,0,2,48,0,9,1,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,420,0,4,424,0
286,224A(W),213,195,1,0,1,0,24,0,6,1,0,0,0,0,1,3,1,2,0,0,1,1,1,1,0,0,0,0,452,0,9,461,0
287,225,264,287,2,0,0,0,26,1,2,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,589,0,3,592,0
288,226,256,275,0,0,0,17,24,1,3,2,0,0,0,1,0,5,2,1,0,0,0,0,0,0,0,0,0,2,589,0,2,591,0
289,227,297,323,4,2,0,0,39,0,7,1,0,0,0,3,4,2,0,0,0,0,0,0,0,0,4,0,0,0,686,0,8,694,0
290,228,299,305,2,2,0,2,61,0,12,0,0,0,0,1,3,3,4,3,0,0,1,0,2,0,0,1,0,1,702,0,11,713,0
291,229,317,310,3,0,0,0,46,0,13,1,0,0,0,3,4,3,2,1,0,0,0,0,0,0,0,2,0,0,705,0,5,710,0
292,230,259,298,5,0,1,1,50,0,3,0,1,0,1,2,4,2,2,1,0,0,0,2,0,0,1,0,1,0,634,0,2,636,0
293,231,246,303,1,0,0,0,45,0,6,0,0,0,0,0,1,4,1,1,0,1,0,6,0,0,0,0,1,1,617,0,2,619,0
294,232,317,174,0,0,0,0,54,0,20,1,0,0,1,1,1,1,1,1,0,0,0,7,0,0,0,0,1,1,581,0,6,587,0
295,233M,183,175,1,0,0,1,75,2,13,0,0,0,0,0,1,4,2,0,0,0,0,6,0,0,0,0,0,1,464,0,2,466,0
296,233A(W),212,225,1,0,0,0,35,0,13,0,0,1,0,1,1,10,2,2,0,0,0,9,0,1,0,0,0,1,514,0,1,515,0
297,234,140,203,0,1,1,0,51,0,8,1,0,0,0,1,0,0,2,0,0,0,0,10,0,2,0,0,1,0,421,0,3,424,0
298,235,162,339,0,2,0,0,91,0,7,1,0,0,1,1,0,2,3,2,0,1,0,12,1,1,0,0,0,1,627,0,1,628,0
299,236,153,246,0,2,0,1,26,1,6,0,0,0,0,2,1,2,0,0,1,0,0,1,0,0,1,0,0,0,443,0,2,445,0
300,237,348,306,5,4,1,1,25,0,1,1,1,0,2,2,3,12,1,3,1,0,0,0,0,0,0,0,0,0,717,0,6,723,0
301,238,248,388,5,3,1,0,77,1,9,1,0,1,1,3,3,4,4,3,0,0,0,0,0,0,0,0,1,0,753,0,6,759,0
302,239,346,361,3,0,0,31,28,1,3,1,0,0,0,3,3,5,4,5,0,1,0,0,0,1,0,1,0,2,799,0,4,803,0
303,240,292,310,1,0,1,1,41,0,10,4,0,0,2,2,0,1,1,0,0,0,0,0,0,0,1,1,1,0,669,0,6,675,0
304,241,266,312,1,1,0,28,30,0,2,1,0,0,0,3,4,7,0,0,0,4,0,0,0,1,0,0,1,1,662,0,7,669,0
305,242,173,240,1,1,1,4,54,0,12,1,0,0,0,0,0,2,1,1,0,0,0,0,0,8,0,0,0,0,499,0,2,501,0
306,243,243,246,2,0,0,0,63,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,564,0,6,570,0
307,244,215,378,2,1,0,2,33,0,28,4,0,0,0,1,0,5,1,0,0,0,1,0,1,7,1,0,0,0,680,0,5,685,0
308,245,310,210,4,4,0,1,61,0,11,1,0,0,0,1,1,2,2,0,0,0,0,0,0,4,0,0,0,0,612,0,6,618,0
309,246,217,307,1,2,1,1,43,0,13,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,590,0,8,598,0
310,247,306,264,1,0,0,0,65,0,12,3,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,657,0,5,662,0
311,248,260,222,2,0,1,0,29,0,13,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,532,0,6,538,0
312,249,233,248,1,2,0,0,36,0,3,3,0,1,0,7,0,3,0,1,0,0,0,0,0,1,0,0,0,0,539,0,6,545,0
313,250,279,232,3,0,0,4,43,0,3,0,0,1,1,0,0,6,2,0,0,1,0,0,0,1,0,0,0,1,577,0,0,577,0
314,251,327,296,4,1,0,1,59,0,3,1,1,0,0,1,4,1,3,1,0,0,0,0,1,0,0,0,0,3,707,0,3,710,0
315,252,328,206,5,2,0,0,52,0,6,3,1,0,1,0,2,5,0,2,0,1,0,0,1,0,0,1,0,0,616,0,2,618,0
316,253,401,155,0,0,0,1,37,0,1,1,0,1,1,2,4,3,3,0,0,0,0,0,0,0,0,0,0,0,610,0,8,618,0
317,254,270,189,3,0,0,0,50,0,3,0,0,0,0,3,2,1,5,2,0,0,0,0,1,0,0,0,0,0,529,0,1,530,0
318,255,362,386,1,0,0,0,90,0,4,0,0,0,0,3,4,4,0,0,0,0,0,0,0,2,0,0,0,1,857,0,5,862,0
319,256,176,210,0,1,0,0,26,0,2,8,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,428,0,3,431,0
320,257,204,377,1,1,0,0,44,1,4,6,0,0,0,0,1,0,1,1,0,0,0,1,1,1,2,1,2,2,651,0,4,655,0
321,258,193,215,1,0,0,0,19,1,4,2,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,440,0,3,443,0
322,259,155,233,2,1,0,1,34,0,2,0,1,1,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,1,437,0,4,441,0
323,260,247,231,1,0,1,0,35,0,1,4,0,0,0,2,1,3,0,0,0,1,0,1,0,0,0,0,0,0,528,0,3,531,0
