Polling Station No.,Building,Polling Areas
58,"Hametheya Middle School,Main Building,Eastern Portion,Tenkasi","1.Tenkasi (M) Mettuu Street Ward 10 Street 1 , 2.Tenkasi (M) Seyadu Kurukkalpallivasal Street Ward 19 Street 2 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
59,"Hametheya Middle School,Main Building,Middle Portion,Tenkasi","1.Tenkasi (M) Paraiyadi 2nd Street Ward 10 Street 3 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
60,"Arulmigu Ponnambalam Middle School,Western Building Southern Portion,Tenkasi","1.Tenkasi (M) Nadupettai Street Ward 17 Street 4 door no 1-234 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
61,"Arulmigu Ponnambalam Middle School,Western Building Middle Portion,Tenkasi","1.Tenkasi (M) Nadupettai Street Ward 17 Street 4 Door No 235-530 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
62,"Arulmigu Ponnambalam Middle School,Main Building,Tenkasi","1.Tenkasi (M) Periyasamy Koil Street Ward 17 Street 1 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
63,"Arulmigu Ponnambalam Middle School,Western Building Northern Portion,Tenkasi","1.Tenkasi (M) Mount Road , 2.Tenkasi (M) Mount Road , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
64,"Kattubava High School,Northern Building Eastern Portion Near Staircase,Tenkasi","1.Tenkasi (M) Kattu Bava Pallivasal Street , 2.Tenkasi (M) Abhath Pallivasal Street Ward 9 Street 2 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
65,"Kattubava High School,Northern Building Western Portion Near Staircase,Tenkasi","1.Tenkasi (M) Mount Road KattulavaPallivasal Street Ward 16 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
66,"Kattubava Primary School,Southern Building Western Portion,Tenkasi","1.Tenkasi (M) Malayan Street Ward 7 Street 1 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
67,"Kattubava Primary School,Southern Building Middle Portion,Tenkasi","1.Tenkasi (M) Malayan Street Ward 7 Street 1 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
68,"Kattubava Primary School,Southern Building Eastern Portion,Tenkasi","1.Tenkasi (M) Malaiyan Street Ward 8 Street 1 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
69,"Kattubava Middle School,Middle Building Eastern Portion,Tenkasi","1.Tenkasi (M) Boonkadi Vinayagar Kovil Street Ward 12 Street 1 , 2.Tenkasi (M) Mela Mutharamman Kovil Street Ward 12 Street 4 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
70,"Kattubava High School,Middle Building,Western Portion,Tenkasi","1.Tenkasi (M) Sengunthar Pudu Street Ward 7 Street 3 , 2.Tenkasi (M) Harihara Vinayagar Kovil Street Ward 12 Street 2 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
71,"Municipal Middle School,Swami Sannathi Street,Ward 7,SSA Building,Northern Side,Western Portion,Tenkasi.","1.Tenkasi (M) Arippukara Street Ward 12 Street 3 , 2.Tenkasi (M) Kannimaramma Kovil Street Ward 13 Street 5 , 3.Tenkasi (M) Maraikayar Pallivasal Street Ward 13 Street1 , 4.Tenkasi (M) Maraikayar Pallivasal 2nd Street Ward 13 Street 2 , 5.Tenkasi (M) Ayvaraja Kovil Street Ward 13 Street 3 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
72,"Municipal Middle School,Swami Sannathi Street,Ward 7,Eastern Building,Southern Portion,Tenkasi","1.Tenkasi (M) Ward 21 Street 4 Amman Sannathi , 2.Tenkasi (M) Malayan Street Ward 7 Street 1 , 3.Tenkasi (M) Swami Sannathi Street Ward 14 Street 3 , 4.Tenkasi (M) Malayan Street Ward 8 Street 1 , 5.Tenkasi (M) Swami Sannathi Street Ward 15 Street 3 , 6.Tenkasi (M) Swami Sannathi Street Ward 17 Street 3 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
73,"Municipal Middle School,Swamy Sannathi Ward 7 Eastern Building Northern Portion,Tenkasi","1.Tenkasi (M) North Kadaya Street Ward 17 Street 2 , 2.Tenkasi (M) Arunachalapuram Street Ward 15 Street 1 , 3.Tenkasi (M) Nadu Mathankovil Street Ward 15 Street 2 , 4.Tenkasi (M) North Oppanai Street Ward 15 Street 4 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
74,"Melamutharamman Kovil Street Primary School,Southern Building,Tenkasi","1.Tenkasi (M) Arasur Nangai Amman Kovil Street Ward 11 Street 3 , 2.Tenkasi (M) Akkasalai Pilliyar Kovil Street Ward 11 Street 2 , 3.Tenkasi (M) Koolakadai Bazar Street Ward 11 Street 1 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
75,"Municipal Primary School,Samba Street Northern Portion,Tenkasi","1.Tenkasi (M) Kannimaramman Kovil Street Ward 14 Street 5 , 2.Tenkasi (M) Pudu Street Ward 21 Street 6 , 3.Tenkasi (M) Abisehapuram Street Ward 21 Street 8 , 4.Tenkasi (M) Anumanthapuram Street Ward 21 Street 9 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
76,"Thompson Primary School,Southern Portion,Tenkasi","1.Tenkasi (M) South Oppanai Street Ward 22 Street 1 , 2.Tenkasi (M) Samba Street Ward 22 Street 2 , 3.Tenkasi (M) South Chokkar Street Ward 22 Street 3 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
77,"Thompson Primary School,Northern Portion,Tenkasi","1.Tenkasi (M) North Chokkar Street Ward 22 Street 6 , 2.Tenkasi (M) Nainar St Nainar Street Ward 22 Street 4 , 3.Tenkasi (M) South Kadaya Street Ward 22 Street 5 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
78,"C.M.S. Primary School,Anaikarai Street,North Main Building,Tenkasi","1.Tenkasi (M) Anaikarai Street Ward 24 Street 1 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
79,"Municipal Office,South Building Eastern Portion,Tenkasi","1.Tenkasi (M) Anaikarai Street Ward 23 Street 1 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
80,"C.M.S. Primary School,Anaikarai Street,Eastern Wing,Tenkasi","1.Tenkasi (M) Sampa Street Ward 23 Street 2 , 2.Tenkasi (M) Aainthuvarnam Periya Street Ward 24 Street 2 , 3.Tenkasi (M) Padikkattu Pallivasal Street Ward 24 Street 4 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
81,"Municipal Middle School Syed Kurukkal Pallivasal Street,Ward 9 South Building Eastern Portion,Tenkasi","1.Tenkasi (M) Ponniparai Street Ward 18 Street 1 , 2.Tenkasi (M) Seyadu Kurukkal Pallivasal Street Ward 18 Street 3 , 3.Tenkasi (M) Kulathuran Aiyannar Kovil Street Ward 18 Street 5 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
82,"Municipal Middle School Syed Kurukkal Pallivasal Street,Ward No.9 North Building Western Portion,Tenkasi","1.Tenkasi (M) Muhideen Pallivasal Street Ward 18 Street 6 , 2.Tenkasi (M) Thavalapuram 1Street Street Ward 18 Street 2 , 3.Tenkasi (M) Thavalapuram 2nd Street Ward 18 Street 4 , 4.Tenkasi (M) Umaray Farook Street Ward 25 Street 2 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
83,"Municipal Middle School Syed Kurukkal Pallivasal Street,Ward 9 North Building Eastern Portion,Tenkasi","1.Tenkasi (M) North Keelakoikal Street Ward 25 Street 3 , 2.Tenkasi (M) South Keelakoikal Street Ward 25 Street 4 , 3.Tenkasi (M) South Melakoikal Street Ward 25 Street 1 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
84,"Municipal Middle School Syed Kurukkal Pallivasal Street,Ward No.9 South Building Western Portion,Tenkasi","1.Tenkasi (M) Shickendar Methar Street Ward 16 Street 3 , 2.Tenkasi (M) Padikattu Mudukku Street Ward 24 Street 3 , 3.Tenkasi (M) South Kadaiya Street Ward 24 Street 5 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
85,"Municipal Middle School,Manakavalan Street Ward 13 Western Portion,Tenkasi","1.Tenkasi (M) Pudhumanai 1St Street Ward 30 Street 1 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
86,"Municipal Middle School,Manakavalan Street Ward 13,Eastern Portion,Tenkasi","1.Tenkasi (M) Pudhumanai 2St Street Ward 30 Street 2 , 2.Tenkasi (M) Keelapettai Street Ward 30 Street 3 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
87,"Veeramamunivar R.C.High.sec.School,Chithambares warar Koil Street,Southern Building,Western Portion,Melapuliyur","1.Tenkasi (M) Muppidathiyamman Kovil Street Ward 28 Street 3 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
88,"Veeramamunivar R.C.Higher.Sec. School,Chithambareswarar Koil Street,Southern Building Middle Portion,Melapuliyur","1.Tenkasi (M) Pudhumanai 4th Street Ward 29 Street 3 , 2.Tenkasi (M) Chidambareswarar Kovil Street Ward 29 Street 5 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
89,"Veeramamunivar R.C.Higher. Sec. School,Chithambareswarar Koil Street,Southern Building Eastern Portion,Melapuliyur","1.Tenkasi (M) Pudhumanai 5th Street Ward 29 Street 4 , 2.Tenkasi (M) Muppidathiyamman Kovil Street Ward 28 Street 3 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
90,"St. Michael Girls Hr.Sec.School,Southern Building,Eastern Side 3rd Room From West to East,Melapuliyur","1.Tenkasi (M) Mathangkovil 1St Street Ward 26 , 2.Tenkasi (M) Puthumanai 3rd Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
91,"St. Michael Girls Hr.Sec.School,Eastern Building,Northern Side,Melapuliyur","1.Tenkasi (M) Mathangkovil 1St Street Ward 28 Street 1 , 2.Tenkasi (M) Madhankovil 2nd Street Ward 28 Street 2 , 3.Tenkasi (M) Mathangkovil 3rd Street Ward 29 Street 1 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
92,"St. Fathima Primary School,Azath Nagar Tenkasi","1.Tenkasi (M) Aasath Nagar Ward 27 Street 5 , 2.Tenkasi (M) Aasath Nagar Colony Ward 27 Street 6 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
93,"R.C.Primary School,Uchimahaliamman Koil 1st Street,Southern Building,Eastern Portion,Keelapuliyur","1.Tenkasi (M) Uchi Mahaliyamman Kovil 1st Street Ward 31 Street 4 , 2.Tenkasi (M) Pulikkutty Vinayagar Kovil Street Ward 31 Street 3 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
94,"R.C.Primary School,Uchimahaliamman Koil 1st Street,Western Building,East Facing,Keelapuliyur","1.Tenkasi (M) Uchi Mahaliamman Kovil 2nd Street Ward 32 Street 1 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
95,"R.C.Primary School,Uchimahaliamman Koil 1st Street,Southern Building,Western Portion,Keelapuliyur","1.Tenkasi (M) Uchimahaliyamman Kovil 4th Street Ward 32 Street 2 , 2.Tenkasi (M) Uchimahaliyamman Kovil 5th Street Ward 32 Street 3 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
96,"Hindu Hr. Sec. School,Western New Building Southern Portion,Keelapuliyur","1.Tenkasi (M) Uchi Mahaliamman Kovil 3rd Street Ward 33 Street 1 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
97,"Hindu Hr. Sec. School,Western New Old Building Southern Portion,Keelapuliyur","1.Tenkasi (M) Uchimahaliyamman 1St Street Ward 31 Street 4 , 2.Tenkasi (M) Pulikkutty Vinayagr Kovil Street Ward 31 Street 3 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
98,"Hindu Hr. Sec. School,Western New Building,Northern Portion,Keelapuliyur .","1.Tenkasi (M) Kamarajar Street Ward 33 Street 3 , 2.Tenkasi (M) Puliyur Street Ward 33 Street 2 , 3.Tenkasi (M) Nehru Street Ward 33 Street 5 , 4.Tenkasi (M) Aringar Anna Street Ward 33 Street 4 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
99,"St Michal Girls Hr Sec School,,st. Mary block Eastern Building Southern Portion,Melapuliyur","1.Tenkasi (M) Keelapalayam Street Ward 26 Street 2 , 2.TENKASI (M) Kulasekaranathar Kovil Street Ward 27 Street 3 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
100,"St Michal Girls Hr Sec School st . Michals Block South Building,Western side Melapuliyur","1.Tenkasi (M) Anaikarai Street Ward 27 Street 1 , 2.Tenkasi (M) Keelapalyam Street Ward 27 Street 2 , 3.Tenkasi (M) Keelamutharamman Kovil Street Ward 27 Street 4 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
101,"Lakshmi Primary School,Southern Building,Pattapathu","1.Pattapathu (R.V) Pattapathu (Pt) Ward 1 Thuvaran Colony , 2.Pattapathu (R.V) Pattapathu (Pt) Ward 1 Gandhi Colony , 3.Pattapathu (R.V) Pattapathu (Pt) Ward 1 Indira Colony , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
102,"Lakshmi Primary School,Northern Building,Eastern Portion,Pattapathu","1.Pattapathu (R.V) Pattapathu (Pt) Ward 2 Rajiv Colony , 2.Pattapathu (R.V) Pattapathu (Pt) Ward 2 Bharathi Street , 3.Pattapathu (R.V) Pattapathu (Pt) Ward 3 Muppidathy Amman Kovil Street , 4.Pattapathu (Pt) Pattapathu (Pt) Ward 4 Kaliyamman Kovil Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
103,"Village Panchayat Service Centre,Southern Building,Middle Portion North Facing,Ayiraperi","1.AYIRAPERI (R.V) AYIRAPERID(Pt) Ward 2 Pudur , 2.AYIRAPERI (R.V) AYIRAPERID(Pt) Ward 2 South Maravar Street , 3.PATTA PATHU (R.V) AYIRAPERID(Pt) Ward 1 Pannaiya Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
104,"Village Panchayat Service Centre,Southern Building East Portion West Facing,Ayiraperi","1.PATTA PATHU (R.V) AYIRAPERID(Pt) Ward 3 Pattappathu , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
105,"Panchayat Union Primary School,Angarayankulam","1.AYIRAPERI (R.V) AYIRAPERID(Pt) Ward 3 Shenbaga Devi Street , 2.AYIRAPERI (R.V) AYIRAPERID(Pt) Ward 3 Angarayan Kulam , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
106,"T.D.T.A.Middle School,Southern Portion,Kakkaiyanoor","1.Sillaraipurauu (R.V) Sillaraipurauu (Pt) Ward 2 Muthumalaipuram , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
107,"T.D.T.A.Middle School,Northern Portion,Kakkaiyanoor","1.Sillaraipurauu (R.V) Sillaraipurauu (Pt) Ward 3 Kurukkittanoor , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
108,"Vivekanantha Middle School,Northern new building,Western side,Mathalamparai","1.Sillaraipuravu (R.V) Sillaraipuravu (Pt) Ward 1 Maraneri Thirikoodapuram , 2.Mathalamparai (R.V) Mathalamparai (Pt) Ward 2 Thangamman Kovil Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
109,"Anganwadi Centre Panchayat,Azadnagar,Mathalampa rai","1.Mathalamparai (R.V) Mathalamparai (Pt) Ward 2 Muthu Vinayagarpuram , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
110,"Vivekananda Middle School,Southern Building,Western side,Middle Portion,Mathalamparai","1.Mathalamparai (R.V) Mathalamparai (Pt) Ward 2 Pallivasal Street , 2.Mathalamparai (R.V) Mathalamparai (Pt) Ward 1 Pilliyar Kovil Street , 3.Mathalamparai (R.V) Mathalamparai (Pt) Ward 1 Muppudathiyamman Kovil Street , 4.Mathalamparai (R.V) Mathalamparai (Pt) Ward 1 Santhanmariyamman Kovil Street , 5.Mathalamparai (R.V) Mathalamparai (Pt) Ward 1 Narayanasamy Kovil Street , 6.Mathalamparai (R.V) Mathalamparai (Pt) Ward 1 Marimuthu Amman Koil Street , 7.Mathalamparai (R.V) Mathalamparai (Pt) Ward 1Kalasamy Kovil Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
111,"Vivekananda Middle School,Southern Building,Eastern Portion,Mathalamparai","1.Gunaramanalloor (R.V) Gunaramanalloor (Pt) Ward 2 Gandhipuram , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
112,"Vivekananda Middle School,New Southern Building,Western Portion,Mathalamparai","1.Gunaramanalloor (R.V) Gunaramanalloor (Pt) Ward 4 Kattukuthagai Pacheri , 2.Gunaramanalloor (R.V) Gunaramanalloor (Pt) Ward 3 Maharajapuram , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
113,"Government Hr.Sec.School,Western New Building in the Play Ground,Pullukattuvalasai","1.Gunaramanallur (R.V) Gunaramanallur (Pt) Ward 14 Block 7 Pullukattuvalasai , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
114,"Government Hr.Sec.School,Northern Building,Center Portion Eastern Side Behind Lab,Pullukattuvalasai","1.Gunaramanallur (R.V) Gunaramanallur (Pt) Ward 14 Block 8 Pullukattuvalasai , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
115,"Government Hr.Sec.School,Western Building Old,Pullukattuvalasai","1.Gunaramanallur (R.V) Gunaramanallur (Pt) Ward 3 Block 6 Muppiliyur , 2.Gunaramanallur (R.V) Gunaramanallur (Pt) Ward 4 Block 6 Pullukkattuvalasai , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
116,"R.C.Primary School New Building Southern Portion,Kandamangalam,Pulichiku lam","1.Gunaramanallur (R.V) Gunaramanallur (Pt) Ward 3 Block 4 Kandamangalam , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
117,"R.C.Primary School,New Building Northern Portion,Kandamangalam,Pulichiku lam","1.Gunaramanallur (R.V) Gunaramanallur (Pt) Ward 3 Block 5 Pulichikulam , 2.Gunaramanallur (R.V) Gunaramanallur (Pt) Ward 3 Block 5 Arunthathiyarpuram , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
118,"T.D.T.A.Middle School,Main Building East Portion,MelaMeignanapuram","1.Gunaramanallur (R.V) Gunaramanallur (Pt) Block 3 Ward 2 Ramalingapuram , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
119,"T.D.T.A.Middle School,Main Building,Middle Portion,MelaMeignanapuram","1.Gunaramanallur (R.V) Gunaramanallur (Pt) Block 3 Ward 2 RC Church Street , 2.Gunaramanallur (R.V) Gunaramanallur (Pt) Block 3 Ward 2 Madathur Raod , 3.Gunaramanallur (R.V) Gunaramanallur (Pt) Block 3 Ward 2 Anna Street , 4.Gunaramanallur (R.V) Gunaramanallur (Pt) Block 3 Ward 2 Gebbi Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
120,"T.D.T.A.Middle School,Main Building,West Portion,MelaMeignanapuram","1.Gunaramanallur (R.V) Gunaramanallur (Pt) Block 3 Ward 2 CSI Church Street , 2.Gunaramanallur (R.V) Gunaramanallur (Pt) Block 3 Ward 2 Pannivilai Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
121,"Sri Gandhi Vidhyasalai Main Building Front Portion,Kadapokathi","1.Gunaramanallur (R.V) Gunaramanallur (Pt) Block 1 Ward 1 Viajayaragavaperi , 2.Gunaramanallur (R.V) Gunaramanallur (Pt) Block 1 Ward 1 Kadapokatthi , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
122,"Sri Gandhi Vidhyasalai,Western Building,Kadapokathi","1.Gunaramanallur (R.V) Gunaramanallur (Pt) Block 2 Ward 1 Kuberapattinam , 2.Gunaramanallur (R.V) Gunaramanallur (Pt) Block 1 Ward 1 Vettaikarankulam , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
123,"Panchayat Union Primary School,New Building,Sadaiyappapuram","1.Kulasekarapatti (R.V) Kulasekarapatti (Pt) Block 3 Sadaiyapppuram , 2.Kulasekarapatti (R.V) Kulasekarapatti (Pt) Block 3 Sadaiappapuram , 3.Kulasekarapatti (R.V) Kulasekarapatti (Pt) Block 2 Mela Sivagnanapuram , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
124,"T.D.T.A.Middle School,Southern Building,Eastern Portion,Kurumbalaperi","1.Kulasekarapatti (R.V) Kulasekarapatti (Pt) Block 9 Sivagnanapuram , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
125,"T.D.T.A.Middle School,Southern Building,Northern Portion,Kurumbalaperi","1.Kulasekarapatti (R.V) Kulasekarapatti (Pt) Block 9 Kurumbalaperi , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
126,"T.D.T.A.Middle School,Southern Building,Western Portion,Kurumbalaperi","1.Kulasekarapatti (R.V) Kulasekarapatti (Pt) Block 10 Perumbanaiyur , 2.Kulasekarapatti (Pt) Kulasekarapatti (Pt) Block 10 Nehru Nagar , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
127,"Panchayat Union Primary School,Main Building,Northern Portion,IyanKurumbalaperi","1.Kulasekarapatti (R.V) Kulasekarapatti (Pt) Block 5 Sivalingapatti, Thirikoodapuram, Samuthirapuram , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
128,"Panchayat Union Primary School,Main Building Southern Portion,IyanKurumbalaperi","1.Kulasekarapatti (R.V) Kulasekarapatti (Pt) Block 4 Kulasekaranoor Kadaiathunadar Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
129,"Panchayat Union Primary School,Branch Building,IyanKurumbalaperi","1.Kulasekarapatti (R.V) Kulasekarapatti (Pt) Block 8 Kurumbalaperi Alwar Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
130,"Panchayat Union Primary School,Main Building,Iyan Kurumbalaperi","1.Kulasekarapatti (Pt) Kulasekarapatti (Pt) Block 6 Sevanthi Subramaniyapatti , 2.Kulasekarapatti (R.V) Kulasekarapatti (Pt) Block 7 Kurumbalaperi Ulakasipuram Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
131,"Ponnusamy Primary School,Western Wing,Kulasekarapatti","1.Kulasekarapatti (R.V) Kulasekarapatti (Pt) Block 1 Kulasekarapatti , 2.Kulasekarapatti (R.V) Kulasekarapatti (Pt) Block 2 Kulasekarapatti , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
132,"Panchayat Union Primary School Kamaraj Nagar North Northern Building,Pavoorchatram","1.Kulasekampatti (R.V) Kulasekampatti (Pt) Pavoorchatram,KamarajaNagar North , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
133,"Block Level Education Office,Kamaraj Nagar North Southern Building,Pavoorchatram","1.Kulasekampatti (R.V) Kulasekampatti (Pt) Pavoorchathram, Santhoesh Nagar, Thavedu Nagar,Ezil Nagar , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
134,"Avvaiyar Govt.Girls.Hr.Sec. Schoo Northern Side Eastern Portion North Eastern Building,Pavoorchatram","l 1.Kulasekampatti (R.V) Kulasekampatti (Pt) Ward 4 Block 10 Pavoorchathram, Kamaraj Nagar , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
135,"Avvaiyar Govt.Girls.Hr.Sec. Schoo Northern Building North Eastern Portion,Pavoorchatram","l 1.Kulasekampatti (R.V) Kulasekampatti (Pt) Ward 4 Block 10 Pavoorchathram, Selvavinayaga Puram, K.T.C. Nagar, Ramachandrapattanam North , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
136,"Avvaiyar Govt.Girls Hr.Sec.School Southern Side Eastern Building Northern Portion,Pavoorchatram","1.Kalloorani (R.V) Kalloorani (Pt) Ward 2 Block 13 Gurusamypuram , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
137,"Avvaiyar Govt.Girls.Hr.Sec. Schoo Southern Side,Western Building,Northern Portion,Pavoorchatram","l 1.Kalloorani (Pt) Kalloorani (Pt) Ward 2 Block 14 Pavoorchathram , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
138,"Avvaiyar Govt.Girls Hr. Sec. School Southern Side Western Building Southern Portion,Pavoorchatram","1.Kalloorani (R.V) Kalloorani (Pt) Ward 2 Block 16 Kamarajar Nagar South , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
139,"Avvaiyar Govt.Girls Hr. Sec. School Southern Side Eastern Building Southern Portion,Pavoorchatram","1.Kalloorani (R.V) Kalloorani (Pt) Ward 2 Block 14 Kallurani , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
140,"T.D.T.A. Primary School,Southern Building,Kallurani","1.Kalloorani (R.V) Kalloorani (Pt) Ward 4 Block 12 Kallurani , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
141,"T.D.T.A. Primary School,Eastern Building,Kallurani","1.Kalloorani (R.V) Kalloorani (Pt) Ward 4 Block 12 Chinnathambi Nadar Patti , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
142,"Hindu Middle School,Western Portion,Sivanadanoor","1.KALLURNI (R.V) SIVANADANOOR (Pt) Ward 1 Block 5 Thirumalapuram , 2.KALLURNI (R.V) SIVANADANOOR (Pt) Ward 1 Block 5 Ramanadhapuram , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
143,"Hindu Middle School,Eastern Portion,Sivanadanoor","1.KALLURNI (R.V) SIVANADANOOR (Pt) Ward 4 Block 6 Sivanadanoor , 2.KALLURNI (R.V) SIVANADANOOR (Pt) Ward 3 Block 7 Iyyanoor , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
144,"Hindu Middle School,South Old Building Western Portion,Madathur","1.KALLURNI (R.V) SIVANADANOOR (Pt) Ward 2 Block 3 Madathur Periya Kannuppatti , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
145,"Hindu Middle School,South Old Building Eastern Portion,Madathur","1.KALLURNI (R.V) SIVANADANOOR (Pt) Ward 2 Block 4 Venniyur , 2.KALLURNI (R.V) SIVANADANOOR (Pt) Ward 4 Block 8 Poosaiyatthalpatti , 3.KALLURNI (R.V) SIVANADANOOR (Pt) Ward 4 Block 2 Rajiv Colony , 4.KALLURNI (R.V) SIVANADANOOR (Pt) Ward 2 Block 3 Arunthathiyar Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
146,"Panchayat Union Primary School,Ramachandrapattanam","1.KALLURNI (R.V) SIVANADANOOR (Pt) Ramachandira Pattinam Ward 1 Block 1 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
147,"Hindu Middle School,Western New Building,Madathur","1.KALLURNI (R.V) SIVANADANOOR (Pt) Madathur Subramaniyapuram Ward 1 Block1 , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
148,"Anbu Primary School,Eastern Building,Chettiyur .","1.Kalloorani (R.V) Kalloorani (Pt) Ward 1 Block 2 Chettiyur , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
149,"Anbu Primary School,Middle Building Eastern Portion,Chettiyur","1.Kalloorani (R.V) Kalloorani (Pt) Ward 1 Block 3 Velumayil Patti , 2.Kalloorani (R.V) Kalloorani (Pt) Ward 1 Block 3 Arunthathiyar Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
150,"Anbu Primary School,Middle Building Western Portion,Chettiyur","1.Kalloorani (R.V) Kalloorani (Pt) Ward 1 Block 4 Panayadippatti , 2.Kalloorani (R.V) Kalloorani (Pt) Ward 3 Block 5 Madithirukavudaiyar Patti , 3.Kalloorani (R.V) Kalloorani (Pt) Ward 3 Block 5 Madanadarpatti , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS"
