Sl. No,Polling Station No,K NEELAMEGAM SAMAJ BAHUJAN PARTY,@ SORNALATHA G LATHA JANAYAKA KATCHI INDIYA,A NATARAJAN DRAVIDAR KAZHAGAM ANNA,K BALU MAKKAL KATCHI PATTALI,NEELA MAHALINGAM TAMILAR KATCHI NAAM,K V KESAVARAJAN INDEPENDENT,R SATHISKUMAR INDEPENDENT,A MARTIN SAMUVEL INDEPENDENT,K SUDARVIZHI INDEPENDENT,R SEDHURAMAN INDEPENDENT,S RAJKUMAR INDEPENDENT,Number Round,Total Valid Votes,Rejected Votes,NOTA,Total Votes,Tendered Votes
178,138,419,5,12,20,0,260,36,1,0,1,1,1,5,10,771,0,771,0,
179,139,169,0,3,18,0,320,15,1,0,0,0,0,0,1,527,0,527,0,
180,139(A),157,1,2,12,0,367,7,1,0,0,1,0,0,1,549,0,549,0,
181,140,275,1,6,11,0,111,30,2,0,0,0,0,0,4,440,0,440,0,
182,140(A),297,0,2,14,2,121,21,3,1,1,0,0,3,7,472,0,472,0,
183,141,78,0,0,3,1,391,13,2,1,0,0,1,5,0,495,0,495,0,"41
:oN
dnuoR"
184,142,615,1,3,2,1,141,40,2,1,1,0,1,4,2,814,0,814,0,
185,143,212,1,3,19,1,184,31,1,0,0,0,0,0,3,455,0,455,0,
186,143(A),244,2,3,19,0,206,20,4,0,1,2,0,7,6,514,0,514,0,
187,144,155,0,0,11,1,248,26,2,0,1,0,0,0,6,450,0,450,0,
188,144(A),164,1,1,8,1,272,13,10,3,2,0,0,1,3,479,0,479,0,
189,145,284,1,11,6,0,318,48,14,2,0,0,1,9,9,703,0,703,0,
190,146,91,0,0,16,0,383,23,7,0,2,0,2,4,5,533,0,533,0,
191,147,158,1,2,9,0,400,23,2,2,1,0,2,4,2,606,0,606,0,
192,148,209,2,2,41,1,385,8,10,0,3,1,0,9,10,681,0,681,0,
193,149,168,0,0,13,0,351,34,7,0,1,1,0,7,4,586,0,586,0,
194,150,237,2,7,25,0,158,33,3,1,0,2,0,1,4,473,0,473,0,
195,150(A),226,2,5,18,0,213,15,7,3,0,1,1,2,4,497,0,497,0,
196,151,212,0,3,25,1,204,22,2,1,0,0,0,1,1,472,0,472,0,
197,151(A),222,3,5,19,3,224,13,8,2,0,0,3,2,5,509,0,509,0,"51
:oN
dnuoR"
198,152,311,0,9,1,3,187,26,0,0,1,0,0,1,3,542,0,542,0,
199,152(A),294,0,9,2,1,207,12,1,1,3,1,0,5,9,545,0,545,0,
200,153,316,1,13,14,0,72,22,0,0,1,0,0,1,3,443,0,443,0,
201,153(A),326,0,11,16,0,79,16,0,1,0,0,2,1,7,459,0,459,0,
202,154,265,2,4,7,1,132,18,2,1,1,1,1,2,6,443,0,443,0,
203,154(A),289,2,4,3,1,138,13,3,1,0,0,1,3,8,466,0,466,0,
204,155,84,1,6,52,0,318,15,3,0,0,0,0,0,4,483,0,483,0,
205,155(A),92,0,0,41,1,308,14,8,5,2,2,3,3,4,483,0,483,0,
206,156,108,2,13,83,3,481,24,11,4,1,1,2,3,4,740,0,740,0,
207,157,178,2,2,10,1,95,23,4,0,2,0,1,1,3,322,0,322,0,
208,157(A),224,2,1,7,0,106,13,3,0,0,1,0,1,5,363,0,363,0,
209,158,353,1,7,14,0,164,40,2,0,2,4,0,0,2,589,0,589,0,
210,159,311,0,5,13,0,146,37,2,0,0,2,0,0,5,521,0,521,0,
211,160,325,1,7,7,1,125,23,1,0,3,3,1,2,8,507,0,507,0,"61
:oN
dnuoR"
212,161,400,1,9,9,0,171,50,1,2,3,0,0,2,12,660,0,660,1,
213,162,365,1,8,8,0,160,49,6,0,2,2,0,1,16,618,0,618,0,
214,163,258,1,4,5,1,76,27,4,0,0,0,0,0,4,380,0,380,0,
215,163(A),285,2,5,5,1,97,12,8,0,0,0,0,0,4,419,0,419,0,
216,164,133,3,8,3,2,368,14,2,0,0,2,0,4,1,540,0,540,0,
217,165,93,4,12,13,1,326,24,9,3,1,2,1,2,3,494,0,494,0,
218,166,206,1,15,14,0,272,20,1,1,0,1,0,0,3,534,0,534,0,
219,166(A),213,3,8,19,2,271,13,4,1,1,0,0,6,9,550,0,550,0,
220,167,401,0,5,8,2,183,32,4,0,0,0,0,0,10,645,0,645,0,
221,168,137,1,7,10,0,287,29,1,0,1,3,1,1,3,481,0,481,0,
222,168(A),160,2,4,8,2,311,12,8,3,0,2,1,2,3,518,0,518,0,
223,169,755,4,7,1,0,51,39,1,1,0,0,0,0,2,861,0,861,0,
224,170,630,3,6,2,0,26,51,0,0,0,0,0,2,8,728,0,728,0,
225,171,688,1,8,1,0,39,38,1,1,3,0,0,2,15,797,0,797,0,"71
:oN
dnuoR"
226,172,171,0,7,8,0,142,38,0,0,2,6,0,1,1,376,0,376,0,
227,172(A),191,1,4,2,2,165,29,7,0,0,2,0,5,4,412,0,412,0,
228,173,330,3,8,3,3,254,66,5,3,2,1,2,7,8,695,0,695,0,
229,174,274,2,10,3,4,146,30,5,1,1,2,0,1,4,483,0,483,0,
230,175,138,3,4,6,1,238,41,2,0,0,0,3,4,3,443,0,443,0,
231,175(A),153,1,5,7,2,265,21,3,0,2,0,1,7,6,473,0,473,0,
232,176,108,0,6,26,0,285,30,1,0,0,0,0,5,0,461,0,461,0,
233,176(A),120,1,4,19,3,277,17,20,1,1,0,2,7,7,479,0,479,0,
234,177,209,1,7,11,2,600,30,5,1,0,2,0,5,4,877,0,877,0,
235,178,174,0,0,9,3,426,24,7,2,3,2,1,1,3,655,0,655,0,
236,179,322,1,7,3,2,235,59,8,2,3,0,0,5,8,655,0,655,0,
237,180,205,1,4,9,4,289,61,10,2,2,1,2,3,14,607,0,607,0,
238,181,171,0,6,4,1,257,22,5,0,0,0,0,0,4,470,0,470,0,
239,181(A),184,2,7,3,2,262,9,9,1,5,2,1,7,13,507,0,507,0,"81
:oN
dnuoR"
240,182,311,6,6,7,0,210,28,6,2,0,0,1,0,4,581,0,581,0,
241,183,707,17,17,0,0,58,17,6,1,1,0,1,1,17,843,0,843,0,
242,184,282,3,6,5,0,145,22,12,0,0,0,0,0,5,480,0,480,0,
243,184(A),351,1,3,3,2,143,18,14,1,0,0,0,2,6,544,0,544,0,
244,185,253,0,6,7,1,361,23,22,1,2,0,1,2,8,687,0,687,0,
245,186,251,0,11,5,2,317,17,7,1,1,2,0,2,1,617,0,617,0,
246,187,242,0,7,7,1,172,41,7,0,1,2,0,1,1,482,0,482,0,
247,187(A),229,3,8,6,1,197,19,11,2,1,0,3,3,8,491,0,491,0,
248,188,390,2,4,2,1,45,25,2,0,0,0,0,0,3,474,0,474,0,
249,188(A),435,1,3,0,1,46,8,2,0,0,0,0,0,2,498,0,498,0,
250,189,282,1,5,25,2,59,132,4,2,1,1,0,2,3,519,0,519,0,
251,190,447,2,1,10,1,235,28,2,0,0,1,0,2,2,731,0,731,0,
252,191,92,2,1,21,0,376,14,4,1,1,0,0,2,4,518,0,518,0,
253,191(A),101,0,0,7,2,396,4,11,1,2,0,0,6,2,532,0,532,0,"91
:oN
dnuoR"
254,192,428,1,6,9,1,305,15,3,1,0,2,0,2,9,782,0,782,0,
255,193,114,2,2,14,1,334,16,4,0,0,0,0,2,3,492,0,492,0,
256,194,231,1,1,5,0,183,25,0,1,1,0,0,3,1,452,0,452,0,
257,194(A),249,1,0,1,1,209,17,2,0,1,0,0,0,5,486,0,486,0,
258,195,161,1,0,15,0,406,21,10,5,1,0,0,1,2,623,0,623,0,
259,196,164,1,1,15,0,334,17,0,2,1,2,1,1,6,545,0,545,0,
260,197,83,1,3,1,0,126,2,1,1,0,0,2,3,1,224,0,224,0,
261,198,239,0,0,8,1,184,18,0,2,0,0,0,2,2,456,0,456,0,
262,198(A),314,0,0,10,4,166,14,2,0,0,0,0,1,3,514,0,514,0,
263,199,136,0,1,0,0,18,10,1,0,0,0,1,1,3,171,0,171,0,
264,200,251,1,7,2,1,183,59,3,0,1,0,0,2,3,513,0,513,0,
265,201,234,2,4,10,1,500,36,8,2,0,1,0,3,6,807,0,807,0,
266,202,433,4,8,1,1,293,32,1,0,0,0,2,3,10,788,0,788,0,
267,203,188,0,1,6,2,292,98,8,0,0,0,1,2,2,600,0,600,0,"02
:
oN
dnuoR"
268,204,193,0,1,9,1,261,34,2,1,0,0,0,2,1,505,0,505,0,
269,204(A),222,0,0,2,1,273,20,4,2,0,0,0,4,7,535,0,535,0,
270,205,440,2,7,0,1,307,56,6,0,0,0,0,0,6,825,0,825,0,
271,206,335,1,1,3,3,296,28,3,1,0,1,1,6,6,685,0,685,0,
272,207,536,2,5,0,1,39,17,3,0,0,0,0,1,7,611,0,611,0,
273,208,321,2,1,5,1,183,10,5,0,0,1,0,2,2,533,0,533,0,
274,209,265,1,4,4,1,393,23,6,1,0,0,0,6,5,709,0,709,0,
275,210,252,4,3,2,1,176,8,2,1,0,0,1,0,0,450,0,450,0,
276,211,291,0,2,7,0,249,48,8,0,1,1,4,2,5,618,0,618,0,
277,212,411,4,1,7,1,159,25,3,1,1,1,3,1,3,621,0,621,0,
278,213,320,1,2,9,1,160,15,0,1,0,0,0,0,2,511,0,511,0,
279,213(A),285,1,3,8,2,159,6,5,1,0,0,2,3,4,479,0,479,0,
280,214,365,1,0,2,0,102,55,1,0,0,0,0,0,7,533,0,533,0,
281,214(A),405,3,1,0,0,102,33,4,0,0,0,0,2,3,553,0,553,0,"12
:
oN
dnuoR"
282,215,389,1,9,0,0,81,30,0,1,0,0,0,1,6,518,0,518,0,
283,216,265,0,7,9,2,383,9,7,0,0,0,0,0,5,687,0,687,0,
284,217,199,0,5,17,0,265,17,1,1,0,2,0,0,2,509,0,509,0,
285,217(A),194,4,3,11,2,245,15,9,2,0,2,0,5,7,499,0,499,0,
286,218,654,3,11,0,0,105,65,2,1,0,1,0,1,2,845,0,845,0,
287,219,264,0,0,8,2,193,17,2,0,0,0,0,3,3,492,0,492,0,
288,219(A),262,1,2,7,0,222,12,3,1,1,0,0,3,3,517,0,517,1,
289,220,325,0,2,1,1,383,17,2,1,0,0,1,3,5,741,0,741,0,
290,221,277,1,4,8,2,309,10,4,2,0,0,3,4,7,631,0,631,0,
291,222,327,1,1,8,2,391,63,3,0,0,0,0,2,4,802,0,802,0,
292,223,420,0,6,11,0,228,27,2,2,0,0,0,3,7,706,0,706,0,
293,224,285,1,10,4,0,263,17,3,3,0,1,1,1,7,596,0,596,0,
294,225,482,4,8,6,1,118,42,3,2,0,1,0,2,3,672,0,672,0,
295,226,260,0,2,9,2,202,24,19,0,0,1,0,2,4,525,0,525,0,"22
:
oN
dnuoR"
296,227,159,1,2,6,1,587,22,8,2,1,0,0,7,4,800,0,800,0,
297,228,492,3,1,2,0,264,19,4,1,1,2,1,1,7,798,0,798,0,
298,229,257,1,3,10,2,403,21,7,1,3,0,3,5,3,719,0,719,0,
299,230,310,1,4,1,4,277,31,2,0,0,0,0,4,6,640,0,640,0,
300,231,360,0,4,9,0,268,49,3,0,0,0,0,2,2,697,0,697,0,
