Sl. No,Polling Station No,"M.SUBRAMANIAN,(Alias)RAVICPI","M. SELVAKUMAR, DMDK","K.N. VIJEYAKUMAR, AIADMK","B. ALAGUSUNDARAM, KDA","S.EASWARAN,NTK","S.SIVABALAN,MNM","V. SENTHILKUMAR, MDATPA K","K. DEIVASIGAMANI, KMTE","S. UDHAYAKUMAR, IND","T.N. SENTHILKUMAR, IND","R. SENTHILKUMAR, IND","A. SENTHILVEL, IND","S. MURUGAPANDI, IND","M.RANGASAMY,IND",Total Valid Votes,Rejected Votes,NOTA,Total Votes,Tendered Votes
272,188A,1,119,6,166,1,25,61,0,0,0,0,0,0,1,2,382,0,1,383,0
273,189,2,120,2,152,1,40,43,0,0,0,0,0,0,1,2,363,0,1,364,0
274,189A,0,139,2,168,1,47,29,0,0,0,0,1,0,0,4,391,0,3,394,0
275,190,3,184,4,197,0,27,68,1,0,0,0,0,0,1,0,485,0,5,490,0
276,191,1,155,1,208,5,37,57,0,0,0,0,0,0,0,1,465,0,3,468,0
277,192,1,180,5,267,1,62,47,0,0,0,1,0,0,1,1,566,0,4,570,0
278,193,1,146,10,192,1,36,28,0,0,1,0,1,0,0,2,418,0,2,420,0
279,193A,1,97,0,139,1,26,37,0,0,0,0,0,0,0,3,304,0,3,307,0
280,194,0,145,1,175,2,27,39,0,0,1,0,0,0,1,6,397,0,6,403,0
281,195,3,174,5,140,2,18,35,0,0,1,0,0,0,0,1,379,0,5,384,0
282,196,0,208,11,256,0,59,52,0,0,1,0,0,0,0,1,588,0,6,594,0
283,197,1,114,4,128,0,22,38,0,0,1,0,0,0,0,1,309,0,5,314,1
284,197A,1,113,2,178,0,26,42,0,0,0,0,0,0,0,4,366,0,6,372,0
285,198,0,206,10,245,1,42,58,1,0,0,0,0,0,0,2,565,0,7,572,0
286,199,2,161,3,219,0,28,50,0,0,0,0,0,0,0,6,469,0,2,471,0
287,200,2,207,2,177,0,28,47,1,0,1,0,0,0,1,0,466,0,2,468,0
288,200A,0,144,6,134,0,21,58,0,0,0,2,0,1,0,0,366,0,6,372,0
289,201,0,144,2,210,0,51,57,0,0,0,1,0,0,1,0,466,0,7,473,0
290,201A,0,109,7,168,0,36,44,1,0,0,1,1,0,0,0,367,0,2,369,0
291,202,2,206,7,209,0,77,46,2,1,1,0,0,0,2,1,554,0,9,563,1
292,203,0,134,9,126,0,27,33,0,0,1,0,0,0,0,0,330,0,3,333,1
293,203A,0,93,5,123,0,23,30,0,0,0,0,0,0,0,0,274,0,4,278,0
294,204,0,109,3,160,0,29,37,0,0,1,0,1,0,0,1,341,0,3,344,0
295,204A,0,97,3,123,0,23,33,1,0,0,1,0,0,0,0,281,0,3,284,0
296,205,1,78,2,119,1,41,38,0,0,0,0,0,0,0,1,281,0,5,286,0
297,205A,0,118,6,180,1,13,38,0,0,0,0,0,0,0,0,356,0,2,358,0
298,206,0,136,7,157,0,44,28,3,0,0,1,0,0,0,1,377,0,1,378,0
299,207,1,116,6,195,2,52,37,0,0,0,0,0,0,1,2,412,0,2,414,0
300,207A,3,155,2,161,1,50,47,0,0,1,2,0,0,0,0,422,0,3,425,0
301,208,1,200,6,245,0,54,54,4,0,0,0,0,1,0,2,567,0,3,570,0
302,209,0,115,5,205,3,33,32,0,0,0,0,0,0,0,0,393,0,6,399,0
303,209A,1,114,4,201,0,36,32,0,0,1,0,1,0,0,0,390,0,3,393,0
304,210,0,98,5,156,2,32,27,0,2,0,0,0,0,1,1,324,0,2,326,0
305,210A,0,83,3,146,0,33,17,0,0,0,1,0,0,0,0,283,0,1,284,0
306,211,1,119,1,165,3,32,26,2,1,0,0,0,1,0,1,352,0,3,355,0
307,211A,2,150,4,181,0,36,53,1,0,1,0,0,0,1,0,429,0,2,431,0
308,212,1,167,3,236,2,46,60,0,2,0,0,0,0,0,0,517,0,6,523,0
309,213,0,75,1,117,1,18,31,0,1,0,0,0,0,0,0,244,0,0,244,0
310,213A,0,115,2,176,0,49,64,1,1,1,0,0,0,0,0,409,0,6,415,0
311,214,1,105,4,184,1,41,50,1,0,1,0,0,1,0,1,390,0,1,391,0
312,214A,1,100,6,150,2,31,45,0,0,0,0,0,0,0,0,335,0,2,337,0
313,215,1,127,7,269,2,50,76,1,0,0,1,0,0,1,0,535,0,8,543,0
314,216,1,166,9,236,3,42,67,3,0,0,0,1,1,1,1,531,0,7,538,0
315,217,0,154,1,178,0,41,32,0,0,0,0,0,0,1,0,407,0,3,410,0
316,218,0,171,8,217,2,33,53,1,0,2,0,0,0,0,0,487,0,8,495,0
317,219,1,177,7,179,1,51,53,0,0,1,1,1,0,0,0,472,0,2,474,0
318,220,2,200,5,199,0,45,54,1,1,0,0,0,0,0,0,507,0,3,510,0
319,221,1,155,1,186,2,32,35,0,0,0,0,0,0,0,1,413,0,6,419,0
320,221A,0,86,4,191,1,40,33,0,2,2,0,0,1,2,1,363,0,1,364,0
321,222,2,118,4,148,0,41,55,0,0,0,0,0,1,0,2,371,0,6,377,0
322,222A,0,93,4,127,0,36,55,1,0,1,0,0,1,2,0,320,0,2,322,0
323,223,0,143,1,240,0,51,59,0,0,0,0,0,0,0,1,495,0,5,500,1
324,223A,1,84,8,158,0,28,43,0,0,0,0,0,1,0,0,323,0,3,326,0
325,224,2,95,1,161,2,38,48,1,0,0,0,0,0,0,0,348,0,4,352,0
326,224A,0,109,4,144,0,48,29,0,0,1,0,0,0,2,0,337,0,2,339,0
327,225,2,154,5,212,0,36,37,0,0,0,1,0,0,0,0,447,0,3,450,0
328,226,1,197,10,247,4,51,69,0,0,0,0,1,2,0,0,582,0,5,587,0
329,227,1,121,9,129,2,44,37,0,0,0,1,0,0,0,0,344,0,2,346,0
330,228,0,114,4,224,2,39,42,0,1,0,0,0,0,1,0,427,0,0,427,0
331,228A,1,80,2,123,0,23,35,1,0,1,0,0,0,1,0,267,0,1,268,0
332,229,2,210,6,263,2,82,58,0,0,0,0,1,0,1,0,625,0,9,634,0
333,230,0,160,16,247,0,66,48,1,0,0,0,0,0,0,0,538,0,4,542,0
334,231,0,164,2,226,4,54,60,0,0,2,0,0,0,0,0,512,0,5,517,0
335,232,1,162,4,300,0,40,28,0,1,3,1,0,3,0,0,543,0,2,545,0
336,233,1,104,4,168,0,30,45,0,0,1,0,0,0,1,1,355,0,2,357,0
337,233A,0,137,6,199,0,38,29,0,0,0,1,0,0,0,0,410,0,4,414,0
338,234,0,154,12,199,2,32,67,2,1,0,0,0,0,0,0,469,0,1,470,0
339,235,0,126,3,209,0,41,58,1,0,0,0,0,1,0,2,441,0,1,442,0
340,236,1,101,4,137,2,25,40,1,2,0,0,1,2,0,0,316,0,3,319,0
341,236A,0,89,3,115,0,15,23,0,0,0,0,0,0,0,1,246,0,5,251,0
342,237,1,100,2,126,2,29,42,0,0,0,0,0,1,1,2,306,0,6,312,0
343,237A,0,116,3,137,1,30,43,0,0,1,0,0,0,1,2,334,0,2,336,0
344,238,1,131,3,185,1,35,34,0,1,0,0,0,0,0,0,391,0,6,397,0
345,238A,1,82,2,118,0,21,34,0,0,0,0,0,0,0,1,259,0,1,260,0
346,239,1,101,3,146,1,29,42,1,0,1,1,0,4,0,0,330,0,5,335,0
347,239A,1,139,10,189,1,31,35,2,0,0,0,0,0,0,1,409,0,3,412,0
348,240,1,66,4,51,1,23,17,0,0,0,0,0,0,0,0,163,0,1,164,0
349,240A,2,139,0,285,3,65,48,2,0,1,0,0,0,1,0,546,0,3,549,2
350,241,0,99,4,169,1,23,57,1,1,0,0,0,0,0,0,355,0,3,358,0
351,242,1,135,3,147,0,23,43,0,0,1,0,0,0,1,0,354,0,3,357,0
352,242A,0,75,3,146,0,31,35,0,0,0,0,0,0,0,0,290,0,2,292,0
353,243,3,121,5,180,1,21,31,0,1,0,0,0,0,0,0,363,0,5,368,0
354,243A,0,71,6,136,2,25,22,0,0,0,0,0,0,0,0,262,0,3,265,0
355,244,1,140,4,271,3,39,38,0,5,1,0,3,6,0,3,514,0,1,515,0
356,245,3,151,3,213,3,32,79,1,0,1,0,0,0,0,0,486,0,3,489,0
357,246,2,133,3,165,0,39,35,0,0,0,1,0,0,0,1,379,0,6,385,0
358,247,0,140,4,255,3,39,66,2,0,0,0,0,0,0,0,509,0,3,512,0
359,248,1,143,4,240,2,47,39,0,0,1,0,0,0,3,1,481,0,1,482,0
360,249,0,140,3,283,1,36,74,3,0,1,0,0,0,0,1,542,0,2,544,0
361,250,2,100,4,257,2,48,48,0,0,0,0,0,0,0,0,461,0,4,465,0
362,251,3,111,9,255,2,42,58,1,0,1,0,0,1,0,1,484,0,6,490,0
363,252,0,103,3,162,0,21,29,1,0,0,1,0,0,0,0,320,0,5,325,0
364,252A,0,64,2,114,1,27,35,0,0,0,0,0,0,0,0,243,0,1,244,0
365,253,1,130,4,198,2,45,46,2,0,0,1,0,0,1,1,431,0,2,433,0
366,253A,0,94,8,128,0,25,24,0,0,0,0,0,0,0,2,281,0,1,282,0
367,254,0,85,0,157,0,12,34,0,0,0,1,0,0,1,0,290,0,2,292,0
368,254A,1,197,5,165,1,23,42,0,1,1,1,0,0,0,1,438,0,2,440,0
369,255,1,113,3,150,1,15,33,1,0,0,0,0,0,1,0,318,0,1,319,0
370,255A,1,118,7,166,1,22,38,0,0,1,0,0,0,0,0,354,0,5,359,0
371,256,1,136,1,217,1,18,51,0,1,3,0,1,0,1,0,431,0,3,434,0
372,257,0,56,1,100,1,19,29,0,0,0,0,0,1,0,0,207,0,1,208,0
373,257A,0,96,1,152,3,28,32,1,0,0,0,1,3,0,0,317,0,3,320,0
374,258,1,88,3,136,0,20,33,0,0,1,0,2,2,0,0,286,0,8,294,0
375,258A,2,129,6,221,0,36,44,0,0,0,0,0,0,0,0,438,0,4,442,0
376,259,0,97,2,157,1,12,30,1,1,0,0,0,0,0,0,301,0,5,306,0
377,259A,3,182,5,315,3,16,15,1,0,0,1,1,0,1,1,544,0,3,547,0
378,260,3,158,8,243,0,57,62,1,0,0,0,0,0,0,0,532,0,4,536,0
379,260A,0,75,4,92,0,30,37,0,0,0,0,0,0,1,0,239,0,3,242,0
380,261,0,125,4,156,2,34,26,1,0,0,1,0,0,0,0,349,0,6,355,0
381,261A,0,77,6,130,0,32,30,0,0,0,0,0,1,0,0,276,0,2,278,0
382,262,0,128,6,172,3,29,46,1,0,0,0,0,0,0,0,385,0,1,386,0
383,263,0,151,4,160,1,37,56,2,1,1,0,0,0,0,0,413,0,2,415,0
384,264,1,116,8,165,2,27,42,1,0,1,0,0,0,0,1,364,0,3,367,0
385,265,0,124,9,182,1,33,39,0,0,2,0,0,0,0,0,390,0,3,393,0
386,265A,0,54,4,127,1,39,28,0,0,0,0,0,0,0,0,253,0,4,257,0
387,266,1,150,10,256,1,65,79,0,0,1,0,1,0,0,0,564,0,6,570,0
388,267,0,104,2,158,1,18,54,0,0,0,0,0,0,0,0,337,0,3,340,0
389,267A,0,97,3,166,0,31,42,0,0,0,0,0,0,0,0,339,0,4,343,0
390,268,1,165,4,234,1,33,56,3,0,0,0,0,0,0,0,497,0,4,501,0
391,268A,0,103,9,147,0,34,24,2,0,0,0,0,0,1,1,321,0,3,324,0
392,269,0,106,9,142,1,36,44,0,0,1,0,0,1,0,0,340,0,6,346,0
393,269A,0,122,14,229,4,53,57,1,0,1,0,0,0,0,0,481,0,4,485,0
394,270,1,103,5,153,0,21,40,1,0,0,0,0,0,0,1,325,0,5,330,0
395,270A,1,66,5,120,0,21,47,1,0,3,0,0,0,0,0,264,0,2,266,0
396,271,0,105,3,162,1,28,24,0,0,0,0,0,0,0,0,323,0,5,328,0
397,271A,1,87,4,133,0,29,33,0,0,0,0,0,0,0,0,287,0,3,290,0
398,272,2,136,3,188,0,16,38,1,0,0,0,0,0,1,0,385,0,6,391,0
399,272A,0,109,1,128,0,16,41,1,0,0,0,0,1,0,0,297,0,3,300,0
400,273,1,120,2,173,2,29,55,1,0,0,0,0,1,0,0,384,0,4,388,0
401,273A,1,103,2,112,0,16,21,1,1,0,0,0,0,0,0,257,0,3,260,0
402,274,0,95,8,84,1,20,27,0,0,0,0,1,0,1,0,237,0,0,237,0
403,274A,2,159,4,178,1,48,39,0,0,0,0,0,0,0,0,431,0,9,440,0
404,275,1,59,4,119,0,23,31,0,0,0,0,0,0,0,0,237,0,2,239,0
405,275A,1,123,2,158,0,35,58,0,0,0,0,1,1,0,0,379,0,8,387,0
406,276,2,184,4,160,0,20,17,0,1,3,0,1,2,0,2,396,0,6,402,0
407,276A,1,133,20,194,0,36,36,0,0,0,0,0,1,0,3,424,0,4,428,1
408,277,0,136,4,240,0,37,43,3,1,0,1,0,0,0,1,466,0,8,474,0
409,277A,0,57,2,203,0,21,24,2,0,0,0,0,0,0,0,309,0,5,314,0
410,278,0,86,6,132,0,27,28,0,0,1,0,0,0,1,0,281,0,4,285,0
411,278A,1,103,4,156,1,26,44,0,0,1,0,0,2,0,1,339,0,2,341,0
412,279,0,85,4,160,1,31,48,0,1,0,0,0,1,0,0,331,0,3,334,0
413,279A,1,126,2,203,1,22,34,0,0,0,0,0,1,0,0,390,0,7,397,0
414,280,0,109,11,183,0,63,16,0,0,1,0,0,0,1,0,384,0,4,388,0
415,280A,5,121,7,178,0,59,33,0,0,0,0,0,0,1,0,404,0,4,408,0
416,281,0,106,10,141,1,51,28,0,0,1,1,0,2,0,0,341,0,6,347,0
417,281A,0,104,4,139,0,28,33,0,0,0,0,1,0,1,1,311,0,1,312,0
418,282,1,132,17,222,0,66,40,2,0,1,0,0,0,1,0,482,0,3,485,0
419,283,0,164,20,232,1,32,25,0,0,0,1,0,2,1,1,479,0,5,484,0
420,284,1,114,11,163,1,42,25,0,0,0,0,1,0,0,0,358,0,5,363,0
421,284A,1,129,17,136,0,43,33,0,0,0,0,0,0,1,0,360,0,4,364,0
422,285,0,86,6,149,2,28,19,2,1,0,0,0,0,0,0,293,0,5,298,0
423,285A,0,97,12,145,1,63,20,1,1,0,0,0,1,0,0,341,0,2,343,0
424,286,0,125,4,193,0,42,65,0,0,0,0,1,0,1,1,432,0,6,438,0
425,286A,2,156,8,197,0,45,39,1,0,0,1,0,2,1,0,452,0,2,454,0
426,287,1,125,9,154,0,42,28,0,1,0,0,0,0,3,1,364,0,3,367,0
427,287A,0,128,14,174,1,53,23,0,0,0,1,0,2,0,0,396,0,2,398,0
428,288,2,147,16,216,2,43,24,1,0,0,0,0,1,0,0,452,0,0,452,0
429,288A,0,140,10,186,1,31,20,0,0,0,0,1,2,0,0,391,0,5,396,0
430,289,2,166,10,177,0,43,18,1,0,0,0,0,0,1,0,418,0,6,424,0
431,289A,0,165,7,215,1,53,32,3,0,0,0,0,2,1,0,479,0,3,482,1
432,290,0,104,6,180,1,44,42,1,0,0,0,0,0,0,0,378,0,6,384,0
433,290A,0,145,5,222,0,44,37,0,0,1,0,0,0,0,1,455,0,3,458,0
434,291,0,99,3,213,1,32,24,0,0,1,0,0,0,0,0,373,0,1,374,0
435,291A,1,127,7,141,0,34,24,0,0,0,0,0,2,0,0,336,0,2,338,0
436,292,1,201,15,256,3,74,51,2,0,0,1,0,1,2,0,607,0,4,611,0
437,293,2,135,8,161,2,36,28,0,0,0,0,0,1,0,1,374,0,2,376,0
438,294,2,165,2,189,0,24,33,0,0,2,0,1,0,1,0,419,0,3,422,0
439,294A,1,146,10,191,1,50,42,0,0,0,0,1,1,0,1,444,0,2,446,0
440,295,1,187,3,190,1,27,35,0,1,1,0,0,0,0,1,447,0,3,450,0
441,296,1,161,5,262,5,60,44,0,0,0,0,0,1,0,1,540,0,5,545,0
442,297,1,199,9,238,2,69,54,0,0,0,0,0,0,0,0,572,0,5,577,0
443,298,1,136,10,239,1,45,37,2,0,1,0,0,0,0,2,474,0,5,479,0
444,299,1,106,7,178,1,20,30,0,0,0,0,1,0,0,0,344,0,3,347,0
445,299A,0,154,6,186,1,26,48,0,0,0,0,0,0,0,0,421,0,2,423,0
446,300,0,122,3,152,0,26,37,0,1,0,0,0,0,1,2,344,0,4,348,1
447,300A,0,144,6,214,1,37,42,0,0,0,0,0,0,0,0,444,0,4,448,1
448,301,1,134,3,172,1,37,41,0,0,1,0,0,0,0,1,391,0,6,397,0
449,301A,0,133,7,134,0,51,57,0,0,0,0,0,0,0,0,382,0,2,384,0
450,302,2,157,9,323,0,36,81,0,0,0,0,1,0,1,1,611,0,2,613,0
451,303,1,156,5,205,1,28,56,0,0,0,0,0,0,0,0,452,0,7,459,0
452,303A,1,84,2,177,0,23,36,0,0,2,0,0,0,0,1,326,0,5,331,0
453,304,0,175,12,255,0,56,65,0,0,0,0,0,0,0,0,563,0,8,571,0
454,305,0,168,5,282,2,57,66,1,0,0,0,0,0,1,1,583,0,3,586,0
455,306,0,119,6,204,3,45,46,0,0,0,0,0,1,0,2,426,0,6,432,1
456,306A,2,128,7,161,0,30,46,1,0,0,0,1,0,0,0,376,0,4,380,0
457,307,0,136,2,187,1,47,42,0,0,0,0,0,0,1,1,417,0,2,419,0
458,307A,0,130,4,201,1,61,37,1,0,0,0,0,0,0,0,435,0,4,439,0
459,308,2,172,6,311,3,71,50,0,1,1,1,1,2,0,1,622,0,8,630,0
460,309,0,156,4,234,2,69,36,1,0,0,0,0,1,2,1,506,0,5,511,0
461,310,1,183,10,190,0,57,40,0,0,0,0,0,0,1,0,482,0,3,485,0
462,310A,0,160,4,185,1,40,32,0,0,0,0,0,0,0,1,423,0,1,424,0
463,311,2,258,11,388,1,47,69,1,0,1,0,0,0,0,1,779,0,7,786,1
464,312,1,187,0,178,1,12,32,0,0,1,0,0,0,0,0,412,0,2,414,0
465,313,2,159,6,165,0,38,33,0,0,3,0,1,0,0,2,409,0,6,415,0
466,313A,1,160,3,156,1,41,34,0,0,0,0,0,0,0,0,396,0,5,401,0
467,314,0,221,3,286,0,59,52,0,0,0,0,0,0,0,0,621,0,6,627,0
468,315,1,165,4,194,0,38,60,1,0,0,0,0,0,1,0,464,0,7,471,0
469,316,2,144,6,203,0,53,53,1,0,0,1,0,0,0,7,470,0,11,481,0
470,317,2,123,6,145,0,24,38,0,0,0,0,0,0,0,10,348,0,3,351,0
471,317A,4,97,5,152,0,31,36,1,0,0,0,0,0,2,4,332,0,5,337,0
472,318,2,78,4,90,0,28,23,0,1,0,1,0,0,0,1,228,0,1,229,0
473,318A,0,163,5,267,0,56,47,0,0,1,0,1,0,2,3,545,0,5,550,0
474,319,0,118,5,166,1,34,51,1,1,2,0,0,0,0,0,379,0,3,382,0
475,319A,0,119,4,211,0,26,47,0,0,0,0,0,0,1,2,410,0,4,414,0
476,320,1,144,6,216,1,53,59,1,0,0,1,0,0,0,0,482,0,5,487,0
477,321,0,238,14,198,1,43,64,0,0,0,0,0,0,0,1,559,0,7,566,0
478,322,0,111,10,220,1,43,38,1,0,1,0,0,0,0,1,426,0,6,432,0
479,323,1,146,13,214,2,40,32,2,0,1,0,0,0,0,0,451,0,2,453,0
480,324,0,113,7,221,1,33,25,0,0,1,0,1,2,0,3,407,0,0,407,0
481,324A,1,137,2,208,0,39,38,1,0,1,0,0,0,0,0,427,0,1,428,0
482,325,1,126,3,165,1,60,32,0,1,2,1,0,0,0,1,393,0,2,395,0
483,326,3,133,6,191,2,47,57,0,1,0,0,0,0,0,0,440,0,5,445,0
484,327,1,167,5,208,5,63,65,0,0,1,0,0,0,0,0,515,0,5,520,0
485,328,2,156,14,294,0,59,70,2,0,1,0,0,1,0,2,601,0,6,607,0
486,329,0,159,9,302,3,48,45,0,0,0,0,0,1,1,3,571,0,2,573,0
487,330,2,138,6,158,0,40,36,0,0,0,0,0,1,2,0,383,0,2,385,0
488,330A,0,134,5,211,0,32,34,0,0,0,0,1,0,1,1,419,0,3,422,0
489,331,0,230,9,230,1,62,64,0,0,0,0,0,0,0,0,596,0,7,603,1
490,332,2,205,6,276,1,56,51,1,1,0,0,0,2,2,0,603,0,5,608,1
491,333,0,137,12,177,1,41,31,1,0,0,0,0,0,2,1,403,0,2,405,0
492,334,1,141,8,217,1,30,31,0,0,0,0,1,1,0,1,432,0,5,437,0
493,334A,2,56,5,105,0,18,22,0,0,1,0,0,0,0,1,210,0,2,212,0
494,335,1,64,5,168,1,28,8,0,1,0,0,0,1,0,1,278,0,2,280,0
495,335A,0,91,11,194,2,54,18,0,1,0,0,0,0,0,0,371,0,3,374,0
496,336,2,154,38,348,1,89,46,0,1,0,0,0,0,0,0,679,0,2,681,0
497,337,2,120,15,240,2,47,38,0,0,0,0,0,1,0,0,465,0,3,468,0
498,337A,0,115,4,196,0,35,31,0,0,1,0,0,0,1,0,383,0,2,385,0
499,338,0,86,5,143,0,20,57,1,0,1,0,0,1,0,0,314,0,2,316,0
500,338A,2,120,11,195,1,40,44,0,0,0,0,0,0,0,0,413,0,6,419,0
501,339,0,100,9,147,0,29,34,1,1,0,0,0,0,0,0,321,0,4,325,0
502,339A,0,103,19,221,1,55,40,2,4,1,0,1,1,1,0,449,0,6,455,0
503,340,1,158,10,199,1,58,22,1,1,0,0,1,0,0,1,453,0,3,456,0
504,341,1,171,10,187,2,56,22,0,1,1,1,1,0,0,3,456,0,5,461,0
505,342,3,123,3,206,1,42,31,0,0,0,0,0,1,0,0,410,0,4,414,0
506,343,1,202,6,223,2,78,17,1,0,0,0,1,0,1,1,533,0,6,539,0
507,344,2,200,6,216,0,46,19,2,0,1,0,1,0,1,1,495,0,4,499,0
508,345,1,192,3,190,1,36,15,0,0,0,0,0,0,0,3,441,0,7,448,0
509,345A,0,93,5,173,1,19,12,0,0,2,0,0,1,0,0,306,0,2,308,0
510,346,0,110,5,234,2,50,37,2,0,0,0,0,0,0,0,440,0,6,446,0
511,346A,0,129,6,208,0,53,45,0,0,1,0,0,0,0,1,443,0,5,448,0
512,347,0,242,13,247,0,49,72,0,1,0,0,1,0,0,0,625,0,9,634,0
513,348,0,103,5,187,1,30,32,0,1,0,0,0,0,0,0,359,0,2,361,0
514,349,0,163,13,199,2,37,42,0,0,0,1,0,0,0,4,461,0,8,469,0
515,350,1,108,10,218,1,63,39,1,0,1,0,0,1,1,0,444,0,7,451,0
516,351,1,151,6,196,1,37,32,0,0,1,0,1,2,0,0,428,0,2,430,0
517,351A,0,121,10,243,2,29,34,0,0,0,0,0,0,0,2,441,0,6,447,0
518,352,2,73,5,187,0,31,34,0,0,1,0,0,0,0,1,334,0,1,335,0
519,352A,0,84,9,139,0,29,27,0,0,0,0,1,0,0,1,290,0,6,296,0
520,353,1,123,4,173,1,34,27,0,0,1,0,0,0,0,1,365,0,2,367,0
521,353A,1,93,4,188,0,31,39,1,0,0,0,0,0,2,0,359,0,1,360,0
522,354,1,134,2,254,0,32,88,0,0,1,0,0,1,0,1,514,0,13,527,0
523,355,3,113,8,205,1,43,29,0,0,0,0,0,1,0,0,403,0,4,407,0
524,355A,6,104,4,191,1,54,48,0,0,0,0,0,0,0,0,408,0,3,411,0
525,356,3,110,6,175,0,62,38,1,0,0,0,0,0,1,0,396,0,3,399,0
526,356A,1,119,7,168,0,57,32,0,0,0,0,0,0,0,0,384,0,5,389,0
527,357,0,170,13,266,0,72,36,0,2,0,1,2,0,1,0,563,0,6,569,0
528,358,0,169,4,304,0,41,117,0,0,0,0,0,0,1,0,636,0,3,639,0
529,359,0,212,1,210,1,43,35,0,0,0,0,0,0,1,0,503,0,5,508,0
530,360,3,117,3,244,2,43,27,2,0,0,0,0,1,0,3,445,0,4,449,0
531,360A,1,91,11,163,1,51,16,0,2,0,0,0,0,1,3,340,0,6,346,0
532,361,0,138,9,207,1,37,24,0,0,1,1,1,1,2,3,425,0,3,428,1
533,361A,0,145,13,264,3,68,22,0,0,1,0,0,0,0,3,519,0,3,522,0
534,362,2,82,4,157,1,51,22,0,0,0,0,0,0,0,0,319,0,4,323,0
535,362A,0,92,5,170,0,56,28,0,0,0,0,0,0,0,0,351,0,3,354,0
536,"No.of Votes
Recorded on
Postal Ballot
Papers",3,603,7,265,1,49,37,2,0,5,0,2,1,1,1,977,8,8,993,0
