Sl. No,Polling Station No,NACHIMUTHU S Samaj Party) (Bahujan,MOORTHI.K SIVABALA Mahasabha) Bharat Hindu (Akhil,THANGAVEL.B Party) India (My,POOVENDHAN .T Needhi Maiam) (Makkal,RAJASEKARAN VINOTH .G Tamilar Katchi) (Namm,AZHAGUMALA I.A (Independent,ANANTHAN S.P (Independent),KARUPPUSAM Y.P (Independent),KALIAPPAN.K (Independent),HAMEED SHAHUL (Independent),GOUNDER.P SAMIAPPA (Independent),SIDDIQ.M (Independent),SUDHA.R.B (Independent),SURESH.M (Independent),THANGAVEL.A (Independent),NAGENDRAN. G (Independent),PANDEESWAR AN.M (Independent),PERIYADURAI. M (Independent),MUNISHRAJA. M (Independent),SAHABUDEEN RASULBEEVI (Independent),LATHIKA (Independent),Total Valid Votes,Rejected Votes,NOTA,Total Votes,Tendered Votes
179,134,170,0,178,3,0,7,15,9,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,387,0,3,390,0
180,135,266,0,372,2,1,19,18,0,1,2,0,0,0,1,0,0,0,0,2,0,0,0,0,1,685,0,7,692,0
181,136 M,191,0,164,1,0,11,17,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,388,0,3,391,0
182,136A(W),198,1,176,0,1,7,9,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,397,0,4,401,0
183,137,360,3,331,2,0,11,14,17,0,1,0,0,0,1,0,0,1,0,2,0,0,0,1,0,744,0,2,746,0
184,138,310,3,307,0,0,7,38,5,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,674,0,4,678,0
185,139,344,0,177,1,0,7,13,4,1,0,0,0,2,1,0,4,2,0,4,1,0,0,0,0,561,0,4,565,0
186,140 M,244,1,112,5,0,5,38,3,0,0,0,0,0,1,0,0,1,0,2,0,2,0,0,0,414,0,1,415,0
187,140A(W),317,1,97,1,0,5,17,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,441,0,2,443,0
188,141,456,0,223,3,0,6,59,7,0,1,0,0,0,0,1,5,1,0,0,0,3,0,1,0,766,0,2,768,0
189,142,193,0,132,0,1,2,39,11,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,383,0,1,384,0
190,143,320,1,301,2,0,8,23,7,0,1,0,0,0,2,0,5,0,0,2,0,0,1,1,1,675,0,5,680,0
191,144,161,0,237,2,0,14,17,3,1,0,0,0,0,1,0,3,0,0,1,1,1,1,0,0,443,0,3,446,0
192,145 M,253,1,163,4,0,9,45,7,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,488,0,4,492,0
193,145A(W),269,2,173,1,0,6,22,6,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,485,0,3,488,0
194,146,245,0,253,1,0,8,17,3,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,531,0,0,531,0
195,147,244,2,252,2,0,4,22,2,0,0,0,2,0,0,1,3,1,0,1,0,0,0,0,0,536,0,3,539,0
196,148,126,0,88,0,0,2,6,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,226,0,3,229,0
197,149,290,2,229,5,0,4,18,5,0,1,2,1,2,1,2,5,4,0,1,0,0,0,0,0,572,0,5,577,0
198,150 M,312,0,190,2,0,5,14,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,530,0,4,534,0
199,150A(W),333,3,177,0,1,1,2,2,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,525,0,3,528,0
200,151,229,4,180,1,0,0,41,3,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,2,465,0,2,467,0
201,152,292,1,231,3,1,3,25,7,0,1,0,0,1,0,1,2,4,2,6,0,0,0,0,0,580,0,1,581,0
202,153,432,3,180,1,0,7,12,10,0,0,0,0,2,0,1,3,6,1,1,0,1,0,0,1,661,0,4,665,0
203,154,272,0,85,0,0,4,13,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,381,0,0,381,0
204,155 M,245,0,141,0,0,2,31,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,425,0,1,426,0
205,155A(W),233,4,195,4,0,2,6,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,0,1,451,0,1,452,0
206,156,235,0,258,3,0,6,6,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,514,0,1,515,0
207,157,162,0,143,2,0,2,16,4,0,0,0,0,0,0,1,4,1,1,0,0,0,1,0,1,338,0,3,341,0
208,158,200,1,156,1,0,4,11,3,0,1,0,0,3,0,1,3,0,0,1,1,0,0,0,0,386,0,4,390,0
209,159,245,5,412,4,0,5,39,7,1,0,1,0,1,1,0,0,2,0,2,0,0,0,0,1,726,0,3,729,0
210,160,190,0,246,3,0,3,7,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,453,0,2,455,0
211,161,338,2,394,1,0,12,19,1,1,0,1,1,0,0,0,0,1,0,3,0,2,0,0,1,777,0,2,779,0
212,162,366,3,318,0,1,15,14,4,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,726,0,1,727,0
213,163,439,2,260,2,0,4,34,3,0,0,1,0,1,1,1,2,6,1,3,0,0,0,0,1,761,0,8,769,0
214,164,233,1,213,1,1,1,34,2,0,0,0,0,4,2,1,2,3,1,0,0,0,0,1,0,500,0,2,502,0
215,165,277,1,303,5,0,5,14,4,0,1,0,1,2,3,0,2,5,0,1,0,0,0,1,2,627,0,7,634,0
216,166,385,1,292,4,0,16,17,3,0,0,0,1,0,0,1,1,2,0,4,0,0,0,1,2,730,0,5,735,0
217,167,200,0,231,3,0,6,23,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,469,0,1,470,0
218,168 M,202,2,186,0,0,9,16,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,420,0,2,422,0
219,168A(W),209,2,195,1,0,9,6,1,0,0,1,1,1,1,0,5,0,0,0,0,0,0,0,0,432,0,3,435,0
220,169,62,0,134,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,207,0,1,208,0
221,170,245,0,307,2,1,16,20,13,0,0,0,0,0,1,0,2,1,0,1,1,0,0,0,2,612,0,7,619,0
222,171,160,0,171,0,0,11,9,2,0,0,0,0,1,0,0,2,2,1,1,0,0,0,0,1,361,0,1,362,0
223,172,465,1,236,1,0,2,25,7,0,0,0,0,9,1,1,6,2,0,0,0,0,0,1,0,757,0,2,759,0
224,173,498,3,52,1,0,1,13,5,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,579,0,2,581,0
225,174 M,219,0,169,1,0,8,21,5,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,428,0,5,433,0
226,174A(W),217,2,203,3,0,12,12,3,0,0,0,0,3,1,0,1,0,0,2,0,0,0,0,0,459,0,0,459,0
227,175 M,232,0,154,0,0,8,39,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,446,0,2,448,0
228,175A(W),202,0,189,1,0,10,17,4,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,428,0,2,430,0
229,176,443,0,139,1,0,5,9,16,0,0,1,0,0,1,1,2,5,0,1,0,3,0,0,0,627,0,1,628,0
230,177,259,0,183,0,0,9,22,12,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,491,0,2,493,0
231,178 M,276,0,163,2,0,22,26,10,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,502,0,5,507,0
232,178A(W),322,2,162,6,0,6,5,4,0,0,0,0,0,0,1,6,2,1,0,0,0,0,0,0,517,0,2,519,0
233,179 M,188,1,156,0,0,12,17,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,384,0,7,391,0
234,179A(W),219,1,163,0,1,7,10,7,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,415,0,3,418,0
235,180,329,1,243,0,1,17,37,25,0,0,0,0,0,1,0,4,0,0,1,0,0,1,0,0,660,0,3,663,0
236,181,375,1,266,1,0,25,47,4,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,725,0,4,729,0
237,182 M,245,0,203,2,0,5,52,0,0,0,0,0,1,0,0,0,1,0,0,0,12,0,0,0,521,0,2,523,0
238,182A(W),265,3,237,2,0,3,10,1,0,0,0,0,1,0,1,2,2,0,0,1,5,0,0,0,533,0,2,535,0
239,183,250,0,212,3,0,4,22,2,0,1,0,0,2,1,0,6,2,0,0,1,8,0,0,0,514,0,1,515,0
240,184,301,1,223,4,0,6,31,1,0,0,0,0,1,1,1,2,0,0,0,0,14,0,1,0,587,0,4,591,0
241,185 M,269,3,156,4,0,2,26,5,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,470,0,0,470,0
242,185A(W),261,3,193,2,0,0,11,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,478,0,0,478,0
243,186,477,0,235,0,0,3,28,44,0,1,0,0,0,0,0,2,6,0,1,0,0,1,0,0,798,0,3,801,0
244,187,346,1,272,0,0,5,26,24,0,0,0,0,1,3,1,2,0,0,1,0,0,2,0,2,686,0,7,693,0
245,188,211,2,208,2,1,2,11,4,0,0,0,0,1,0,1,1,2,0,1,0,0,2,0,0,449,0,1,450,0
246,189,335,1,154,2,0,0,17,4,0,0,0,0,0,0,0,3,7,0,2,0,0,0,0,0,525,0,2,527,0
247,190,147,0,126,1,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,292,0,0,292,0
248,191,452,4,262,1,0,1,41,2,0,0,1,0,2,2,0,1,1,0,0,2,0,0,0,0,772,0,4,776,0
249,192,408,1,310,6,0,6,35,1,0,0,0,1,4,1,0,1,1,0,1,0,0,0,2,0,778,0,2,780,0
250,193,233,0,123,4,0,1,20,13,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,398,0,0,398,0
251,194,379,1,255,3,1,4,10,2,0,1,0,0,0,2,1,4,3,0,1,1,1,0,0,0,669,0,3,672,0
252,195,221,1,157,3,0,12,11,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,418,0,3,421,0
253,196,398,2,306,2,1,5,24,9,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,752,0,4,756,0
254,197 M,312,1,102,0,0,3,14,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,439,0,1,440,0
255,197A(W),326,2,106,2,0,0,3,1,0,0,0,0,1,0,0,5,1,0,0,0,0,0,1,0,448,0,3,451,0
256,198,184,2,146,0,0,1,18,12,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,367,0,1,368,0
257,199 M,282,1,216,3,1,1,26,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,534,0,1,535,0
258,199A(W),300,0,202,0,0,4,6,2,1,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,523,0,2,525,0
259,200,252,1,194,3,1,4,23,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,487,0,1,488,0
260,201,397,3,304,3,0,3,22,9,1,2,0,0,0,1,0,3,0,0,0,1,0,0,2,0,751,0,5,756,0
261,202 M,230,0,211,1,0,6,23,7,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,481,0,2,483,0
262,202A(W),288,3,182,9,0,1,12,4,0,0,0,0,1,0,2,2,1,0,2,1,0,0,0,0,508,0,2,510,0
263,203,199,0,148,1,0,2,21,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,376,0,4,380,0
264,204 M,248,1,187,2,0,3,34,7,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,485,0,2,487,0
265,204A(W),257,5,203,1,1,3,18,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,492,0,2,494,0
266,205,327,2,324,3,0,6,35,11,0,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,716,0,3,719,0
267,206,455,4,294,0,1,7,22,2,0,1,1,0,1,0,2,9,2,0,0,0,0,0,0,0,801,0,2,803,0
268,207,277,1,178,0,1,3,19,24,0,0,0,0,0,1,0,3,3,0,3,0,0,0,1,0,514,0,3,517,0
269,208 M,243,1,243,2,0,1,17,7,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,517,0,1,518,0
270,208A(W),190,2,234,4,1,1,7,2,0,0,0,0,1,2,0,1,2,0,1,0,0,0,0,0,448,0,1,449,0
271,209,303,0,131,0,0,1,43,2,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,1,488,0,0,488,0
272,210,255,1,121,0,0,1,12,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,399,0,3,402,0
273,211,370,0,286,4,1,1,13,5,0,1,0,0,0,0,0,4,0,0,2,1,0,0,0,0,688,0,5,693,0
274,212,345,1,186,1,1,1,21,6,0,0,0,0,0,2,0,2,8,0,3,1,0,0,0,0,578,0,5,583,0
275,213,275,1,137,4,0,0,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,437,0,0,437,0
276,214,133,3,89,1,0,0,13,59,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,303,0,0,303,0
277,215,193,0,155,0,0,1,12,6,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,370,0,3,373,0
278,216,194,2,121,1,0,4,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,332,0,2,334,0
279,217 M,190,0,150,0,0,4,25,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,379,0,3,382,0
280,217A(W),210,3,176,0,0,9,13,5,0,0,0,0,1,2,0,1,2,0,1,1,0,0,0,0,424,0,0,424,0
281,218 M,258,0,239,0,0,2,19,9,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,530,0,2,532,0
282,218A(W),222,0,243,4,1,1,17,4,0,0,0,0,0,0,0,1,0,3,2,0,1,0,0,0,499,0,2,501,0
283,219 M,228,0,208,0,0,10,23,6,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,479,0,4,483,0
284,219A(W),217,0,211,4,1,5,5,1,0,0,0,0,0,1,0,7,3,1,1,0,0,0,0,0,457,0,2,459,0
285,220 M,273,1,133,1,0,3,17,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,434,0,3,437,0
286,220A(W),250,2,126,1,0,5,12,6,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,407,0,0,407,0
287,221,401,1,144,0,0,3,16,7,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,578,0,3,581,0
288,222,337,0,292,3,0,6,27,33,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,701,0,1,702,0
289,223,391,4,284,5,0,13,26,21,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,749,0,4,753,0
290,224,392,2,224,2,0,3,41,3,0,1,0,0,0,0,0,2,1,0,0,1,0,1,0,1,674,0,7,681,0
291,225,388,0,233,2,0,9,37,5,0,0,1,0,2,1,0,1,2,0,1,0,0,0,0,0,682,0,4,686,0
292,226,344,0,294,0,0,7,44,1,0,1,0,0,2,1,0,4,1,0,1,0,0,0,0,0,700,0,4,704,0
293,227,311,1,266,2,0,3,32,5,0,0,0,0,0,1,0,2,2,0,0,1,0,1,0,0,627,0,0,627,0
294,228 M,245,1,192,2,0,2,17,6,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,470,0,3,473,0
295,228A(W),210,2,157,0,0,2,9,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,385,0,0,385,0
296,229,394,3,351,3,0,1,25,9,0,0,0,2,0,0,0,4,2,0,4,0,0,0,1,0,799,0,2,801,0
297,230 M,191,0,202,1,0,1,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,1,428,0
298,230A(W),149,1,172,3,0,0,2,4,0,0,0,0,0,0,0,4,2,1,2,0,0,0,1,0,341,0,2,343,0
299,231,97,1,119,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,223,0,3,226,0
300,232,335,3,304,1,0,5,17,5,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,676,0,3,679,0
301,233,401,8,334,4,1,3,16,4,0,0,0,0,1,2,1,4,1,0,1,0,0,0,0,0,781,0,5,786,0
302,234,256,4,316,1,0,7,27,11,0,0,0,0,0,0,0,1,2,0,3,1,0,0,0,0,629,0,1,630,0
303,235,288,2,192,2,1,5,12,6,0,0,0,0,0,0,0,1,6,2,8,1,0,0,2,0,528,0,3,531,0
304,236,468,4,330,2,0,2,16,9,0,1,1,1,2,0,0,4,0,0,0,0,0,0,0,0,840,0,3,843,0
305,237,233,0,216,0,0,7,15,11,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,487,0,0,487,0
306,238,213,0,231,0,0,1,7,4,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,461,0,1,462,0
307,239,295,3,242,3,0,2,10,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,568,0,0,568,0
308,240,287,3,253,4,0,1,6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,558,0,1,559,0
309,241,216,3,301,2,1,1,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,541,0,1,542,0
310,242,209,2,230,3,0,4,16,6,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,475,0,2,477,0
311,243,289,1,211,1,0,1,27,8,0,0,0,0,0,4,0,4,2,0,0,1,0,0,1,0,550,0,0,550,0
312,244,106,2,104,1,0,0,9,3,0,0,0,0,0,0,0,1,4,0,2,1,0,0,2,0,235,0,1,236,0
313,245,164,2,165,1,0,2,4,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,348,0,1,349,0
314,246 M,224,1,183,0,0,4,16,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,437,0,3,440,0
315,246A(W),201,2,206,0,0,5,2,5,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,425,0,1,426,0
316,247 M,201,0,169,3,0,3,17,3,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,401,0,3,404,0
317,247A(W),187,1,202,2,0,6,3,2,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,409,0,0,409,0
318,248,178,0,211,0,0,2,4,3,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,403,0,3,406,0
319,249,324,2,219,0,0,4,9,5,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,567,0,1,568,0
320,250,281,1,353,1,1,8,7,6,0,1,1,0,0,1,1,1,2,0,4,0,0,0,0,0,669,0,3,672,0
321,251,306,0,345,5,0,7,16,14,0,0,0,0,0,2,0,3,2,1,3,1,1,0,1,0,707,0,3,710,0
322,252 M,237,0,119,1,0,4,3,6,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,374,0,2,376,0
323,252A(W),215,1,137,1,0,1,2,4,0,0,0,0,0,2,0,2,2,0,0,1,0,0,0,0,368,0,2,370,0
324,253,255,0,223,0,1,1,10,3,0,1,0,1,0,1,0,3,3,1,5,0,0,0,0,0,508,0,2,510,0
325,254,271,0,204,0,0,7,6,6,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,497,0,4,501,0
326,255,399,3,262,2,0,2,14,2,0,0,0,0,2,0,0,3,0,0,2,0,1,0,0,1,693,0,0,693,0
327,256,293,3,309,2,1,2,4,7,0,0,0,1,2,2,0,5,1,0,1,0,1,0,0,0,634,0,2,636,0
328,257,231,4,199,2,0,0,4,28,0,0,0,0,1,0,1,4,1,0,2,0,0,1,0,0,478,0,2,480,0
329,258,104,1,141,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,1,255,0
330,259,318,2,198,0,1,6,30,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,560,0,3,563,0
331,260,309,2,155,1,0,2,28,3,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,504,0,3,507,0
332,261,183,0,59,0,0,0,19,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,269,0,2,271,0
333,262,276,0,149,1,0,4,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,453,0,1,454,0
334,263 M,342,2,89,1,0,3,31,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,474,0,1,475,0
335,263A(W),395,0,94,0,0,2,25,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,521,0,1,522,0
336,264,359,0,142,1,0,12,22,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,542,0,2,544,0
337,265,365,1,255,2,0,11,35,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,679,0,2,681,0
338,266,246,1,112,0,0,0,15,4,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,384,0,3,387,0
339,267,437,0,216,1,0,4,30,4,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,1,698,0,2,700,0
340,268,525,2,106,1,0,10,24,9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,680,0,3,683,0
341,269,285,1,136,0,0,14,29,7,0,0,1,0,1,1,0,0,3,0,2,0,0,1,0,0,481,0,1,482,0
342,270,289,2,102,1,0,9,19,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,432,0,1,433,0
343,271,291,0,118,0,0,3,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,444,0,6,450,0
344,272,423,1,231,0,0,6,41,8,0,1,0,0,0,0,0,2,1,0,2,0,1,0,0,1,718,0,5,723,0
345,273 M,213,0,151,2,0,4,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,0,3,400,0
346,273A(W),201,0,142,0,0,11,7,5,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,371,0,3,374,0
347,274,99,0,43,0,0,7,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,161,0
348,275 M,220,0,108,1,1,12,33,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,380,0,2,382,0
349,275A(W),228,0,98,0,0,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,0,5,362,0
350,276,397,1,253,2,0,2,30,4,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,694,0,1,695,0
351,277,303,1,102,1,0,8,46,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,465,0,3,468,0
352,278,328,0,100,0,0,19,8,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,460,0,3,463,0
353,279,355,0,88,0,1,10,22,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,483,0,3,486,0
354,280 M,259,0,69,1,0,5,16,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,360,0,2,362,0
355,280A(W),243,0,69,0,1,4,8,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,328,0,1,329,0
356,281,433,2,119,0,0,11,19,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,595,0,1,596,0
357,282 M,259,2,76,1,0,3,22,1,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,369,0,2,371,0
358,282A(W),303,1,71,0,0,6,19,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,404,0,2,406,0
359,283,224,0,106,0,0,10,31,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,375,0,4,379,0
360,284,408,0,180,0,0,10,33,4,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,1,641,0,4,645,0
361,285 M,243,0,140,0,1,3,43,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,435,0,9,444,0
362,285A(W),255,0,137,2,0,6,15,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,421,0,3,424,0
363,286,365,0,336,1,0,16,38,9,0,0,0,1,1,0,0,1,6,1,2,1,0,0,1,0,779,0,9,788,0
364,287,231,0,209,0,0,13,30,4,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,492,0,1,493,0
365,288,304,1,217,0,0,9,22,4,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,561,0,2,563,0
366,289,233,1,108,2,0,9,10,3,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,371,0,1,372,0
367,290,547,1,148,0,0,7,28,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,740,0,4,744,0
368,291 M,214,0,159,2,0,6,13,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,406,0,4,410,0
369,291A(W),176,1,159,1,0,8,17,5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,370,0,2,372,0
370,292,113,1,130,0,1,10,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,272,0,3,275,0
371,293,267,0,150,0,0,13,26,8,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,468,0,1,469,0
372,294,305,0,155,3,0,11,40,12,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,530,0,2,532,0
373,295,288,1,217,1,0,10,21,8,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,550,0,1,551,0
374,296,421,1,194,2,0,14,62,10,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,707,0,4,711,0
375,297,264,1,161,2,1,20,24,4,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,481,0,4,485,0
376,298,233,2,243,4,0,2,21,6,0,0,0,0,0,1,0,0,2,0,1,1,0,2,0,0,518,0,3,521,0
377,299,294,1,188,2,0,0,15,16,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,523,0,4,527,0
378,300 M,259,0,147,2,0,0,25,8,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,446,0,1,447,0
379,300A(W),259,1,133,1,0,2,7,4,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,412,0,0,412,0
380,301,177,0,134,0,0,0,12,3,0,0,0,1,0,2,0,1,4,0,0,0,0,0,0,0,334,0,0,334,0
381,302 M,251,0,176,0,0,2,28,19,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,478,0,0,478,0
382,302A(W),224,0,195,1,1,0,11,5,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,1,445,0,1,446,0
383,303,202,2,304,1,1,1,10,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,529,0,0,529,0
384,304,143,1,215,4,0,1,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,396,0,1,397,0
385,305,369,3,384,4,0,6,27,10,1,1,0,1,2,2,1,1,4,0,2,0,0,0,0,0,818,0,0,818,0
386,306,131,1,167,1,0,1,6,1,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,314,0,0,314,0
387,307,328,0,253,5,0,3,23,3,0,2,0,0,1,1,0,0,0,0,2,0,0,0,0,1,622,0,5,627,0
388,308 M,243,0,194,0,0,0,25,8,0,0,0,0,0,0,0,1,4,0,1,0,0,1,0,0,477,0,2,479,0
389,308A(W),198,1,231,7,1,0,14,2,0,0,0,0,0,2,0,6,2,0,1,0,0,0,0,1,466,0,0,466,0
390,309,201,1,298,3,1,0,27,8,0,0,0,0,0,4,0,0,2,0,1,0,0,0,1,0,547,0,0,547,0
391,310,79,0,180,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,265,0,0,265,0
392,311,139,0,141,2,0,1,0,6,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,294,0,1,295,0
393,312,403,1,407,11,0,6,23,9,1,0,0,0,3,1,4,8,1,0,1,0,0,0,1,1,881,0,3,884,0
